bearing_id,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,lubrication_age_ratio,design_risk_score,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
BRG-00138,BDES-00724,BMAT-00112,BMAN-01029,BASM-00138,BOPR-00138,2079.7,0.9505,0.2242,0.1472,0.4648,0.2687,0.406,BINSP-00138,0.2415,0.2981,medium
BRG-00139,BDES-00437,BMAT-00316,BMAN-00646,BASM-00139,BOPR-00139,9251.8,0.7847,0.0627,0.2659,0.3335,0.2678,0.6434,BINSP-00139,0.2038,0.289,medium
BRG-00140,BDES-00175,BMAT-00047,BMAN-00542,BASM-00140,BOPR-00140,7158.1,0.5511,0.4429,0.4705,0.2889,0.3877,0.4741,BINSP-00140,0.2921,0.3902,medium
BRG-00141,BDES-00326,BMAT-00376,BMAN-01039,BASM-00141,BOPR-00141,4511.6,0.4994,0.2869,0.1956,0.2817,0.3902,0.3801,BINSP-00141,0.2196,0.2904,medium
BRG-00142,BDES-00533,BMAT-00359,BMAN-01122,BASM-00142,BOPR-00142,3982.8,0.2325,0.0384,0.4986,0.1715,0.1842,0.1916,BINSP-00142,0.2155,0.2247,low
BRG-00143,BDES-00649,BMAT-00274,BMAN-00320,BASM-00143,BOPR-00143,4335.0,0.0865,0.0,0.1144,0.352,0.1326,0.1672,BINSP-00143,0.1513,0.1664,low
BRG-00144,BDES-00013,BMAT-00257,BMAN-01124,BASM-00144,BOPR-00144,1109.6,0.3598,0.122,0.4765,0.1489,0.2789,0.1653,BINSP-00144,0.2094,0.2415,low
BRG-00145,BDES-00309,BMAT-00109,BMAN-00880,BASM-00145,BOPR-00145,2043.1,0.2232,0.0421,0.4809,0.3271,0.3427,0.1348,BINSP-00145,0.2058,0.2799,medium
BRG-00146,BDES-00404,BMAT-00487,BMAN-01152,BASM-00146,BOPR-00146,3540.5,0.1994,0.1893,0.1425,0.3156,0.1218,0.223,BINSP-00146,0.1892,0.2021,low
BRG-00147,BDES-00742,BMAT-00035,BMAN-00849,BASM-00147,BOPR-00147,2165.7,0.302,0.0685,0.2243,0.2579,0.3825,0.0975,BINSP-00147,0.2361,0.2219,low
BRG-00148,BDES-00629,BMAT-00429,BMAN-01065,BASM-00148,BOPR-00148,3238.4,0.4051,0.1809,0.1221,0.5147,0.2418,0.2935,BINSP-00148,0.1838,0.274,medium
BRG-00149,BDES-00758,BMAT-00013,BMAN-00229,BASM-00149,BOPR-00149,2068.4,0.4725,0.2523,0.4711,0.4305,0.4177,0.2028,BINSP-00149,0.266,0.364,medium
BRG-00150,BDES-00787,BMAT-00025,BMAN-00841,BASM-00150,BOPR-00150,4716.7,0.3442,0.0747,0.6739,0.3858,0.3664,0.3443,BINSP-00150,0.3044,0.377,medium
BRG-00151,BDES-00746,BMAT-00306,BMAN-00433,BASM-00151,BOPR-00151,3294.1,0.1918,0.0756,0.2012,0.456,0.3704,0.1668,BINSP-00151,0.2441,0.2729,medium
BRG-00152,BDES-00434,BMAT-00162,BMAN-00042,BASM-00152,BOPR-00152,3794.3,0.4499,0.3017,0.408,0.3246,0.0603,0.3206,BINSP-00152,0.2437,0.2815,medium
BRG-00153,BDES-00741,BMAT-00365,BMAN-00105,BASM-00153,BOPR-00153,4802.2,0.724,0.2231,0.2427,0.4116,0.1903,0.5099,BINSP-00153,0.2054,0.299,medium
BRG-00154,BDES-00011,BMAT-00099,BMAN-00021,BASM-00154,BOPR-00154,3566.5,0.6059,0.2339,0.2965,0.248,0.1995,0.3526,BINSP-00154,0.2431,0.2588,medium
BRG-00155,BDES-00041,BMAT-00420,BMAN-00409,BASM-00155,BOPR-00155,3146.5,0.179,0.0492,0.2914,0.3337,0.3296,0.2009,BINSP-00155,0.2053,0.2502,medium
BRG-00156,BDES-00302,BMAT-00365,BMAN-00026,BASM-00156,BOPR-00156,2796.7,0.1808,0.313,0.2427,0.2591,0.3222,0.1513,BINSP-00156,0.2277,0.2597,medium
BRG-00157,BDES-00169,BMAT-00206,BMAN-00616,BASM-00157,BOPR-00157,706.8,0.4319,0.2297,0.2968,0.1605,0.1437,0.1895,BINSP-00157,0.1672,0.2,low
BRG-00158,BDES-00302,BMAT-00241,BMAN-00332,BASM-00158,BOPR-00158,2485.4,0.3454,0.313,0.0945,0.2836,0.2372,0.2022,BINSP-00158,0.1714,0.2211,low
BRG-00159,BDES-00089,BMAT-00265,BMAN-01008,BASM-00159,BOPR-00159,8852.4,1.0,0.0823,0.378,0.2643,0.1515,0.6038,BINSP-00159,0.176,0.2695,medium
BRG-00160,BDES-00048,BMAT-00476,BMAN-00305,BASM-00160,BOPR-00160,2848.0,0.337,0.191,0.2157,0.2607,0.3046,0.2286,BINSP-00160,0.213,0.2398,low
BRG-00161,BDES-00172,BMAT-00231,BMAN-01116,BASM-00161,BOPR-00161,6261.9,0.0876,0.0,0.1018,0.1537,0.287,0.2684,BINSP-00161,0.1802,0.1591,low
BRG-00162,BDES-00627,BMAT-00232,BMAN-01103,BASM-00162,BOPR-00162,7654.5,0.5231,0.1542,0.2369,0.4951,0.3615,0.449,BINSP-00162,0.293,0.3391,medium
BRG-00163,BDES-00428,BMAT-00085,BMAN-00328,BASM-00163,BOPR-00163,5994.7,0.4121,0.1373,0.2602,0.2784,0.2911,0.3693,BINSP-00163,0.1853,0.2561,medium
BRG-00164,BDES-00268,BMAT-00125,BMAN-01113,BASM-00164,BOPR-00164,2355.3,0.3503,0.2306,0.1554,0.4172,0.2856,0.1881,BINSP-00164,0.2692,0.269,medium
BRG-00165,BDES-00315,BMAT-00455,BMAN-00994,BASM-00165,BOPR-00165,1545.5,0.6481,0.1683,0.1751,0.3769,0.393,0.276,BINSP-00165,0.2666,0.2829,medium
BRG-00166,BDES-00338,BMAT-00361,BMAN-00988,BASM-00166,BOPR-00166,7738.6,0.278,0.2116,0.1824,0.4791,0.1799,0.4092,BINSP-00166,0.2697,0.2938,medium
BRG-00167,BDES-00704,BMAT-00034,BMAN-00435,BASM-00167,BOPR-00167,2232.4,0.5751,0.4307,0.3267,0.2436,0.1649,0.315,BINSP-00167,0.2491,0.2851,medium
BRG-00168,BDES-00476,BMAT-00261,BMAN-00117,BASM-00168,BOPR-00168,3601.1,0.5504,0.2104,0.0371,0.3104,0.337,0.3088,BINSP-00168,0.1613,0.2294,low
BRG-00169,BDES-00710,BMAT-00387,BMAN-00075,BASM-00169,BOPR-00169,2833.2,0.4681,0.1827,0.3597,0.2915,0.261,0.3369,BINSP-00169,0.1924,0.2778,medium
BRG-00170,BDES-00527,BMAT-00399,BMAN-00194,BASM-00170,BOPR-00170,2272.0,0.3072,0.5174,0.1187,0.3292,0.317,0.209,BINSP-00170,0.1867,0.2863,medium
BRG-00171,BDES-00420,BMAT-00094,BMAN-01196,BASM-00171,BOPR-00171,2698.9,1.0,0.0466,0.2543,0.2752,0.3702,0.5513,BINSP-00171,0.244,0.2816,medium
BRG-00172,BDES-00331,BMAT-00113,BMAN-00677,BASM-00172,BOPR-00172,5288.3,0.1224,0.1856,0.0,0.3139,0.1468,0.1652,BINSP-00172,0.1321,0.1645,low
BRG-00173,BDES-00551,BMAT-00499,BMAN-00107,BASM-00173,BOPR-00173,5348.9,0.317,0.2863,0.4094,0.3364,0.5213,0.3134,BINSP-00173,0.3717,0.377,medium
BRG-00174,BDES-00205,BMAT-00028,BMAN-00954,BASM-00174,BOPR-00174,3076.9,0.3646,0.1267,0.1792,0.2299,0.1619,0.1926,BINSP-00174,0.1644,0.18,low
BRG-00175,BDES-00290,BMAT-00440,BMAN-00189,BASM-00175,BOPR-00175,514.0,0.2848,0.1784,0.3441,0.2101,0.3571,0.185,BINSP-00175,0.2443,0.2587,medium
BRG-00176,BDES-00204,BMAT-00414,BMAN-00287,BASM-00176,BOPR-00176,3237.7,0.3599,0.1032,0.1196,0.3361,0.3577,0.2625,BINSP-00176,0.174,0.2344,low
BRG-00177,BDES-00551,BMAT-00214,BMAN-00621,BASM-00177,BOPR-00177,2017.8,0.4116,0.2863,0.0847,0.2861,0.2396,0.2717,BINSP-00177,0.1735,0.2245,low
BRG-00178,BDES-00125,BMAT-00500,BMAN-00643,BASM-00178,BOPR-00178,2841.2,0.4392,0.142,0.4797,0.384,0.4242,0.2829,BINSP-00178,0.2338,0.3445,medium
BRG-00179,BDES-00783,BMAT-00253,BMAN-00814,BASM-00179,BOPR-00179,2639.5,0.4314,0.4843,0.096,0.2034,0.3999,0.2292,BINSP-00179,0.2389,0.2689,medium
BRG-00180,BDES-00596,BMAT-00167,BMAN-00506,BASM-00180,BOPR-00180,3066.9,0.703,0.2249,0.1316,0.3486,0.4185,0.3389,BINSP-00180,0.203,0.2823,medium
BRG-00181,BDES-00468,BMAT-00304,BMAN-00707,BASM-00181,BOPR-00181,4102.5,0.7973,0.0526,0.226,0.1926,0.1575,0.4922,BINSP-00181,0.2017,0.2074,low
BRG-00182,BDES-00761,BMAT-00013,BMAN-01174,BASM-00182,BOPR-00182,3044.6,0.4197,0.0149,0.4711,0.3021,0.2277,0.239,BINSP-00182,0.2214,0.2609,medium
BRG-00183,BDES-00438,BMAT-00432,BMAN-00184,BASM-00183,BOPR-00183,8960.5,0.548,0.3934,0.206,0.3741,0.3058,0.513,BINSP-00183,0.262,0.3367,medium
BRG-00184,BDES-00079,BMAT-00405,BMAN-00921,BASM-00184,BOPR-00184,10606.2,0.1835,0.0853,0.1665,0.157,0.2579,0.357,BINSP-00184,0.2038,0.1943,low
BRG-00185,BDES-00463,BMAT-00144,BMAN-00310,BASM-00185,BOPR-00185,2771.4,0.6873,0.074,0.334,0.3491,0.2088,0.3447,BINSP-00185,0.2165,0.263,medium
BRG-00186,BDES-00179,BMAT-00168,BMAN-00529,BASM-00186,BOPR-00186,2766.5,0.5235,0.1646,0.208,0.1094,0.2073,0.2869,BINSP-00186,0.17,0.1829,low
BRG-00187,BDES-00061,BMAT-00218,BMAN-00724,BASM-00187,BOPR-00187,3287.4,0.7846,0.201,0.1455,0.3338,0.0511,0.3968,BINSP-00187,0.1789,0.2161,low
BRG-00188,BDES-00416,BMAT-00317,BMAN-00299,BASM-00188,BOPR-00188,1535.2,0.0389,0.0,0.3328,0.5739,0.2273,0.0463,BINSP-00188,0.1964,0.2704,medium
BRG-00189,BDES-00647,BMAT-00271,BMAN-00822,BASM-00189,BOPR-00189,5723.4,0.3096,0.0889,0.1361,0.2629,0.3953,0.302,BINSP-00189,0.1645,0.2284,low
BRG-00190,BDES-00142,BMAT-00347,BMAN-00040,BASM-00190,BOPR-00190,2528.8,0.1618,0.0117,0.2629,0.1644,0.2102,0.1422,BINSP-00190,0.1459,0.1634,low
BRG-00191,BDES-00705,BMAT-00039,BMAN-00447,BASM-00191,BOPR-00191,2539.6,0.6066,0.4741,0.1155,0.4381,0.0897,0.3368,BINSP-00191,0.1896,0.2796,medium
BRG-00192,BDES-00358,BMAT-00246,BMAN-00929,BASM-00192,BOPR-00192,3923.4,0.3686,0.0,0.13,0.3243,0.1202,0.2758,BINSP-00192,0.2133,0.1799,low
BRG-00193,BDES-00469,BMAT-00269,BMAN-00836,BASM-00193,BOPR-00193,4974.3,0.1184,0.2387,0.6526,0.4796,0.2306,0.1835,BINSP-00193,0.2943,0.3768,medium
BRG-00194,BDES-00120,BMAT-00180,BMAN-00595,BASM-00194,BOPR-00194,4916.9,0.5578,0.142,0.147,0.3334,0.0892,0.406,BINSP-00194,0.2529,0.2222,low
BRG-00195,BDES-00748,BMAT-00123,BMAN-00107,BASM-00195,BOPR-00195,3794.3,0.0793,0.1887,0.1358,0.3364,0.1948,0.1919,BINSP-00195,0.242,0.2204,low
BRG-00196,BDES-00262,BMAT-00020,BMAN-00371,BASM-00196,BOPR-00196,5011.2,0.3238,0.1705,0.1396,0.2988,0.3247,0.2708,BINSP-00196,0.273,0.2452,low
BRG-00197,BDES-00280,BMAT-00192,BMAN-00103,BASM-00197,BOPR-00197,2901.8,0.5384,0.0874,0.1062,0.148,0.2194,0.3264,BINSP-00197,0.1505,0.1645,low
BRG-00198,BDES-00326,BMAT-00444,BMAN-01090,BASM-00198,BOPR-00198,2842.6,0.4591,0.2869,0.2758,0.1392,0.2211,0.2811,BINSP-00198,0.1823,0.2262,low
BRG-00199,BDES-00399,BMAT-00415,BMAN-00063,BASM-00199,BOPR-00199,1988.5,0.2129,0.1478,0.3374,0.2765,0.5678,0.1673,BINSP-00199,0.2349,0.3033,medium
BRG-00200,BDES-00687,BMAT-00474,BMAN-00316,BASM-00200,BOPR-00200,4706.3,0.6515,0.2123,0.2824,0.5584,0.4121,0.4092,BINSP-00200,0.2811,0.3759,medium
BRG-00201,BDES-00118,BMAT-00110,BMAN-00618,BASM-00201,BOPR-00201,3605.1,0.1637,0.1866,0.3977,0.3385,0.322,0.1773,BINSP-00201,0.2339,0.2933,medium
BRG-00202,BDES-00152,BMAT-00274,BMAN-00271,BASM-00202,BOPR-00202,5288.4,1.0,0.0832,0.1144,0.3952,0.5309,0.5758,BINSP-00202,0.2794,0.3236,medium
BRG-00203,BDES-00119,BMAT-00168,BMAN-00741,BASM-00203,BOPR-00203,1859.3,0.158,0.1964,0.208,0.1918,0.215,0.1253,BINSP-00203,0.1556,0.1884,low
BRG-00204,BDES-00321,BMAT-00175,BMAN-01140,BASM-00204,BOPR-00204,2785.3,0.7762,0.1811,0.0021,0.525,0.2612,0.4584,BINSP-00204,0.2414,0.2816,medium
BRG-00205,BDES-00606,BMAT-00085,BMAN-00208,BASM-00205,BOPR-00205,2852.6,1.0,0.4589,0.2602,0.1644,0.1849,0.4866,BINSP-00205,0.2451,0.2811,medium
BRG-00206,BDES-00083,BMAT-00117,BMAN-00317,BASM-00206,BOPR-00206,3390.7,0.301,0.3471,0.2378,0.3604,0.1436,0.2317,BINSP-00206,0.1747,0.2607,medium
BRG-00207,BDES-00460,BMAT-00165,BMAN-00063,BASM-00207,BOPR-00207,3807.1,0.8063,0.1595,0.4462,0.2765,0.2831,0.4351,BINSP-00207,0.1962,0.3039,medium
BRG-00208,BDES-00502,BMAT-00124,BMAN-01104,BASM-00208,BOPR-00208,3098.7,0.5699,0.1259,0.067,0.2066,0.2737,0.3248,BINSP-00208,0.1501,0.1864,low
BRG-00209,BDES-00185,BMAT-00224,BMAN-00032,BASM-00209,BOPR-00209,1230.7,0.3339,0.3894,0.2641,0.286,0.1194,0.1775,BINSP-00209,0.2386,0.2504,medium
BRG-00210,BDES-00009,BMAT-00017,BMAN-00927,BASM-00210,BOPR-00210,3681.9,0.6485,0.0457,0.0665,0.2425,0.2778,0.2836,BINSP-00210,0.1687,0.1797,low
BRG-00211,BDES-00675,BMAT-00359,BMAN-00902,BASM-00211,BOPR-00211,4797.4,0.2333,0.2245,0.4986,0.231,0.1741,0.2164,BINSP-00211,0.358,0.2842,medium
BRG-00212,BDES-00433,BMAT-00098,BMAN-00005,BASM-00212,BOPR-00212,5379.5,0.1954,0.061,0.367,0.3088,0.2828,0.2966,BINSP-00212,0.2244,0.2662,medium
BRG-00213,BDES-00610,BMAT-00230,BMAN-00116,BASM-00213,BOPR-00213,2677.5,0.7389,0.2379,0.2024,0.2027,0.2078,0.3999,BINSP-00213,0.2126,0.2338,low
BRG-00214,BDES-00566,BMAT-00186,BMAN-00693,BASM-00214,BOPR-00214,4150.8,0.5695,0.0812,0.0867,0.3452,0.3489,0.3555,BINSP-00214,0.2014,0.2388,low
BRG-00215,BDES-00079,BMAT-00162,BMAN-00457,BASM-00215,BOPR-00215,4974.8,0.4056,0.0853,0.408,0.35,0.2106,0.2671,BINSP-00215,0.2414,0.2733,medium
BRG-00216,BDES-00697,BMAT-00219,BMAN-00708,BASM-00216,BOPR-00216,3401.0,0.5759,0.3761,0.3835,0.169,0.2106,0.3938,BINSP-00216,0.2663,0.2892,medium
BRG-00217,BDES-00791,BMAT-00009,BMAN-00851,BASM-00217,BOPR-00217,3892.9,0.5522,0.3389,0.1026,0.3765,0.291,0.3577,BINSP-00217,0.2583,0.2862,medium
BRG-00218,BDES-00119,BMAT-00466,BMAN-00798,BASM-00218,BOPR-00218,4508.1,0.7613,0.1964,0.3311,0.2938,0.1465,0.4237,BINSP-00218,0.2208,0.2674,medium
BRG-00219,BDES-00606,BMAT-00208,BMAN-00288,BASM-00219,BOPR-00219,1549.8,0.8755,0.4589,0.058,0.451,0.201,0.4187,BINSP-00219,0.275,0.3072,medium
BRG-00220,BDES-00077,BMAT-00479,BMAN-00943,BASM-00220,BOPR-00220,1295.1,0.297,0.0581,0.2665,0.2621,0.1738,0.1464,BINSP-00220,0.215,0.1959,low
BRG-00221,BDES-00640,BMAT-00120,BMAN-00876,BASM-00221,BOPR-00221,1025.2,0.1563,0.1595,0.1599,0.5449,0.3479,0.1229,BINSP-00221,0.1987,0.2855,medium
BRG-00222,BDES-00691,BMAT-00131,BMAN-00607,BASM-00222,BOPR-00222,1520.9,0.1748,0.17,0.1667,0.3104,0.413,0.1602,BINSP-00222,0.1997,0.2486,low
BRG-00223,BDES-00653,BMAT-00296,BMAN-00064,BASM-00223,BOPR-00223,2942.9,0.3555,0.0576,0.3111,0.1673,0.3805,0.2565,BINSP-00223,0.2809,0.2389,low
BRG-00224,BDES-00227,BMAT-00266,BMAN-00955,BASM-00224,BOPR-00224,4766.3,0.5902,0.1732,0.1312,0.1973,0.4323,0.3688,BINSP-00224,0.1904,0.2424,low
BRG-00225,BDES-00553,BMAT-00371,BMAN-00026,BASM-00225,BOPR-00225,4740.2,0.3278,0.0845,0.2583,0.2591,0.3583,0.2558,BINSP-00225,0.161,0.2387,low
BRG-00226,BDES-00279,BMAT-00197,BMAN-00016,BASM-00226,BOPR-00226,2682.6,0.7312,0.246,0.1501,0.3597,0.2623,0.354,BINSP-00226,0.2079,0.2662,medium
BRG-00227,BDES-00278,BMAT-00153,BMAN-00308,BASM-00227,BOPR-00227,5128.7,0.5738,0.2533,0.2942,0.5033,0.4292,0.4226,BINSP-00227,0.2844,0.3766,medium
BRG-00228,BDES-00260,BMAT-00491,BMAN-00281,BASM-00228,BOPR-00228,1873.4,0.1941,0.1553,0.1478,0.483,0.2218,0.1658,BINSP-00228,0.1961,0.2498,low
BRG-00229,BDES-00402,BMAT-00331,BMAN-00684,BASM-00229,BOPR-00229,4662.1,0.4528,0.5865,0.0039,0.2998,0.4746,0.3244,BINSP-00229,0.3094,0.3219,medium
BRG-00230,BDES-00452,BMAT-00133,BMAN-01053,BASM-00230,BOPR-00230,1009.5,0.2891,0.0583,0.1192,0.2328,0.3529,0.1485,BINSP-00230,0.1372,0.1841,low
BRG-00231,BDES-00035,BMAT-00410,BMAN-00253,BASM-00231,BOPR-00231,3854.6,0.4487,0.1559,0.2311,0.5247,0.4775,0.3558,BINSP-00231,0.2648,0.3522,medium
BRG-00232,BDES-00249,BMAT-00253,BMAN-00760,BASM-00232,BOPR-00232,1756.7,0.2696,0.0607,0.096,0.1675,0.2628,0.1558,BINSP-00232,0.1091,0.146,low
BRG-00233,BDES-00234,BMAT-00392,BMAN-00690,BASM-00233,BOPR-00233,5467.5,0.3033,0.1694,0.181,0.2786,0.2541,0.2759,BINSP-00233,0.1671,0.2257,low
BRG-00234,BDES-00700,BMAT-00401,BMAN-00177,BASM-00234,BOPR-00234,2503.3,0.2431,0.2125,0.0763,0.3878,0.2195,0.1359,BINSP-00234,0.2176,0.2199,low
BRG-00235,BDES-00309,BMAT-00058,BMAN-00402,BASM-00235,BOPR-00235,5137.7,0.4632,0.0421,0.0822,0.3816,0.1466,0.3292,BINSP-00235,0.1366,0.1943,low
BRG-00236,BDES-00212,BMAT-00412,BMAN-00622,BASM-00236,BOPR-00236,2032.1,0.4132,0.1116,0.236,0.2863,0.1746,0.1962,BINSP-00236,0.1379,0.2025,low
BRG-00237,BDES-00415,BMAT-00221,BMAN-01082,BASM-00237,BOPR-00237,7065.7,0.3495,0.1717,0.157,0.281,0.4023,0.445,BINSP-00237,0.1934,0.2715,medium
BRG-00238,BDES-00407,BMAT-00297,BMAN-01039,BASM-00238,BOPR-00238,5628.0,0.1803,0.2334,0.185,0.2817,0.4544,0.2167,BINSP-00238,0.2287,0.2726,medium
BRG-00239,BDES-00714,BMAT-00005,BMAN-01009,BASM-00239,BOPR-00239,3556.3,0.4821,0.1392,0.2692,0.1427,0.0955,0.3073,BINSP-00239,0.1731,0.1817,low
BRG-00240,BDES-00717,BMAT-00444,BMAN-00126,BASM-00240,BOPR-00240,4018.1,0.8791,0.1864,0.2758,0.3037,0.1114,0.4964,BINSP-00240,0.2438,0.2619,medium
BRG-00241,BDES-00754,BMAT-00462,BMAN-01180,BASM-00241,BOPR-00241,959.3,0.3072,0.1691,0.1086,0.1464,0.4991,0.1888,BINSP-00241,0.2451,0.2209,low
BRG-00242,BDES-00253,BMAT-00147,BMAN-00465,BASM-00242,BOPR-00242,3256.7,0.1859,0.3543,0.165,0.3566,0.1148,0.1853,BINSP-00242,0.1736,0.2355,low
BRG-00243,BDES-00473,BMAT-00111,BMAN-00326,BASM-00243,BOPR-00243,2721.3,0.9325,0.5624,0.324,0.3707,0.3292,0.4373,BINSP-00243,0.2974,0.3852,medium
BRG-00244,BDES-00239,BMAT-00230,BMAN-00766,BASM-00244,BOPR-00244,3915.6,0.1494,0.1509,0.2024,0.207,0.4961,0.2126,BINSP-00244,0.1502,0.2441,low
BRG-00245,BDES-00262,BMAT-00431,BMAN-00561,BASM-00245,BOPR-00245,2906.9,0.3547,0.1705,0.0667,0.4413,0.2836,0.2108,BINSP-00245,0.2137,0.2442,low
BRG-00246,BDES-00430,BMAT-00180,BMAN-00435,BASM-00246,BOPR-00246,3921.7,0.5984,0.066,0.147,0.2436,0.271,0.377,BINSP-00246,0.1734,0.2098,low
BRG-00247,BDES-00069,BMAT-00461,BMAN-00968,BASM-00247,BOPR-00247,1684.6,0.1833,0.3531,0.1903,0.165,0.2346,0.1186,BINSP-00247,0.1324,0.2039,low
BRG-00248,BDES-00670,BMAT-00247,BMAN-00161,BASM-00248,BOPR-00248,3087.0,0.0622,0.0026,0.4724,0.222,0.3027,0.0705,BINSP-00248,0.1902,0.2301,low
BRG-00249,BDES-00243,BMAT-00414,BMAN-00150,BASM-00249,BOPR-00249,2028.8,0.4337,0.1914,0.1196,0.2156,0.4474,0.227,BINSP-00249,0.1633,0.2304,low
BRG-00250,BDES-00253,BMAT-00205,BMAN-00683,BASM-00250,BOPR-00250,1220.1,0.0249,0.3543,0.2702,0.3521,0.3627,0.0268,BINSP-00250,0.1927,0.283,medium
BRG-00251,BDES-00641,BMAT-00277,BMAN-00515,BASM-00251,BOPR-00251,1827.1,1.0,0.0,0.3618,0.3831,0.3504,0.4855,BINSP-00251,0.2286,0.3085,medium
BRG-00252,BDES-00365,BMAT-00058,BMAN-01102,BASM-00252,BOPR-00252,2766.5,0.753,0.1442,0.0822,0.3066,0.2945,0.3812,BINSP-00252,0.1525,0.2271,low
BRG-00253,BDES-00693,BMAT-00309,BMAN-00832,BASM-00253,BOPR-00253,1644.2,0.0207,0.1875,0.2738,0.3853,0.4408,0.0387,BINSP-00253,0.3043,0.2916,medium
BRG-00254,BDES-00243,BMAT-00325,BMAN-00651,BASM-00254,BOPR-00254,2324.0,0.2216,0.1914,0.3388,0.3388,0.3628,0.2474,BINSP-00254,0.2167,0.2964,medium
BRG-00255,BDES-00601,BMAT-00222,BMAN-00581,BASM-00255,BOPR-00255,7318.6,0.221,0.2712,0.3262,0.3313,0.2346,0.322,BINSP-00255,0.2594,0.295,medium
BRG-00256,BDES-00029,BMAT-00441,BMAN-00795,BASM-00256,BOPR-00256,4857.0,0.2781,0.2233,0.3685,0.1643,0.5228,0.2514,BINSP-00256,0.28,0.3011,medium
BRG-00257,BDES-00451,BMAT-00251,BMAN-00267,BASM-00257,BOPR-00257,6321.0,0.3317,0.3005,0.3674,0.254,0.0643,0.3497,BINSP-00257,0.2062,0.2567,medium
BRG-00258,BDES-00541,BMAT-00409,BMAN-00645,BASM-00258,BOPR-00258,2103.2,0.3246,0.06,0.2863,0.2249,0.2243,0.1255,BINSP-00258,0.155,0.1918,low
BRG-00259,BDES-00421,BMAT-00118,BMAN-00256,BASM-00259,BOPR-00259,5018.6,0.196,0.0532,0.2752,0.2503,0.3643,0.2061,BINSP-00259,0.1936,0.2333,low
BRG-00260,BDES-00708,BMAT-00060,BMAN-00342,BASM-00260,BOPR-00260,4587.2,0.1526,0.1112,0.3642,0.2101,0.2206,0.1857,BINSP-00260,0.1542,0.2185,low
BRG-00261,BDES-00426,BMAT-00315,BMAN-00617,BASM-00261,BOPR-00261,4549.8,0.3913,0.3244,0.2676,0.2584,0.0942,0.3305,BINSP-00261,0.2668,0.2507,medium
BRG-00262,BDES-00647,BMAT-00287,BMAN-00381,BASM-00262,BOPR-00262,3250.2,0.217,0.0889,0.1993,0.4009,0.3135,0.199,BINSP-00262,0.1979,0.2504,medium
BRG-00263,BDES-00117,BMAT-00236,BMAN-00208,BASM-00263,BOPR-00263,2241.6,0.797,0.2992,0.2143,0.1644,0.3712,0.4491,BINSP-00263,0.2376,0.2747,medium
BRG-00264,BDES-00426,BMAT-00427,BMAN-00852,BASM-00264,BOPR-00264,3574.7,0.511,0.3244,0.3448,0.2653,0.1845,0.2861,BINSP-00264,0.192,0.2713,medium
BRG-00265,BDES-00048,BMAT-00048,BMAN-01084,BASM-00265,BOPR-00265,994.2,0.8723,0.191,0.2233,0.3294,0.2247,0.4056,BINSP-00265,0.2099,0.2644,medium
BRG-00266,BDES-00062,BMAT-00408,BMAN-00310,BASM-00266,BOPR-00266,8294.8,1.0,0.0526,0.3711,0.3491,0.0497,0.6899,BINSP-00266,0.2415,0.2823,medium
BRG-00267,BDES-00183,BMAT-00369,BMAN-00438,BASM-00267,BOPR-00267,6594.9,0.5689,0.0806,0.0826,0.2223,0.273,0.3741,BINSP-00267,0.1672,0.1935,low
BRG-00268,BDES-00340,BMAT-00142,BMAN-00899,BASM-00268,BOPR-00268,5191.0,0.4954,0.2704,0.3588,0.4027,0.1108,0.3747,BINSP-00268,0.2086,0.2974,medium
BRG-00269,BDES-00430,BMAT-00243,BMAN-01140,BASM-00269,BOPR-00269,2696.6,0.7072,0.066,0.271,0.525,0.1428,0.366,BINSP-00269,0.2465,0.285,medium
BRG-00270,BDES-00088,BMAT-00365,BMAN-00109,BASM-00270,BOPR-00270,5780.3,0.3287,0.1056,0.2427,0.3771,0.3921,0.2883,BINSP-00270,0.1695,0.2781,medium
BRG-00271,BDES-00062,BMAT-00115,BMAN-00683,BASM-00271,BOPR-00271,2607.5,0.2728,0.0526,0.3427,0.3521,0.2459,0.2444,BINSP-00271,0.2286,0.2579,medium
BRG-00272,BDES-00541,BMAT-00048,BMAN-00816,BASM-00272,BOPR-00272,1632.7,0.0762,0.06,0.2233,0.4215,0.4881,0.097,BINSP-00272,0.2725,0.2822,medium
BRG-00273,BDES-00501,BMAT-00457,BMAN-00492,BASM-00273,BOPR-00273,4683.4,0.4217,0.0275,0.0832,0.233,0.2928,0.2721,BINSP-00273,0.1474,0.1771,low
BRG-00274,BDES-00152,BMAT-00160,BMAN-00806,BASM-00274,BOPR-00274,2575.1,0.1427,0.0832,0.1413,0.3331,0.045,0.1462,BINSP-00274,0.1991,0.1671,low
BRG-00275,BDES-00137,BMAT-00086,BMAN-01122,BASM-00275,BOPR-00275,2315.0,0.2119,0.2505,0.0709,0.1715,0.2027,0.2008,BINSP-00275,0.1576,0.1718,low
BRG-00276,BDES-00664,BMAT-00171,BMAN-01093,BASM-00276,BOPR-00276,3092.9,0.3309,0.3914,0.1006,0.2354,0.1795,0.2084,BINSP-00276,0.1858,0.2151,low
