assembly_id,interference_fit,preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
BASM-00330,0.0156,1.035,0.1658,OP-B-140,ST-B-03,0.4364,medium
BASM-00331,0.0026,1.051,0.0089,OP-B-098,ST-B-22,0.1977,low
BASM-00332,0.0266,1.125,0.0341,OP-B-055,ST-B-29,0.2438,low
BASM-00333,0.0127,1.063,0.0428,OP-B-005,ST-B-21,0.1627,low
BASM-00334,0.0266,1.728,0.0743,OP-B-133,ST-B-29,0.5554,high
BASM-00335,0.016,1.257,0.0794,OP-B-138,ST-B-03,0.276,medium
BASM-00336,0.007,1.089,0.0375,OP-B-056,ST-B-26,0.275,medium
BASM-00337,0.0136,0.831,0.0064,OP-B-072,ST-B-11,0.1817,low
BASM-00338,0.0001,1.219,0.0394,OP-B-121,ST-B-11,0.3911,medium
BASM-00339,0.0259,1.337,0.1176,OP-B-007,ST-B-05,0.4966,medium
BASM-00340,0.0089,1.012,0.0278,OP-B-022,ST-B-19,0.2482,low
BASM-00341,0.0249,0.738,0.1125,OP-B-108,ST-B-04,0.4102,medium
BASM-00342,0.0086,0.849,0.0255,OP-B-087,ST-B-11,0.159,low
BASM-00343,0.0176,0.495,0.0379,OP-B-097,ST-B-06,0.2907,medium
BASM-00344,0.0097,0.967,0.22,OP-B-100,ST-B-19,0.5084,high
BASM-00345,0.0209,0.578,0.0212,OP-B-063,ST-B-16,0.2721,medium
BASM-00346,0.0168,0.66,0.1371,OP-B-117,ST-B-25,0.455,medium
BASM-00347,0.0188,0.774,0.1301,OP-B-097,ST-B-24,0.4193,medium
BASM-00348,0.0116,0.685,0.0871,OP-B-088,ST-B-28,0.3756,medium
BASM-00349,0.0454,1.057,0.0782,OP-B-129,ST-B-13,0.529,high
BASM-00350,0.0057,1.32,0.0966,OP-B-005,ST-B-05,0.5292,high
BASM-00351,0.0239,0.73,0.0377,OP-B-045,ST-B-06,0.267,medium
BASM-00352,0.0143,0.968,0.0796,OP-B-010,ST-B-23,0.2256,low
BASM-00353,0.0318,0.946,0.0271,OP-B-091,ST-B-17,0.205,low
BASM-00354,0.0074,0.936,0.0342,OP-B-130,ST-B-26,0.2514,medium
BASM-00355,0.0213,0.764,0.0305,OP-B-065,ST-B-12,0.1581,low
BASM-00356,0.0017,0.3,0.1033,OP-B-048,ST-B-28,0.6761,high
BASM-00357,0.0133,0.559,0.0401,OP-B-060,ST-B-06,0.3135,medium
BASM-00358,0.0305,1.239,0.0373,OP-B-043,ST-B-15,0.4036,medium
BASM-00359,0.0306,0.896,0.0483,OP-B-095,ST-B-26,0.3131,medium
BASM-00360,0.0191,0.65,0.0255,OP-B-114,ST-B-09,0.2343,low
BASM-00361,0.0222,0.724,0.046,OP-B-068,ST-B-03,0.2272,low
BASM-00362,0.0044,0.728,0.0073,OP-B-045,ST-B-10,0.3146,medium
BASM-00363,0.019,0.889,0.0429,OP-B-013,ST-B-20,0.1467,low
BASM-00364,0.0097,0.951,0.0032,OP-B-041,ST-B-14,0.157,low
BASM-00365,0.0137,0.78,0.0272,OP-B-008,ST-B-24,0.0853,low
BASM-00366,0.0104,0.517,0.1051,OP-B-005,ST-B-05,0.5968,high
BASM-00367,0.0178,1.515,0.0681,OP-B-117,ST-B-14,0.3012,medium
BASM-00368,0.0195,1.358,0.0607,OP-B-068,ST-B-13,0.3183,medium
BASM-00369,0.0182,1.185,0.1536,OP-B-124,ST-B-25,0.3739,medium
BASM-00370,-0.0025,0.628,0.0095,OP-B-076,ST-B-28,0.4259,medium
BASM-00371,0.0293,1.098,0.0296,OP-B-123,ST-B-25,0.2737,medium
BASM-00372,0.0087,0.336,0.0462,OP-B-019,ST-B-30,0.4699,medium
BASM-00373,0.0185,1.091,0.0576,OP-B-108,ST-B-11,0.22,low
BASM-00374,0.0173,1.149,0.0086,OP-B-070,ST-B-02,0.0607,low
BASM-00375,0.0323,0.925,0.0975,OP-B-109,ST-B-19,0.4005,medium
BASM-00376,0.0197,0.973,0.0315,OP-B-130,ST-B-04,0.1273,low
BASM-00377,0.0311,0.888,0.0141,OP-B-008,ST-B-19,0.2366,low
BASM-00378,0.0124,1.226,0.021,OP-B-065,ST-B-13,0.1718,low
BASM-00379,0.028,1.124,0.0128,OP-B-056,ST-B-03,0.1573,low
BASM-00380,0.024,0.827,0.0289,OP-B-075,ST-B-24,0.2453,low
BASM-00381,-0.0034,0.74,0.0125,OP-B-122,ST-B-30,0.3776,medium
BASM-00382,0.0092,1.144,0.0392,OP-B-094,ST-B-15,0.2659,medium
BASM-00383,0.0095,0.501,0.0615,OP-B-039,ST-B-03,0.4895,medium
BASM-00384,0.0136,1.034,0.072,OP-B-147,ST-B-06,0.2478,low
BASM-00385,0.0132,1.046,0.0971,OP-B-064,ST-B-17,0.3133,medium
BASM-00386,0.0295,1.297,0.1746,OP-B-090,ST-B-15,0.6307,high
BASM-00387,0.0118,0.734,0.0238,OP-B-098,ST-B-24,0.2657,medium
BASM-00388,0.0258,0.688,0.1753,OP-B-144,ST-B-02,0.6124,high
BASM-00389,0.0181,1.01,0.1655,OP-B-062,ST-B-20,0.2978,medium
BASM-00390,0.0278,1.37,0.1382,OP-B-140,ST-B-13,0.5496,high
BASM-00391,0.0213,0.769,0.0259,OP-B-077,ST-B-08,0.1791,low
BASM-00392,0.0093,1.294,0.025,OP-B-127,ST-B-25,0.3371,medium
BASM-00393,0.0195,0.995,0.1076,OP-B-070,ST-B-23,0.223,low
BASM-00394,0.0259,1.132,0.0654,OP-B-062,ST-B-20,0.2967,medium
BASM-00395,0.0265,1.067,0.0755,OP-B-136,ST-B-09,0.2911,medium
BASM-00396,0.0085,1.283,0.0742,OP-B-116,ST-B-11,0.3962,medium
BASM-00397,0.0231,1.9,0.122,OP-B-132,ST-B-19,0.6803,high
BASM-00398,0.0237,1.027,0.0188,OP-B-137,ST-B-08,0.1376,low
BASM-00399,0.019,0.929,0.0177,OP-B-119,ST-B-10,0.0787,low
BASM-00400,0.0343,0.943,0.0212,OP-B-127,ST-B-12,0.2538,medium
BASM-00401,0.0255,1.36,0.0303,OP-B-065,ST-B-21,0.3318,medium
BASM-00402,0.0129,1.21,0.0792,OP-B-011,ST-B-27,0.3166,medium
BASM-00403,0.0189,0.458,0.0716,OP-B-065,ST-B-18,0.3855,medium
BASM-00404,0.0196,1.175,0.0403,OP-B-107,ST-B-01,0.1354,low
BASM-00405,0.0154,1.255,0.0178,OP-B-093,ST-B-02,0.2185,low
BASM-00406,0.0101,1.092,0.08,OP-B-117,ST-B-15,0.3093,medium
BASM-00407,0.0155,1.587,0.1938,OP-B-059,ST-B-05,0.5868,high
BASM-00408,0.0298,1.386,0.0366,OP-B-017,ST-B-01,0.3955,medium
BASM-00409,0.0145,1.378,0.099,OP-B-041,ST-B-24,0.4205,medium
BASM-00410,-0.0002,0.838,0.1218,OP-B-068,ST-B-24,0.5879,high
BASM-00411,0.0202,0.981,0.0198,OP-B-137,ST-B-20,0.1071,low
BASM-00412,0.0213,1.17,0.0697,OP-B-021,ST-B-07,0.2802,medium
BASM-00413,0.0167,1.513,0.0132,OP-B-100,ST-B-25,0.2192,low
BASM-00414,0.0259,0.811,0.0192,OP-B-106,ST-B-10,0.177,low
BASM-00415,0.0202,0.52,0.039,OP-B-102,ST-B-03,0.2424,low
BASM-00416,0.0138,1.227,0.0383,OP-B-105,ST-B-30,0.2482,low
BASM-00417,0.0104,0.995,0.0067,OP-B-046,ST-B-16,0.0625,low
BASM-00418,0.0232,1.215,0.0738,OP-B-129,ST-B-15,0.2335,low
BASM-00419,0.0183,1.181,0.0212,OP-B-049,ST-B-24,0.1187,low
BASM-00420,0.0064,1.0,0.036,OP-B-058,ST-B-24,0.1791,low
BASM-00421,0.0124,1.119,0.0714,OP-B-093,ST-B-26,0.2755,medium
BASM-00422,0.0143,0.672,0.027,OP-B-035,ST-B-17,0.2883,medium
BASM-00423,0.0203,0.691,0.0837,OP-B-085,ST-B-19,0.3204,medium
BASM-00424,0.0247,0.952,0.1035,OP-B-072,ST-B-04,0.2952,medium
BASM-00425,0.0222,0.616,0.0303,OP-B-130,ST-B-24,0.2712,medium
BASM-00426,0.0193,0.671,0.0287,OP-B-041,ST-B-23,0.1773,low
BASM-00427,0.034,0.554,0.0564,OP-B-128,ST-B-28,0.4823,medium
BASM-00428,0.0049,1.401,0.0364,OP-B-020,ST-B-18,0.4241,medium
BASM-00429,0.0006,1.225,0.0847,OP-B-004,ST-B-03,0.5269,high
BASM-00430,0.0125,1.457,0.0837,OP-B-066,ST-B-06,0.422,medium
BASM-00431,0.0059,1.28,0.0641,OP-B-143,ST-B-16,0.4177,medium
BASM-00432,0.0156,0.451,0.024,OP-B-061,ST-B-08,0.3197,medium
BASM-00433,0.0341,0.526,0.136,OP-B-089,ST-B-04,0.6441,high
BASM-00434,0.0208,1.05,0.0738,OP-B-025,ST-B-09,0.1761,low
BASM-00435,0.0151,0.816,0.0376,OP-B-104,ST-B-06,0.2418,low
BASM-00436,0.0128,0.773,0.0659,OP-B-037,ST-B-06,0.3618,medium
BASM-00437,0.0216,0.906,0.0472,OP-B-095,ST-B-05,0.155,low
BASM-00438,0.0117,1.129,0.0418,OP-B-102,ST-B-27,0.2115,low
BASM-00439,0.0158,1.118,0.0545,OP-B-015,ST-B-10,0.1611,low
BASM-00440,0.0068,1.139,0.0279,OP-B-018,ST-B-24,0.2522,medium
BASM-00441,0.0138,1.025,0.0308,OP-B-139,ST-B-24,0.1024,low
BASM-00442,0.01,0.791,0.0232,OP-B-148,ST-B-06,0.2689,medium
BASM-00443,0.0153,0.969,0.1555,OP-B-014,ST-B-11,0.3471,medium
BASM-00444,0.0098,1.332,0.0978,OP-B-095,ST-B-08,0.4308,medium
BASM-00445,0.0205,0.882,0.0491,OP-B-060,ST-B-11,0.1482,low
BASM-00446,0.0277,1.278,0.0533,OP-B-134,ST-B-03,0.3248,medium
BASM-00447,0.0245,0.815,0.0702,OP-B-124,ST-B-26,0.3493,medium
BASM-00448,0.0119,1.487,0.0463,OP-B-133,ST-B-18,0.4219,medium
BASM-00449,0.0165,0.695,0.0676,OP-B-031,ST-B-30,0.2574,medium
BASM-00450,0.0329,1.07,0.0943,OP-B-051,ST-B-16,0.4258,medium
BASM-00451,0.0251,1.22,0.0714,OP-B-130,ST-B-19,0.2968,medium
BASM-00452,-0.006,1.412,0.0475,OP-B-031,ST-B-22,0.5147,high
BASM-00453,0.0282,1.346,0.0707,OP-B-093,ST-B-18,0.4027,medium
BASM-00454,0.0045,1.535,0.0271,OP-B-097,ST-B-19,0.385,medium
BASM-00455,0.0124,1.15,0.0226,OP-B-104,ST-B-08,0.2148,low
BASM-00456,0.0097,0.963,0.0237,OP-B-094,ST-B-03,0.2263,low
BASM-00457,0.0245,0.885,0.0613,OP-B-032,ST-B-18,0.2334,low
BASM-00458,0.0284,0.512,0.0528,OP-B-114,ST-B-18,0.4477,medium
BASM-00459,0.0233,1.312,0.0299,OP-B-148,ST-B-10,0.171,low
BASM-00460,0.0179,0.993,0.059,OP-B-009,ST-B-05,0.1528,low
BASM-00461,0.0201,0.868,0.0241,OP-B-138,ST-B-24,0.1089,low
BASM-00462,0.0105,0.986,0.1389,OP-B-005,ST-B-27,0.3745,medium
BASM-00463,0.0231,0.957,0.0025,OP-B-088,ST-B-17,0.0858,low
BASM-00464,0.02,0.873,0.0233,OP-B-109,ST-B-15,0.101,low
BASM-00465,0.0201,1.022,0.0342,OP-B-132,ST-B-07,0.1095,low
BASM-00466,0.0032,0.878,0.0349,OP-B-002,ST-B-07,0.2598,medium
BASM-00467,0.0322,0.965,0.0112,OP-B-092,ST-B-03,0.2091,low
BASM-00468,0.0138,0.509,0.0512,OP-B-124,ST-B-19,0.3341,medium
BASM-00469,0.0251,0.862,0.0424,OP-B-109,ST-B-11,0.2391,low
BASM-00470,0.0129,0.68,0.0456,OP-B-146,ST-B-10,0.3197,medium
BASM-00471,0.0176,1.488,0.035,OP-B-112,ST-B-23,0.3335,medium
BASM-00472,0.0261,1.013,0.0213,OP-B-049,ST-B-04,0.1527,low
BASM-00473,0.024,1.407,0.0479,OP-B-068,ST-B-22,0.3314,medium
BASM-00474,0.0074,1.145,0.0405,OP-B-022,ST-B-19,0.2398,low
BASM-00475,0.0186,1.086,0.0352,OP-B-016,ST-B-07,0.1431,low
BASM-00476,0.0139,0.651,0.0131,OP-B-064,ST-B-08,0.1952,low
BASM-00477,0.0236,0.696,0.028,OP-B-107,ST-B-09,0.1892,low
BASM-00478,0.0153,1.009,0.0203,OP-B-087,ST-B-08,0.0318,low
BASM-00479,0.0332,1.178,0.0932,OP-B-024,ST-B-03,0.497,medium
BASM-00480,0.0125,0.92,0.1501,OP-B-088,ST-B-02,0.3268,medium
BASM-00481,0.0008,1.165,0.0181,OP-B-120,ST-B-25,0.3171,medium
BASM-00482,0.0285,1.317,0.0381,OP-B-023,ST-B-07,0.3127,medium
BASM-00483,0.0293,1.032,0.0809,OP-B-105,ST-B-22,0.3548,medium
BASM-00484,0.0186,0.993,0.1414,OP-B-071,ST-B-26,0.3379,medium
BASM-00485,0.011,0.497,0.0066,OP-B-106,ST-B-16,0.2652,medium
BASM-00486,0.0166,0.407,0.0566,OP-B-132,ST-B-13,0.4148,medium
BASM-00487,0.0083,1.216,0.0588,OP-B-111,ST-B-23,0.293,medium
BASM-00488,0.0277,1.528,0.0418,OP-B-039,ST-B-30,0.4133,medium
BASM-00489,0.0166,1.031,0.002,OP-B-131,ST-B-22,0.049,low
BASM-00490,0.04,1.115,0.0252,OP-B-131,ST-B-16,0.3329,medium
BASM-00491,0.0123,1.419,0.0296,OP-B-058,ST-B-16,0.3134,medium
BASM-00492,0.0148,1.412,0.0334,OP-B-123,ST-B-19,0.3113,medium
BASM-00493,0.0277,1.431,0.0586,OP-B-084,ST-B-30,0.4301,medium
BASM-00494,0.0182,1.524,0.0744,OP-B-117,ST-B-17,0.3824,medium
BASM-00495,0.0102,0.881,0.0441,OP-B-004,ST-B-09,0.258,medium
BASM-00496,0.0236,1.008,0.0747,OP-B-025,ST-B-20,0.2311,low
BASM-00497,0.0122,1.072,0.0211,OP-B-001,ST-B-07,0.1845,low
BASM-00498,0.0013,0.619,0.0525,OP-B-065,ST-B-25,0.4868,medium
BASM-00499,0.0203,0.942,0.0227,OP-B-111,ST-B-27,0.1189,low
BASM-00500,0.0127,1.582,0.0128,OP-B-126,ST-B-21,0.3152,medium
BASM-00501,0.0193,1.194,0.0841,OP-B-048,ST-B-27,0.2911,medium
BASM-00502,0.0186,0.538,0.0544,OP-B-111,ST-B-09,0.2563,medium
BASM-00503,0.0104,1.159,0.0651,OP-B-002,ST-B-14,0.3052,medium
BASM-00504,0.0212,1.353,0.127,OP-B-117,ST-B-28,0.4596,medium
BASM-00505,0.02,1.302,0.0366,OP-B-126,ST-B-08,0.2476,low
BASM-00506,0.0078,1.331,0.0679,OP-B-148,ST-B-11,0.4037,medium
BASM-00507,0.0151,1.054,0.011,OP-B-067,ST-B-28,0.0767,low
BASM-00508,0.0263,0.79,0.0181,OP-B-095,ST-B-13,0.1997,low
BASM-00509,0.022,1.166,0.0515,OP-B-052,ST-B-06,0.2234,low
BASM-00510,0.029,0.54,0.0143,OP-B-117,ST-B-18,0.3161,medium
BASM-00511,0.0005,1.309,0.0167,OP-B-033,ST-B-09,0.3396,medium
BASM-00512,0.0123,0.7,0.0107,OP-B-111,ST-B-04,0.1916,low
BASM-00513,0.0208,0.868,0.0347,OP-B-029,ST-B-10,0.1405,low
BASM-00514,0.0161,0.873,0.0963,OP-B-057,ST-B-01,0.2874,medium
BASM-00515,0.0111,1.041,0.0325,OP-B-053,ST-B-17,0.1531,low
BASM-00516,0.0373,0.957,0.0585,OP-B-090,ST-B-22,0.411,medium
BASM-00517,0.0152,0.832,0.0201,OP-B-037,ST-B-12,0.1634,low
BASM-00518,0.0118,1.001,0.0873,OP-B-011,ST-B-26,0.2336,low
BASM-00519,0.0122,0.976,0.0458,OP-B-045,ST-B-14,0.1628,low
BASM-00520,0.0043,1.003,0.0546,OP-B-093,ST-B-21,0.2594,medium
BASM-00521,0.0042,1.322,0.0456,OP-B-032,ST-B-15,0.3797,medium
BASM-00522,0.023,0.985,0.1167,OP-B-125,ST-B-28,0.2732,medium
BASM-00523,-0.003,1.605,0.01,OP-B-057,ST-B-10,0.5354,high
BASM-00524,0.0058,0.688,0.0188,OP-B-011,ST-B-18,0.2914,medium
BASM-00525,0.0181,1.086,0.012,OP-B-112,ST-B-07,0.0316,low
BASM-00526,0.0205,1.51,0.0177,OP-B-115,ST-B-25,0.2413,low
BASM-00527,0.0257,1.022,0.0533,OP-B-032,ST-B-18,0.2033,low
BASM-00528,0.0161,1.27,0.0486,OP-B-011,ST-B-11,0.1765,low
BASM-00529,0.0172,1.242,0.0621,OP-B-003,ST-B-27,0.2006,low
BASM-00530,0.0134,0.934,0.0909,OP-B-111,ST-B-17,0.1936,low
BASM-00531,0.0213,0.699,0.1625,OP-B-005,ST-B-11,0.4719,medium
BASM-00532,0.0229,1.172,0.0477,OP-B-076,ST-B-08,0.2068,low
BASM-00533,0.0133,1.022,0.0428,OP-B-100,ST-B-14,0.157,low
BASM-00534,0.0091,0.64,0.0544,OP-B-042,ST-B-25,0.3918,medium
BASM-00535,0.0099,1.247,0.0418,OP-B-036,ST-B-09,0.2723,medium
BASM-00536,0.0267,1.417,0.0391,OP-B-072,ST-B-20,0.3304,medium
BASM-00537,0.0237,0.742,0.0892,OP-B-037,ST-B-14,0.3651,medium
BASM-00538,0.0143,1.02,0.0369,OP-B-017,ST-B-13,0.0537,low
BASM-00539,0.0213,0.396,0.0383,OP-B-032,ST-B-28,0.4006,medium
BASM-00540,0.0275,0.753,0.0408,OP-B-015,ST-B-16,0.3055,medium
BASM-00541,0.0133,1.647,0.0298,OP-B-011,ST-B-20,0.3588,medium
BASM-00542,0.016,0.971,0.0484,OP-B-031,ST-B-24,0.1184,low
BASM-00543,0.0147,0.977,0.0922,OP-B-017,ST-B-10,0.3347,medium
BASM-00544,0.0059,0.956,0.1599,OP-B-055,ST-B-06,0.5001,high
BASM-00545,0.0164,0.674,0.0358,OP-B-049,ST-B-03,0.2914,medium
BASM-00546,0.0141,0.589,0.0284,OP-B-029,ST-B-15,0.2824,medium
BASM-00547,0.0098,0.75,0.045,OP-B-075,ST-B-13,0.2946,medium
BASM-00548,-0.0022,0.981,0.0443,OP-B-112,ST-B-20,0.3452,medium
BASM-00549,0.0103,0.767,0.0128,OP-B-057,ST-B-06,0.2341,low
BASM-00550,0.0206,1.202,0.0467,OP-B-096,ST-B-30,0.213,low
BASM-00551,0.0351,0.706,0.0943,OP-B-009,ST-B-04,0.483,medium
BASM-00552,0.0209,1.312,0.013,OP-B-012,ST-B-03,0.1946,low
BASM-00553,0.0101,0.786,0.1602,OP-B-081,ST-B-30,0.5571,high
BASM-00554,0.0078,0.942,0.0402,OP-B-055,ST-B-19,0.182,low
BASM-00555,0.019,1.246,0.1815,OP-B-018,ST-B-22,0.4807,medium
BASM-00556,0.0123,1.327,0.1014,OP-B-056,ST-B-28,0.4071,medium
BASM-00557,0.0165,0.763,0.0463,OP-B-040,ST-B-05,0.2126,low
BASM-00558,0.0268,1.581,0.0384,OP-B-058,ST-B-12,0.4288,medium
BASM-00559,0.0177,0.704,0.0181,OP-B-123,ST-B-05,0.2016,low
BASM-00560,0.0144,1.818,0.0438,OP-B-031,ST-B-05,0.4235,medium
BASM-00561,-0.006,0.694,0.1217,OP-B-131,ST-B-19,0.6739,high
BASM-00562,0.0248,0.598,0.0651,OP-B-043,ST-B-04,0.4098,medium
BASM-00563,0.0197,0.95,0.0243,OP-B-047,ST-B-01,0.0324,low
BASM-00564,0.03,0.771,0.0489,OP-B-143,ST-B-22,0.3127,medium
BASM-00565,0.0101,0.972,0.0437,OP-B-001,ST-B-17,0.208,low
BASM-00566,0.0165,1.179,0.0155,OP-B-021,ST-B-01,0.1136,low
BASM-00567,0.0168,0.888,0.0361,OP-B-034,ST-B-25,0.2028,low
BASM-00568,0.0243,1.33,0.109,OP-B-079,ST-B-30,0.3937,medium
BASM-00569,0.0204,0.715,0.0332,OP-B-105,ST-B-12,0.2285,low
BASM-00570,0.0012,0.667,0.1742,OP-B-052,ST-B-22,0.7091,high
BASM-00571,0.0228,0.671,0.0554,OP-B-052,ST-B-13,0.2898,medium
BASM-00572,0.0094,1.295,0.0306,OP-B-131,ST-B-01,0.2383,low
BASM-00573,0.0137,1.053,0.0498,OP-B-105,ST-B-27,0.1648,low
BASM-00574,0.0078,0.826,0.0656,OP-B-085,ST-B-08,0.3419,medium
BASM-00575,0.0194,0.622,0.051,OP-B-048,ST-B-16,0.276,medium
BASM-00576,0.0251,0.869,0.0911,OP-B-062,ST-B-06,0.3076,medium
BASM-00577,0.0117,1.115,0.0388,OP-B-022,ST-B-04,0.1762,low
BASM-00578,0.0138,0.788,0.1328,OP-B-087,ST-B-30,0.4378,medium
BASM-00579,0.0083,0.764,0.0156,OP-B-011,ST-B-25,0.2253,low
BASM-00580,0.029,0.895,0.044,OP-B-126,ST-B-03,0.2555,medium
BASM-00581,0.0276,1.37,0.0477,OP-B-042,ST-B-08,0.3543,medium
BASM-00582,0.0148,1.004,0.097,OP-B-002,ST-B-18,0.1841,low
BASM-00583,0.0232,0.744,0.0551,OP-B-098,ST-B-05,0.3142,medium
BASM-00584,0.0157,0.609,0.0693,OP-B-006,ST-B-29,0.2801,medium
BASM-00585,0.017,1.077,0.051,OP-B-095,ST-B-10,0.1747,low
BASM-00586,0.0201,1.163,0.0279,OP-B-063,ST-B-03,0.1883,low
BASM-00587,0.025,0.555,0.036,OP-B-082,ST-B-30,0.3564,medium
BASM-00588,0.0289,1.185,0.0495,OP-B-095,ST-B-15,0.3011,medium
BASM-00589,0.0212,0.871,0.1075,OP-B-092,ST-B-10,0.3317,medium
BASM-00590,0.0168,0.761,0.0549,OP-B-059,ST-B-28,0.1386,low
BASM-00591,0.0131,0.587,0.0594,OP-B-136,ST-B-23,0.3571,medium
BASM-00592,0.0167,0.953,0.0649,OP-B-054,ST-B-29,0.1786,low
BASM-00593,0.0134,0.3,0.0028,OP-B-093,ST-B-04,0.3454,medium
BASM-00594,0.0325,0.871,0.0277,OP-B-098,ST-B-16,0.3154,medium
BASM-00595,0.011,0.747,0.1104,OP-B-020,ST-B-10,0.4112,medium
BASM-00596,0.0291,1.103,0.0669,OP-B-124,ST-B-01,0.3349,medium
BASM-00597,0.0079,1.357,0.0592,OP-B-006,ST-B-11,0.4161,medium
BASM-00598,0.0185,1.573,0.057,OP-B-004,ST-B-27,0.4259,medium
BASM-00599,0.0163,0.728,0.0736,OP-B-066,ST-B-22,0.2594,medium
BASM-00600,0.0193,0.646,0.0273,OP-B-009,ST-B-25,0.1831,low
BASM-00601,0.0178,1.223,0.0609,OP-B-076,ST-B-29,0.2815,medium
BASM-00602,0.0191,0.548,0.0914,OP-B-017,ST-B-16,0.3623,medium
BASM-00603,0.0243,1.227,0.0126,OP-B-034,ST-B-29,0.2391,low
BASM-00604,-0.0004,1.555,0.0515,OP-B-137,ST-B-24,0.6,high
BASM-00605,0.0153,1.274,0.0171,OP-B-033,ST-B-16,0.1178,low
BASM-00606,0.0236,1.372,0.0204,OP-B-130,ST-B-07,0.2588,medium
BASM-00607,0.0171,1.877,0.0309,OP-B-050,ST-B-07,0.3439,medium
BASM-00608,0.0275,0.925,0.0238,OP-B-025,ST-B-12,0.2199,low
BASM-00609,0.007,1.035,0.0169,OP-B-084,ST-B-03,0.1858,low
BASM-00610,0.0114,0.628,0.0698,OP-B-127,ST-B-19,0.4141,medium
BASM-00611,0.0124,1.124,0.0369,OP-B-088,ST-B-13,0.2149,low
BASM-00612,0.0051,1.312,0.0395,OP-B-082,ST-B-05,0.4224,medium
BASM-00613,0.0109,0.781,0.0406,OP-B-101,ST-B-18,0.2859,medium
BASM-00614,0.0275,0.455,0.0835,OP-B-095,ST-B-18,0.5378,high
BASM-00615,0.0293,0.685,0.034,OP-B-058,ST-B-26,0.3086,medium
BASM-00616,0.0157,1.24,0.0322,OP-B-030,ST-B-27,0.1625,low
BASM-00617,0.0221,0.782,0.0489,OP-B-112,ST-B-19,0.2225,low
BASM-00618,0.0224,1.013,0.0684,OP-B-024,ST-B-25,0.1636,low
BASM-00619,0.002,0.754,0.0501,OP-B-060,ST-B-11,0.3593,medium
BASM-00620,0.0352,0.986,0.0374,OP-B-047,ST-B-09,0.3191,medium
BASM-00621,0.0129,1.453,0.048,OP-B-123,ST-B-05,0.3275,medium
BASM-00622,0.0319,0.989,0.1027,OP-B-076,ST-B-28,0.3635,medium
BASM-00623,0.006,1.029,0.0173,OP-B-121,ST-B-19,0.2342,low
BASM-00624,0.0232,0.364,0.0541,OP-B-020,ST-B-19,0.3679,medium
BASM-00625,0.026,0.995,0.057,OP-B-091,ST-B-10,0.2222,low
BASM-00626,0.0176,1.245,0.0221,OP-B-076,ST-B-28,0.1986,low
BASM-00627,0.0304,1.166,0.0948,OP-B-089,ST-B-01,0.4449,medium
BASM-00628,0.0234,1.347,0.0053,OP-B-149,ST-B-17,0.218,low
BASM-00629,0.0307,1.365,0.0768,OP-B-148,ST-B-27,0.452,medium
BASM-00630,0.0241,1.152,0.0405,OP-B-107,ST-B-18,0.2812,medium
BASM-00631,-0.003,1.052,0.0837,OP-B-114,ST-B-05,0.4126,medium
BASM-00632,0.0284,1.018,0.0436,OP-B-049,ST-B-20,0.228,low
BASM-00633,0.016,0.903,0.0495,OP-B-004,ST-B-07,0.197,low
BASM-00634,0.0031,0.651,0.05,OP-B-009,ST-B-14,0.4029,medium
BASM-00635,0.0173,0.573,0.0483,OP-B-070,ST-B-22,0.2627,medium
BASM-00636,0.0259,0.944,0.0104,OP-B-111,ST-B-03,0.1438,low
BASM-00637,0.0228,0.881,0.0588,OP-B-080,ST-B-15,0.2258,low
BASM-00638,0.0327,1.033,0.2018,OP-B-105,ST-B-25,0.6112,high
BASM-00639,0.0209,1.273,0.0383,OP-B-020,ST-B-18,0.2551,medium
BASM-00640,0.0209,1.203,0.0838,OP-B-058,ST-B-28,0.3091,medium
BASM-00641,0.012,0.838,0.0392,OP-B-100,ST-B-18,0.2511,medium
BASM-00642,0.024,1.089,0.0517,OP-B-110,ST-B-15,0.2372,low
BASM-00643,0.0213,0.492,0.0818,OP-B-028,ST-B-09,0.4768,medium
BASM-00644,0.018,1.216,0.0478,OP-B-037,ST-B-04,0.1776,low
BASM-00645,0.0219,1.264,0.0309,OP-B-080,ST-B-08,0.193,low
BASM-00646,0.0173,0.513,0.0601,OP-B-074,ST-B-15,0.3511,medium
BASM-00647,0.0292,0.967,0.0481,OP-B-037,ST-B-12,0.228,low
BASM-00648,0.0226,1.157,0.0443,OP-B-104,ST-B-01,0.1965,low
BASM-00649,0.0056,1.332,0.0291,OP-B-037,ST-B-07,0.3553,medium
BASM-00650,0.0188,1.458,0.0486,OP-B-030,ST-B-01,0.2174,low
BASM-00651,0.0206,1.177,0.07,OP-B-098,ST-B-02,0.223,low
BASM-00652,0.0131,1.046,0.0166,OP-B-074,ST-B-29,0.1108,low
BASM-00653,0.0277,1.316,0.0645,OP-B-116,ST-B-02,0.3274,medium
BASM-00654,0.024,0.915,0.0366,OP-B-122,ST-B-13,0.2312,low
BASM-00655,0.019,1.107,0.0431,OP-B-092,ST-B-04,0.1944,low
BASM-00656,0.0,1.272,0.0481,OP-B-011,ST-B-09,0.4252,medium
BASM-00657,0.0128,1.013,0.0514,OP-B-014,ST-B-15,0.1481,low
BASM-00658,0.023,1.133,0.0317,OP-B-098,ST-B-13,0.1669,low
BASM-00659,0.0161,0.916,0.0479,OP-B-119,ST-B-07,0.166,low
