inspection_id,vibration_rms,kurtosis,temperature,hardness_check,roundness_check,inspection_result,inspection_risk_score,inspection_risk_level
BINSP-00348,1.1489,4.7686,53.44,65.14,1.549,pass,0.2705,medium
BINSP-00349,0.8092,4.7119,52.28,61.83,4.589,pass,0.228,low
BINSP-00350,1.2531,5.2326,50.59,65.95,4.281,pass,0.3226,medium
BINSP-00351,0.7678,3.7988,45.53,61.58,2.275,pass,0.1525,low
BINSP-00352,0.8582,4.1967,54.61,61.13,2.168,pass,0.1896,low
BINSP-00353,0.7041,2.9889,45.32,60.06,2.524,pass,0.1394,low
BINSP-00354,0.9698,5.5704,52.06,55.36,3.794,pass,0.3185,medium
BINSP-00355,0.941,4.5497,49.24,62.13,1.689,pass,0.1937,low
BINSP-00356,1.0796,4.4203,54.44,61.37,2.369,pass,0.2153,low
BINSP-00357,0.8547,4.1223,51.83,63.73,2.074,pass,0.2162,low
BINSP-00358,1.0259,5.0743,49.98,57.82,3.296,pass,0.2626,medium
BINSP-00359,0.9481,4.6834,47.56,62.08,3.167,pass,0.2081,low
BINSP-00360,0.8661,4.5716,49.89,61.2,2.412,pass,0.1857,low
BINSP-00361,0.9605,4.028,52.02,61.11,1.948,pass,0.1818,low
BINSP-00362,1.1147,3.0997,47.81,65.48,2.619,pass,0.2337,low
BINSP-00363,0.8848,3.8225,42.28,63.35,1.566,pass,0.1683,low
BINSP-00364,1.2548,5.6582,52.54,62.0,3.405,pass,0.2679,medium
BINSP-00365,0.8669,3.9449,46.76,58.58,3.466,pass,0.2084,low
BINSP-00366,1.4182,4.8954,54.01,61.87,3.391,pass,0.2674,medium
BINSP-00367,1.3896,4.8697,52.64,64.39,4.179,pass,0.3073,medium
BINSP-00368,0.6041,4.2447,48.63,58.67,3.239,pass,0.198,low
BINSP-00369,1.263,5.9748,51.13,65.15,3.049,pass,0.3132,medium
BINSP-00370,1.2716,5.9599,53.37,58.93,2.972,pass,0.289,medium
BINSP-00371,0.6684,3.9512,45.75,63.59,2.825,pass,0.1859,low
BINSP-00372,1.1843,5.4505,48.57,56.75,2.57,pass,0.2842,medium
BINSP-00373,1.0135,4.4663,51.24,64.48,2.149,pass,0.2446,low
BINSP-00374,0.7079,6.6936,59.29,60.64,4.631,pass,0.2777,medium
BINSP-00375,1.1116,4.5747,49.01,63.29,3.924,pass,0.2497,low
BINSP-00376,0.9572,3.9433,45.6,57.14,2.07,pass,0.2159,low
BINSP-00377,0.625,4.833,47.34,61.5,1.885,pass,0.1632,low
BINSP-00378,0.7756,3.957,42.96,65.61,2.73,pass,0.2133,low
BINSP-00379,1.1801,5.0854,50.67,66.61,2.572,pass,0.3041,medium
BINSP-00380,0.7063,3.2489,44.11,59.09,1.737,pass,0.1457,low
BINSP-00381,0.8411,4.4003,50.74,64.4,2.11,pass,0.2278,low
BINSP-00382,1.0977,6.1571,55.6,58.66,2.973,pass,0.2921,medium
BINSP-00383,1.0705,4.8086,51.88,58.99,2.268,pass,0.2371,low
BINSP-00384,0.9422,4.7139,50.67,61.14,1.525,pass,0.185,low
BINSP-00385,0.9301,4.9027,50.0,61.27,3.756,pass,0.2143,low
BINSP-00386,0.9137,4.7145,49.6,58.78,3.074,pass,0.2292,low
BINSP-00387,0.7147,4.2068,46.22,63.23,2.578,pass,0.1875,low
BINSP-00388,0.8119,4.8672,51.41,62.22,3.788,pass,0.2246,low
BINSP-00389,1.0785,2.9589,48.49,59.14,2.383,pass,0.1884,low
BINSP-00390,1.4989,5.5764,51.91,62.4,2.808,pass,0.2806,medium
BINSP-00391,0.9328,4.9026,44.33,61.33,2.128,pass,0.1767,low
BINSP-00392,0.7847,4.8605,45.07,63.81,1.64,pass,0.1992,low
BINSP-00393,1.1387,5.5331,57.48,60.51,2.585,pass,0.2565,medium
BINSP-00394,1.0238,4.7814,50.4,58.4,2.232,pass,0.2367,low
BINSP-00395,1.0087,4.6268,52.01,59.59,3.905,pass,0.2401,low
BINSP-00396,0.8277,5.1465,46.17,59.73,2.861,pass,0.2033,low
BINSP-00397,1.1187,4.9292,55.51,62.45,2.975,pass,0.2554,medium
BINSP-00398,0.7304,3.8961,47.14,62.65,1.489,pass,0.1637,low
BINSP-00399,1.1691,5.3772,50.59,59.81,2.809,pass,0.2454,low
BINSP-00400,0.9144,3.2695,45.75,63.09,1.724,pass,0.1691,low
BINSP-00401,0.8132,4.7105,53.44,64.83,2.809,pass,0.2559,medium
BINSP-00402,0.8796,4.1642,43.14,60.35,1.967,pass,0.157,low
BINSP-00403,1.1531,4.2792,54.33,64.73,0.385,pass,0.2439,low
BINSP-00404,0.6475,5.0183,46.24,59.5,3.554,pass,0.1999,low
BINSP-00405,0.8181,3.7726,54.38,61.27,2.86,pass,0.1878,low
BINSP-00406,0.7267,5.0381,45.34,60.97,2.13,pass,0.1636,low
BINSP-00407,0.6457,4.7807,45.73,63.12,1.47,pass,0.1775,low
BINSP-00408,0.7645,5.1432,55.68,63.27,2.867,pass,0.246,low
BINSP-00409,0.7154,4.3988,43.09,58.16,2.682,pass,0.1913,low
BINSP-00410,0.6898,2.7976,51.9,60.99,3.223,pass,0.1513,low
BINSP-00411,0.7849,4.0479,49.6,60.37,2.461,pass,0.1754,low
BINSP-00412,1.0335,5.1826,47.97,65.16,2.912,pass,0.2687,medium
BINSP-00413,0.7991,5.0715,47.4,63.48,3.652,pass,0.2315,low
BINSP-00414,0.8315,4.0915,48.05,62.8,1.276,pass,0.1776,low
BINSP-00415,0.7279,4.4739,48.48,60.23,1.505,pass,0.1667,low
BINSP-00416,0.6317,4.3653,43.2,63.7,3.191,pass,0.189,low
BINSP-00417,0.898,5.2472,47.22,60.09,1.945,pass,0.1975,low
BINSP-00418,0.6106,4.1529,46.94,58.12,2.349,pass,0.1884,low
BINSP-00419,0.8298,4.9907,52.62,61.57,2.793,pass,0.2107,low
BINSP-00420,0.5493,6.241,46.98,60.5,2.754,pass,0.1952,low
BINSP-00421,0.6957,4.2677,46.31,60.44,2.605,pass,0.163,low
BINSP-00422,0.6938,4.2466,46.72,58.27,2.351,pass,0.1934,low
BINSP-00423,1.2185,4.7904,49.87,63.19,3.398,pass,0.2568,medium
BINSP-00424,1.1657,3.6676,49.11,59.66,2.084,pass,0.1994,low
BINSP-00425,0.8267,5.0783,54.54,64.1,3.029,pass,0.2596,medium
BINSP-00426,1.0778,4.9761,52.55,61.78,3.159,pass,0.2356,low
BINSP-00427,0.929,5.9412,54.61,61.8,2.573,pass,0.2444,low
BINSP-00428,1.0498,5.3063,39.53,60.39,2.634,pass,0.1872,low
BINSP-00429,1.0521,5.8695,51.42,58.03,3.021,pass,0.2789,medium
BINSP-00430,0.665,4.5064,51.94,62.13,3.595,pass,0.205,low
BINSP-00431,0.8432,3.4866,41.19,57.67,2.64,pass,0.1825,low
BINSP-00432,0.8555,4.3175,51.26,54.68,3.782,pass,0.2927,medium
BINSP-00433,0.8799,5.5885,49.76,60.02,2.78,pass,0.2227,low
BINSP-00434,0.8167,4.8996,48.52,62.94,1.666,pass,0.2011,low
BINSP-00435,0.4587,4.3526,54.59,57.99,2.374,pass,0.2098,low
BINSP-00436,0.6616,5.9706,49.21,58.85,2.594,pass,0.2281,low
BINSP-00437,1.1591,4.573,42.39,62.94,3.415,pass,0.2193,low
BINSP-00438,0.9668,4.2812,52.34,62.29,3.538,pass,0.2252,low
BINSP-00439,0.512,4.7678,52.0,59.51,2.035,pass,0.1862,low
BINSP-00440,0.835,5.0252,52.23,58.7,1.345,pass,0.2192,low
BINSP-00441,0.7164,4.0693,53.67,58.59,2.125,pass,0.2074,low
BINSP-00442,1.0963,4.6423,45.81,57.58,3.148,pass,0.2468,low
BINSP-00443,1.0415,2.7971,46.6,65.07,3.493,pass,0.2225,low
BINSP-00444,1.1945,5.3212,52.53,62.1,3.754,pass,0.2627,medium
BINSP-00445,0.8471,4.1508,48.42,60.75,2.115,pass,0.1681,low
BINSP-00446,0.996,5.972,48.23,62.95,5.179,pass,0.2768,medium
BINSP-00447,0.8154,5.6404,50.56,59.35,3.282,pass,0.2379,low
BINSP-00448,1.0659,7.0945,49.73,60.65,4.324,pass,0.2751,medium
BINSP-00449,1.1481,6.3382,57.63,60.32,2.63,pass,0.2771,medium
BINSP-00450,1.2596,3.4607,52.04,60.31,1.6,pass,0.1964,low
BINSP-00451,0.7812,4.4159,53.2,63.76,3.13,pass,0.2347,low
BINSP-00452,1.0306,4.5494,54.37,59.81,3.019,pass,0.2343,low
BINSP-00453,1.0762,5.192,53.1,60.74,3.654,pass,0.2398,low
BINSP-00454,0.6118,3.1749,42.66,61.45,3.187,pass,0.1281,low
BINSP-00455,0.9846,5.1018,46.1,65.33,1.963,pass,0.2485,low
BINSP-00456,0.6783,2.9053,44.82,58.43,2.068,pass,0.1531,low
BINSP-00457,1.1086,4.0434,48.32,59.53,2.305,pass,0.2048,low
BINSP-00458,0.7969,3.9427,52.8,61.57,2.122,pass,0.18,low
BINSP-00459,0.6212,5.0345,47.25,58.37,1.658,pass,0.1959,low
BINSP-00460,0.9648,5.1661,53.72,59.68,3.78,pass,0.2508,medium
BINSP-00461,0.6935,4.1458,45.19,59.37,2.874,pass,0.1758,low
BINSP-00462,0.765,4.2049,52.48,62.11,2.26,pass,0.1917,low
BINSP-00463,0.6693,3.4991,46.79,59.2,2.022,pass,0.159,low
BINSP-00464,0.885,4.6717,53.03,61.44,1.476,pass,0.1919,low
BINSP-00465,0.4211,6.1085,49.36,57.53,2.631,pass,0.2345,low
BINSP-00466,0.91,5.0375,51.01,62.96,3.545,pass,0.242,low
BINSP-00467,0.7027,4.1519,45.24,62.09,2.339,pass,0.1622,low
BINSP-00468,1.0635,3.4037,44.06,57.32,4.412,pass,0.2328,low
BINSP-00469,0.7634,6.1767,51.36,59.99,2.628,pass,0.2302,low
BINSP-00470,0.7505,5.0417,50.16,64.66,2.99,pass,0.2465,low
BINSP-00471,1.1411,3.3863,49.29,63.47,3.77,pass,0.23,low
BINSP-00472,0.5943,4.7157,44.3,59.47,2.239,pass,0.168,low
BINSP-00473,1.1687,4.3011,56.89,61.37,3.646,pass,0.2429,low
BINSP-00474,0.704,4.3958,50.11,59.96,2.656,pass,0.1868,low
BINSP-00475,0.8484,5.9582,54.37,58.84,1.171,pass,0.2417,low
BINSP-00476,1.2727,4.5533,58.21,60.11,3.48,pass,0.2656,medium
BINSP-00477,0.5149,3.5639,53.92,62.98,2.064,pass,0.1765,low
BINSP-00478,0.5607,3.227,50.27,57.64,1.668,pass,0.1767,low
BINSP-00479,1.09,3.6583,54.09,61.92,2.788,pass,0.2129,low
BINSP-00480,1.0849,4.743,54.02,62.07,3.13,pass,0.2403,low
BINSP-00481,0.7673,4.3174,49.87,61.94,1.671,pass,0.1757,low
BINSP-00482,0.9761,3.9581,45.16,58.43,3.935,pass,0.2191,low
BINSP-00483,0.8715,5.106,57.2,56.88,3.425,pass,0.2924,medium
BINSP-00484,0.9713,5.2621,53.17,62.2,4.069,pass,0.253,medium
BINSP-00485,0.7724,4.3688,50.14,59.65,3.31,pass,0.2037,low
BINSP-00486,0.9115,5.4591,48.94,59.34,1.943,pass,0.2197,low
BINSP-00487,1.1346,5.143,49.83,61.25,1.978,pass,0.2116,low
BINSP-00488,0.9334,6.0895,54.14,58.83,3.17,pass,0.2738,medium
BINSP-00489,0.8318,5.2535,48.09,64.41,0.901,pass,0.2207,low
BINSP-00490,1.1288,5.3582,54.57,63.09,2.759,pass,0.2685,medium
BINSP-00491,0.765,4.033,50.68,64.9,3.469,pass,0.2386,low
BINSP-00492,0.7685,4.9974,51.09,62.49,4.324,pass,0.2336,low
BINSP-00493,1.0785,4.5222,46.96,61.66,2.644,pass,0.1996,low
BINSP-00494,0.8023,5.2425,54.43,61.33,2.865,pass,0.2172,low
BINSP-00495,0.5668,4.0705,53.11,59.66,2.677,pass,0.1853,low
BINSP-00496,1.2236,3.6281,52.81,59.13,2.507,pass,0.2283,low
BINSP-00497,0.6118,4.7233,42.56,60.27,1.443,pass,0.142,low
BINSP-00498,0.5873,3.413,50.66,63.29,4.214,pass,0.1981,low
BINSP-00499,0.6374,4.9151,45.28,63.58,3.214,pass,0.2058,low
BINSP-00500,0.8806,4.2123,50.03,62.27,2.627,pass,0.1986,low
BINSP-00501,0.6898,3.7736,44.45,60.52,1.575,pass,0.1328,low
BINSP-00502,1.0985,4.1785,45.46,60.62,2.104,pass,0.1783,low
BINSP-00503,0.7657,4.339,45.28,62.42,2.186,pass,0.1739,low
BINSP-00504,0.903,5.3197,54.76,61.95,3.183,pass,0.2403,low
BINSP-00505,0.8149,3.7541,52.06,64.33,1.971,pass,0.2147,low
BINSP-00506,0.8018,5.0805,48.37,57.87,1.875,pass,0.2236,low
BINSP-00507,0.9648,3.9621,46.72,61.63,2.62,pass,0.1787,low
BINSP-00508,0.6202,3.4676,54.29,64.42,3.672,pass,0.2244,low
BINSP-00509,0.9707,5.2041,48.4,59.98,4.894,pass,0.2429,low
BINSP-00510,0.5376,4.819,45.49,58.04,1.076,pass,0.1776,low
BINSP-00511,1.1761,5.2966,53.97,62.97,2.586,pass,0.2647,medium
BINSP-00512,0.6356,3.7732,54.3,59.66,2.05,pass,0.1808,low
BINSP-00513,0.6709,5.0958,44.64,61.93,2.056,pass,0.1711,low
BINSP-00514,0.7813,3.7265,51.03,59.96,1.832,pass,0.1721,low
BINSP-00515,1.0282,5.7426,52.21,58.83,3.231,pass,0.2678,medium
BINSP-00516,0.9221,4.7534,50.87,61.91,4.555,pass,0.233,low
BINSP-00517,0.542,4.3716,47.23,62.38,2.755,pass,0.1713,low
BINSP-00518,1.1721,3.9288,52.58,62.11,2.249,pass,0.2154,low
BINSP-00519,0.7086,3.8597,52.02,64.55,2.152,pass,0.2144,low
BINSP-00520,0.6538,4.1622,48.59,59.3,2.561,pass,0.1821,low
BINSP-00521,0.5957,5.0929,52.08,57.65,3.555,pass,0.2452,low
BINSP-00522,0.5569,4.997,50.36,59.01,2.189,pass,0.1979,low
BINSP-00523,0.5364,3.6385,49.43,59.59,3.218,pass,0.1697,low
BINSP-00524,0.872,4.1368,48.89,63.31,2.666,pass,0.2087,low
BINSP-00525,1.1821,4.7876,51.54,62.53,4.191,pass,0.2595,medium
BINSP-00526,1.4548,5.4717,56.02,64.47,3.476,pass,0.3283,medium
BINSP-00527,0.7255,4.2241,46.84,62.04,2.919,pass,0.1769,low
BINSP-00528,0.9901,5.4335,42.56,61.12,2.97,pass,0.1925,low
BINSP-00529,1.0687,5.1561,47.79,60.3,2.583,pass,0.2143,low
BINSP-00530,0.9367,3.4218,43.16,63.14,3.312,pass,0.1848,low
BINSP-00531,1.1215,4.855,52.85,62.58,1.695,pass,0.2316,low
BINSP-00532,0.8193,3.8478,48.8,58.45,2.94,pass,0.2056,low
BINSP-00533,0.822,4.7292,49.44,59.57,2.856,pass,0.208,low
BINSP-00534,0.7791,4.0871,52.1,60.33,2.569,pass,0.1862,low
BINSP-00535,0.948,4.3594,45.19,62.49,2.983,pass,0.1976,low
BINSP-00536,0.5501,3.2769,50.07,59.65,2.659,pass,0.1579,low
BINSP-00537,1.1356,5.5825,50.04,61.67,3.653,pass,0.2475,low
BINSP-00538,0.9488,4.432,44.62,61.59,3.006,pass,0.1839,low
BINSP-00539,0.882,5.6069,46.57,62.31,3.894,pass,0.2307,low
BINSP-00540,0.9739,4.1134,51.06,60.86,2.457,pass,0.1878,low
BINSP-00541,0.8279,5.5425,52.85,61.63,2.612,pass,0.2212,low
BINSP-00542,0.723,3.8579,40.49,60.33,2.614,pass,0.1388,low
BINSP-00543,1.0427,3.5744,52.41,56.75,2.635,pass,0.2503,medium
BINSP-00544,1.1543,4.4342,46.81,63.66,3.185,pass,0.2393,low
BINSP-00545,0.9851,4.0799,57.05,61.17,3.219,pass,0.2177,low
BINSP-00546,1.1487,4.3161,50.0,61.45,2.198,pass,0.2023,low
BINSP-00547,1.032,3.2998,47.27,60.38,2.281,pass,0.1679,low
BINSP-00548,1.1898,5.1883,54.22,57.85,3.397,pass,0.2917,medium
BINSP-00549,0.6507,3.9872,47.69,59.39,2.302,pass,0.1709,low
BINSP-00550,1.1611,4.0347,55.26,55.38,2.128,pass,0.292,medium
BINSP-00551,1.0477,4.3461,53.33,64.66,3.127,pass,0.2662,medium
BINSP-00552,0.8423,5.5353,52.02,61.2,2.976,pass,0.2172,low
BINSP-00553,1.6018,5.327,59.38,58.31,3.161,pass,0.3318,medium
BINSP-00554,1.2957,5.2952,49.07,58.49,3.458,pass,0.2753,medium
BINSP-00555,0.7557,4.387,53.16,63.46,3.139,pass,0.2278,low
BINSP-00556,1.1668,6.404,41.48,61.45,2.626,pass,0.2216,low
BINSP-00557,0.5804,5.4037,53.04,62.49,2.107,pass,0.2083,low
BINSP-00558,1.1621,4.9692,54.37,61.23,3.676,pass,0.2454,low
BINSP-00559,0.6696,4.8467,45.67,63.31,4.188,pass,0.2158,low
BINSP-00560,1.2476,5.1764,47.86,61.86,3.291,pass,0.2386,low
BINSP-00561,1.421,5.4485,55.55,54.7,4.154,pass,0.3743,medium
BINSP-00562,0.8329,5.1235,47.0,64.15,2.725,pass,0.2325,low
BINSP-00563,0.8202,4.3593,50.38,63.18,0.665,pass,0.1885,low
BINSP-00564,1.195,5.1072,50.38,64.09,4.094,pass,0.2851,medium
BINSP-00565,0.9677,5.5497,49.54,59.7,2.546,pass,0.2294,low
BINSP-00566,0.8512,3.7054,47.62,59.7,2.611,pass,0.1785,low
BINSP-00567,1.0309,6.4998,55.15,59.38,3.634,pass,0.2898,medium
BINSP-00568,0.879,4.4823,44.14,57.27,1.989,pass,0.2132,low
BINSP-00569,0.9135,5.2609,47.3,62.76,2.293,pass,0.216,low
BINSP-00570,1.1976,5.602,59.48,60.01,3.19,pass,0.2836,medium
BINSP-00571,0.9955,4.4225,54.12,64.35,2.726,pass,0.2573,medium
BINSP-00572,0.2906,3.4891,47.39,60.77,2.002,pass,0.1099,low
BINSP-00573,0.8607,4.3059,52.93,62.28,3.163,pass,0.2154,low
BINSP-00574,0.6453,2.7959,43.63,62.98,2.762,pass,0.144,low
BINSP-00575,0.8871,2.9694,45.81,65.98,2.614,pass,0.2155,low
BINSP-00576,0.7982,4.2566,54.46,58.39,3.118,pass,0.2346,low
BINSP-00577,0.8782,3.8771,43.64,61.19,2.64,pass,0.154,low
BINSP-00578,0.8007,4.656,51.55,55.68,3.344,pass,0.2762,medium
BINSP-00579,0.8767,6.2672,45.13,57.99,3.783,pass,0.2628,medium
BINSP-00580,0.714,5.4214,51.7,61.16,2.381,pass,0.1969,low
BINSP-00581,0.581,4.6177,52.93,56.7,3.305,pass,0.2487,low
BINSP-00582,0.8767,5.5781,47.61,63.04,3.49,pass,0.2393,low
BINSP-00583,0.6778,5.2074,47.93,57.35,3.119,pass,0.2385,low
BINSP-00584,0.9597,5.9072,49.52,56.95,3.233,pass,0.2854,medium
BINSP-00585,0.9481,3.7949,54.54,62.79,3.477,pass,0.2283,low
BINSP-00586,0.9672,3.5852,42.02,64.5,3.427,pass,0.2083,low
BINSP-00587,0.7294,4.2631,47.12,58.52,3.047,pass,0.2022,low
BINSP-00588,0.8126,4.5322,51.0,56.09,2.124,pass,0.252,medium
BINSP-00589,0.9286,4.6746,54.62,61.65,2.249,pass,0.2129,low
BINSP-00590,0.8675,3.9698,48.83,60.38,1.769,pass,0.1688,low
BINSP-00591,1.152,6.0001,50.25,56.47,2.955,pass,0.3074,medium
BINSP-00592,0.686,4.7419,44.67,61.68,3.805,pass,0.1825,low
BINSP-00593,0.5604,3.1686,50.17,60.93,2.128,pass,0.1313,low
BINSP-00594,0.8399,5.1514,49.83,64.27,0.971,pass,0.2239,low
BINSP-00595,0.9521,4.2132,48.14,61.82,2.398,pass,0.1878,low
BINSP-00596,0.4521,3.3988,47.41,60.55,2.497,pass,0.129,low
BINSP-00597,0.9178,4.3406,50.05,65.84,1.65,pass,0.2458,low
BINSP-00598,0.9624,4.9963,50.75,63.37,0.91,pass,0.2184,low
BINSP-00599,0.9099,3.8484,44.41,58.52,1.651,pass,0.1808,low
BINSP-00600,1.3103,5.9873,53.12,61.99,4.95,pass,0.2988,medium
BINSP-00601,0.9505,5.4553,49.35,62.09,3.289,pass,0.2313,low
BINSP-00602,1.1046,5.5654,46.26,62.17,2.865,pass,0.2302,low
BINSP-00603,0.8239,5.6219,51.76,59.66,2.094,pass,0.2232,low
BINSP-00604,1.0431,3.9333,52.31,61.39,3.85,pass,0.2138,low
BINSP-00605,1.3361,5.2203,51.97,53.6,3.313,pass,0.358,medium
BINSP-00606,0.4519,4.6571,48.61,62.46,3.656,pass,0.1872,low
BINSP-00607,0.2915,3.409,47.5,63.37,2.255,pass,0.1438,low
BINSP-00608,1.0617,4.4653,48.75,60.67,3.568,pass,0.2094,low
BINSP-00609,1.3865,4.2665,54.45,58.29,2.972,pass,0.2765,medium
BINSP-00610,0.895,4.6136,51.25,62.43,2.622,pass,0.2141,low
BINSP-00611,0.7137,5.5085,52.42,59.28,4.479,pass,0.2497,low
BINSP-00612,0.8721,4.2681,47.69,61.34,2.865,pass,0.1801,low
BINSP-00613,0.5385,3.9454,51.6,57.41,3.028,pass,0.2137,low
BINSP-00614,1.0422,4.7604,48.66,60.87,3.685,pass,0.212,low
BINSP-00615,1.0062,4.2053,49.83,57.95,1.968,pass,0.2255,low
BINSP-00616,0.8719,5.6642,51.2,58.38,3.997,pass,0.2677,medium
BINSP-00617,0.8753,3.1736,49.58,55.78,3.442,pass,0.2449,low
BINSP-00618,0.8996,3.7162,47.74,61.59,1.905,pass,0.1635,low
BINSP-00619,1.0592,5.5022,49.0,60.71,2.238,pass,0.2142,low
BINSP-00620,0.8145,3.9443,49.56,61.97,3.421,pass,0.192,low
BINSP-00621,1.1251,4.6068,53.55,61.82,3.076,pass,0.2346,low
BINSP-00622,0.8596,4.7843,48.51,62.27,2.505,pass,0.2019,low
BINSP-00623,0.9049,5.8137,46.73,57.18,1.989,pass,0.2517,medium
BINSP-00624,0.8671,4.0078,49.75,61.14,2.89,pass,0.1788,low
BINSP-00625,0.4788,6.5146,48.37,61.13,2.497,pass,0.1917,low
BINSP-00626,1.0104,4.9534,52.86,60.92,3.229,pass,0.2217,low
BINSP-00627,1.1661,5.2927,53.25,61.7,3.871,pass,0.2579,medium
BINSP-00628,1.0599,4.7788,45.94,56.49,2.989,pass,0.2618,medium
BINSP-00629,0.7519,4.6594,54.64,59.61,2.193,pass,0.2105,low
BINSP-00630,0.8473,4.0484,51.05,60.71,3.97,pass,0.1978,low
BINSP-00631,0.781,4.611,49.38,56.33,2.734,pass,0.2495,low
BINSP-00632,1.0714,5.3981,50.56,64.33,2.731,pass,0.2699,medium
BINSP-00633,0.914,5.037,53.77,61.78,3.029,pass,0.2276,low
BINSP-00634,0.9401,5.4333,53.7,63.57,3.162,pass,0.2657,medium
BINSP-00635,0.8485,5.1616,49.8,60.89,2.768,pass,0.1988,low
BINSP-00636,1.0131,3.9093,54.55,63.18,2.754,pass,0.2325,low
BINSP-00637,0.7509,4.1621,43.52,60.69,2.28,pass,0.1477,low
BINSP-00638,1.2884,6.305,60.84,63.5,3.712,pass,0.3375,medium
BINSP-00639,0.7667,4.1827,47.53,60.85,1.962,pass,0.1566,low
BINSP-00640,1.1113,3.2598,44.97,61.4,3.087,pass,0.1713,low
BINSP-00641,1.0647,5.3601,50.26,60.59,1.588,pass,0.2101,low
BINSP-00642,0.9333,3.7939,51.3,59.23,3.285,pass,0.2137,low
BINSP-00643,1.3452,4.849,51.41,57.42,2.606,pass,0.2836,medium
BINSP-00644,0.7677,3.6451,48.26,56.94,2.648,pass,0.2153,low
BINSP-00645,0.5263,4.4684,46.3,60.66,2.374,pass,0.1488,low
BINSP-00646,1.1555,5.0891,55.03,63.85,2.855,pass,0.2791,medium
BINSP-00647,0.9151,5.147,47.7,60.98,1.434,pass,0.1788,low
BINSP-00648,0.9578,5.5432,48.16,60.16,3.296,pass,0.2259,low
BINSP-00649,0.9938,5.5767,45.08,60.15,2.759,pass,0.2125,low
BINSP-00650,1.0626,3.8277,56.67,60.54,2.81,pass,0.2164,low
BINSP-00651,0.7715,5.0489,52.12,62.99,3.851,pass,0.2401,low
BINSP-00652,1.1005,4.539,50.54,61.65,3.06,pass,0.2184,low
BINSP-00653,0.7026,5.5021,48.08,62.58,2.811,pass,0.2118,low
BINSP-00654,0.6498,5.6864,49.68,53.78,1.717,pass,0.2887,medium
BINSP-00655,0.4637,4.8683,49.43,57.07,2.276,pass,0.2157,low
BINSP-00656,1.2109,5.7269,47.01,65.84,2.402,pass,0.293,medium
BINSP-00657,0.9069,4.1199,48.72,59.97,3.693,pass,0.2034,low
BINSP-00658,1.0168,4.1046,44.94,65.58,3.135,pass,0.2448,low
BINSP-00659,0.9015,4.4814,49.08,61.57,3.967,pass,0.2078,low
BINSP-00660,1.2467,4.7806,49.73,62.39,3.115,pass,0.2428,low
BINSP-00661,1.0712,3.8638,48.97,63.8,3.579,pass,0.236,low
BINSP-00662,1.0044,3.8526,57.0,63.62,3.353,pass,0.2528,medium
BINSP-00663,0.9469,4.8051,48.85,61.52,2.325,pass,0.1963,low
BINSP-00664,0.9942,5.3554,53.73,58.83,2.5,pass,0.254,medium
BINSP-00665,1.0038,5.7527,45.36,60.88,1.706,pass,0.1941,low
BINSP-00666,0.9558,4.5222,49.41,61.11,4.342,pass,0.2113,low
BINSP-00667,0.9464,4.6246,52.82,60.47,3.999,pass,0.2263,low
BINSP-00668,1.0659,5.9579,53.19,62.55,2.997,pass,0.266,medium
BINSP-00669,1.0111,3.7397,44.1,62.34,2.001,pass,0.172,low
BINSP-00670,0.8502,4.9102,44.63,58.83,1.593,pass,0.1931,low
BINSP-00671,0.82,4.6321,48.88,58.96,2.603,pass,0.21,low
BINSP-00672,1.0475,4.6845,43.11,59.85,2.687,pass,0.1955,low
BINSP-00673,0.9179,3.5044,55.55,65.29,1.799,pass,0.2411,low
BINSP-00674,0.7143,3.9093,51.47,61.48,2.961,pass,0.1777,low
BINSP-00675,0.7794,4.6517,48.17,62.87,1.497,pass,0.1894,low
BINSP-00676,1.0467,3.9776,52.54,61.37,4.232,pass,0.22,low
BINSP-00677,0.8325,3.4046,43.54,62.63,3.543,pass,0.1735,low
BINSP-00678,0.7371,4.8161,45.21,65.17,2.709,pass,0.2285,low
BINSP-00679,0.4495,4.1208,45.5,62.04,2.812,pass,0.1494,low
BINSP-00680,0.8968,4.186,50.03,60.74,2.71,pass,0.1851,low
BINSP-00681,0.5213,4.7527,46.78,60.03,2.879,pass,0.1712,low
BINSP-00682,0.8886,6.6742,48.28,60.61,2.475,pass,0.2275,low
BINSP-00683,0.9102,3.6365,47.7,59.38,1.254,pass,0.1701,low
BINSP-00684,1.05,5.1915,49.26,60.1,3.285,pass,0.2299,low
BINSP-00685,0.7742,4.8173,50.72,61.9,2.471,pass,0.198,low
BINSP-00686,0.7891,3.2523,50.06,61.27,1.294,pass,0.142,low
BINSP-00687,0.5591,3.9454,42.29,62.98,3.301,pass,0.1628,low
BINSP-00688,0.7472,4.905,51.89,60.29,3.43,pass,0.2104,low
BINSP-00689,1.0291,4.9975,48.12,60.81,2.8,pass,0.2043,low
BINSP-00690,0.8633,5.8602,48.34,61.27,3.327,pass,0.218,low
BINSP-00691,0.6677,5.0064,48.17,58.04,2.33,pass,0.2147,low
BINSP-00692,0.9438,3.5531,44.97,59.2,2.899,pass,0.1841,low
BINSP-00693,1.0494,5.3816,51.7,58.64,3.412,pass,0.2655,medium
BINSP-00694,0.7795,3.901,47.05,57.98,1.987,pass,0.1937,low
BINSP-00695,1.0662,4.5675,52.83,58.96,3.113,pass,0.2458,low
BINSP-00696,0.745,3.8875,43.59,62.14,2.775,pass,0.1604,low
