case_id,component_code,component_name,fault_type,severity,judgement,fault_level,rank_no
HCASE-00031,C004,溢流阀,溢流阀故障,0.24661,正常,轻微退化,3
HCASE-00031,C003,作动筒,作动筒故障,0.11327,正常,轻微退化,4
HCASE-00031,C012,卸荷阀,卸荷阀故障,0.08238,正常,正常,5
HCASE-00031,C009,单向阀,单向阀故障,0.0571,正常,正常,6
HCASE-00031,C008,液压油箱,油箱故障,0.05258,正常,正常,7
HCASE-00031,C001,液压泵总成,液压泵故障,0.0452,正常,正常,8
HCASE-00031,C010,节流阀,节流阀故障,0.03957,正常,正常,9
HCASE-00031,C007,过滤器,过滤器堵塞,0.02474,正常,正常,10
HCASE-00031,C006,冷却器,冷却器故障,0.0106,正常,正常,11
HCASE-00031,C002,方向控制阀,方向阀故障,0.00738,正常,正常,12
HCASE-00032,C011,管路总成,管路泄漏,0.72194,故障,重度故障,1
HCASE-00032,C001,液压泵总成,液压泵故障,0.38117,故障,中度故障,2
HCASE-00032,C003,作动筒,作动筒故障,0.35842,故障,中度故障,3
HCASE-00032,C005,蓄能器,蓄能器故障,0.30627,正常,轻微退化,4
HCASE-00032,C006,冷却器,冷却器故障,0.12097,正常,轻微退化,5
HCASE-00032,C008,液压油箱,油箱故障,0.08357,正常,正常,6
HCASE-00032,C010,节流阀,节流阀故障,0.07822,正常,正常,7
HCASE-00032,C012,卸荷阀,卸荷阀故障,0.07467,正常,正常,8
HCASE-00032,C007,过滤器,过滤器堵塞,0.05736,正常,正常,9
HCASE-00032,C004,溢流阀,溢流阀故障,0.05662,正常,正常,10
HCASE-00032,C002,方向控制阀,方向阀故障,0.04419,正常,正常,11
HCASE-00032,C009,单向阀,单向阀故障,0.00653,正常,正常,12
HCASE-00033,C011,管路总成,管路泄漏,0.67965,故障,中度故障,1
HCASE-00033,C003,作动筒,作动筒故障,0.36814,故障,中度故障,2
HCASE-00033,C005,蓄能器,蓄能器故障,0.2963,正常,轻微退化,3
HCASE-00033,C001,液压泵总成,液压泵故障,0.26076,正常,轻微退化,4
HCASE-00033,C007,过滤器,过滤器堵塞,0.08139,正常,正常,5
HCASE-00033,C004,溢流阀,溢流阀故障,0.0704,正常,正常,6
HCASE-00033,C009,单向阀,单向阀故障,0.06247,正常,正常,7
HCASE-00033,C008,液压油箱,油箱故障,0.04605,正常,正常,8
HCASE-00033,C010,节流阀,节流阀故障,0.03566,正常,正常,9
HCASE-00033,C002,方向控制阀,方向阀故障,0.03321,正常,正常,10
HCASE-00033,C012,卸荷阀,卸荷阀故障,0.01082,正常,正常,11
HCASE-00033,C006,冷却器,冷却器故障,0.00328,正常,正常,12
HCASE-00034,C008,液压油箱,油箱故障,0.80481,故障,重度故障,1
HCASE-00034,C007,过滤器,过滤器堵塞,0.35198,故障,中度故障,2
HCASE-00034,C001,液压泵总成,液压泵故障,0.31292,正常,轻微退化,3
HCASE-00034,C006,冷却器,冷却器故障,0.30659,正常,轻微退化,4
HCASE-00034,C009,单向阀,单向阀故障,0.15107,正常,轻微退化,5
HCASE-00034,C010,节流阀,节流阀故障,0.09356,正常,正常,6
HCASE-00034,C004,溢流阀,溢流阀故障,0.07388,正常,正常,7
HCASE-00034,C005,蓄能器,蓄能器故障,0.02317,正常,正常,8
HCASE-00034,C002,方向控制阀,方向阀故障,0.02274,正常,正常,9
HCASE-00034,C003,作动筒,作动筒故障,0.0132,正常,正常,10
HCASE-00034,C011,管路总成,管路泄漏,0.00686,正常,正常,11
HCASE-00034,C012,卸荷阀,卸荷阀故障,0.00181,正常,正常,12
HCASE-00035,C004,溢流阀,溢流阀故障,0.70171,故障,重度故障,1
HCASE-00035,C012,卸荷阀,卸荷阀故障,0.31497,正常,轻微退化,2
HCASE-00035,C005,蓄能器,蓄能器故障,0.30792,正常,轻微退化,3
HCASE-00035,C009,单向阀,单向阀故障,0.23391,正常,轻微退化,4
HCASE-00035,C011,管路总成,管路泄漏,0.13714,正常,轻微退化,5
HCASE-00035,C002,方向控制阀,方向阀故障,0.10537,正常,轻微退化,6
HCASE-00035,C003,作动筒,作动筒故障,0.09572,正常,正常,7
HCASE-00035,C006,冷却器,冷却器故障,0.0609,正常,正常,8
HCASE-00035,C007,过滤器,过滤器堵塞,0.05058,正常,正常,9
HCASE-00035,C001,液压泵总成,液压泵故障,0.0468,正常,正常,10
HCASE-00035,C008,液压油箱,油箱故障,0.03772,正常,正常,11
HCASE-00035,C010,节流阀,节流阀故障,0.01216,正常,正常,12
HCASE-00036,C003,作动筒,作动筒故障,0.64909,故障,中度故障,1
HCASE-00036,C002,方向控制阀,方向阀故障,0.33981,正常,轻微退化,2
HCASE-00036,C011,管路总成,管路泄漏,0.29991,正常,轻微退化,3
HCASE-00036,C010,节流阀,节流阀故障,0.27146,正常,轻微退化,4
HCASE-00036,C001,液压泵总成,液压泵故障,0.09365,正常,正常,5
HCASE-00036,C012,卸荷阀,卸荷阀故障,0.06588,正常,正常,6
HCASE-00036,C009,单向阀,单向阀故障,0.0601,正常,正常,7
HCASE-00036,C005,蓄能器,蓄能器故障,0.04581,正常,正常,8
HCASE-00036,C007,过滤器,过滤器堵塞,0.03446,正常,正常,9
HCASE-00036,C008,液压油箱,油箱故障,0.029,正常,正常,10
HCASE-00036,C006,冷却器,冷却器故障,0.02835,正常,正常,11
HCASE-00036,C004,溢流阀,溢流阀故障,0.01925,正常,正常,12
HCASE-00037,C002,方向控制阀,方向阀故障,0.62878,故障,中度故障,1
HCASE-00037,C003,作动筒,作动筒故障,0.30875,正常,轻微退化,2
HCASE-00037,C009,单向阀,单向阀故障,0.28782,正常,轻微退化,3
HCASE-00037,C010,节流阀,节流阀故障,0.25295,正常,轻微退化,4
HCASE-00037,C008,液压油箱,油箱故障,0.15613,正常,轻微退化,5
HCASE-00037,C005,蓄能器,蓄能器故障,0.14655,正常,轻微退化,6
HCASE-00037,C012,卸荷阀,卸荷阀故障,0.1388,正常,轻微退化,7
HCASE-00037,C004,溢流阀,溢流阀故障,0.10613,正常,轻微退化,8
HCASE-00037,C011,管路总成,管路泄漏,0.08492,正常,正常,9
HCASE-00037,C001,液压泵总成,液压泵故障,0.07806,正常,正常,10
HCASE-00037,C006,冷却器,冷却器故障,0.03347,正常,正常,11
HCASE-00037,C007,过滤器,过滤器堵塞,0.01607,正常,正常,12
HCASE-00038,C010,节流阀,节流阀故障,0.78342,故障,重度故障,1
HCASE-00038,C009,单向阀,单向阀故障,0.35677,故障,中度故障,2
HCASE-00038,C007,过滤器,过滤器堵塞,0.34014,正常,轻微退化,3
HCASE-00038,C002,方向控制阀,方向阀故障,0.32115,正常,轻微退化,4
HCASE-00038,C001,液压泵总成,液压泵故障,0.15268,正常,轻微退化,5
HCASE-00038,C004,溢流阀,溢流阀故障,0.13235,正常,轻微退化,6
HCASE-00038,C005,蓄能器,蓄能器故障,0.11804,正常,轻微退化,7
HCASE-00038,C011,管路总成,管路泄漏,0.03564,正常,正常,8
HCASE-00038,C012,卸荷阀,卸荷阀故障,0.02862,正常,正常,9
HCASE-00038,C006,冷却器,冷却器故障,0.02845,正常,正常,10
HCASE-00038,C008,液压油箱,油箱故障,0.02241,正常,正常,11
HCASE-00038,C003,作动筒,作动筒故障,0.00499,正常,正常,12
HCASE-00039,C003,作动筒,作动筒故障,0.71611,故障,重度故障,1
HCASE-00039,C002,方向控制阀,方向阀故障,0.38282,故障,中度故障,2
HCASE-00039,C010,节流阀,节流阀故障,0.37615,故障,中度故障,3
HCASE-00039,C011,管路总成,管路泄漏,0.20171,正常,轻微退化,4
HCASE-00039,C004,溢流阀,溢流阀故障,0.10192,正常,轻微退化,5
HCASE-00039,C006,冷却器,冷却器故障,0.08704,正常,正常,6
HCASE-00039,C001,液压泵总成,液压泵故障,0.05574,正常,正常,7
HCASE-00039,C012,卸荷阀,卸荷阀故障,0.04698,正常,正常,8
HCASE-00039,C005,蓄能器,蓄能器故障,0.04281,正常,正常,9
HCASE-00039,C008,液压油箱,油箱故障,0.03305,正常,正常,10
HCASE-00039,C009,单向阀,单向阀故障,0.02467,正常,正常,11
HCASE-00039,C007,过滤器,过滤器堵塞,0.01815,正常,正常,12
HCASE-00040,C001,液压泵总成,液压泵故障,0.74945,故障,重度故障,1
HCASE-00040,C011,管路总成,管路泄漏,0.34614,正常,轻微退化,2
HCASE-00040,C008,液压油箱,油箱故障,0.3354,正常,轻微退化,3
HCASE-00040,C012,卸荷阀,卸荷阀故障,0.33216,正常,轻微退化,4
HCASE-00040,C003,作动筒,作动筒故障,0.095,正常,正常,5
HCASE-00040,C007,过滤器,过滤器堵塞,0.0937,正常,正常,6
HCASE-00040,C010,节流阀,节流阀故障,0.08659,正常,正常,7
HCASE-00040,C004,溢流阀,溢流阀故障,0.06413,正常,正常,8
HCASE-00040,C005,蓄能器,蓄能器故障,0.03672,正常,正常,9
HCASE-00040,C002,方向控制阀,方向阀故障,0.02744,正常,正常,10
HCASE-00040,C009,单向阀,单向阀故障,0.0172,正常,正常,11
HCASE-00040,C006,冷却器,冷却器故障,0.00901,正常,正常,12
HCASE-00041,C006,冷却器,冷却器故障,0.74273,故障,重度故障,1
HCASE-00041,C007,过滤器,过滤器堵塞,0.31125,正常,轻微退化,2
HCASE-00041,C008,液压油箱,油箱故障,0.25644,正常,轻微退化,3
HCASE-00041,C005,蓄能器,蓄能器故障,0.10248,正常,轻微退化,4
HCASE-00041,C011,管路总成,管路泄漏,0.09749,正常,正常,5
HCASE-00041,C010,节流阀,节流阀故障,0.09494,正常,正常,6
HCASE-00041,C004,溢流阀,溢流阀故障,0.08745,正常,正常,7
HCASE-00041,C002,方向控制阀,方向阀故障,0.07925,正常,正常,8
HCASE-00041,C001,液压泵总成,液压泵故障,0.06662,正常,正常,9
HCASE-00041,C009,单向阀,单向阀故障,0.03836,正常,正常,10
HCASE-00041,C012,卸荷阀,卸荷阀故障,0.02174,正常,正常,11
HCASE-00041,C003,作动筒,作动筒故障,0.01416,正常,正常,12
HCASE-00042,C002,方向控制阀,方向阀故障,0.71747,故障,重度故障,1
HCASE-00042,C010,节流阀,节流阀故障,0.29282,正常,轻微退化,2
HCASE-00042,C003,作动筒,作动筒故障,0.25785,正常,轻微退化,3
HCASE-00042,C009,单向阀,单向阀故障,0.18877,正常,轻微退化,4
HCASE-00042,C012,卸荷阀,卸荷阀故障,0.12643,正常,轻微退化,5
HCASE-00042,C007,过滤器,过滤器堵塞,0.11941,正常,轻微退化,6
HCASE-00042,C001,液压泵总成,液压泵故障,0.11178,正常,轻微退化,7
HCASE-00042,C004,溢流阀,溢流阀故障,0.06951,正常,正常,8
HCASE-00042,C006,冷却器,冷却器故障,0.0638,正常,正常,9
HCASE-00042,C005,蓄能器,蓄能器故障,0.05541,正常,正常,10
HCASE-00042,C011,管路总成,管路泄漏,0.04066,正常,正常,11
HCASE-00042,C008,液压油箱,油箱故障,0.03717,正常,正常,12
HCASE-00043,C002,方向控制阀,方向阀故障,0.78573,故障,重度故障,1
HCASE-00043,C009,单向阀,单向阀故障,0.48522,故障,中度故障,2
HCASE-00043,C003,作动筒,作动筒故障,0.34974,正常,轻微退化,3
HCASE-00043,C010,节流阀,节流阀故障,0.22958,正常,轻微退化,4
HCASE-00043,C012,卸荷阀,卸荷阀故障,0.11017,正常,轻微退化,5
HCASE-00043,C005,蓄能器,蓄能器故障,0.10004,正常,轻微退化,6
HCASE-00043,C006,冷却器,冷却器故障,0.04787,正常,正常,7
HCASE-00043,C001,液压泵总成,液压泵故障,0.0332,正常,正常,8
HCASE-00043,C008,液压油箱,油箱故障,0.02786,正常,正常,9
HCASE-00043,C004,溢流阀,溢流阀故障,0.02287,正常,正常,10
HCASE-00043,C007,过滤器,过滤器堵塞,0.01133,正常,正常,11
HCASE-00043,C011,管路总成,管路泄漏,0.00495,正常,正常,12
HCASE-00044,C002,方向控制阀,方向阀故障,0.63356,故障,中度故障,1
HCASE-00044,C009,单向阀,单向阀故障,0.36519,故障,中度故障,2
HCASE-00044,C010,节流阀,节流阀故障,0.35594,故障,中度故障,3
HCASE-00044,C003,作动筒,作动筒故障,0.30952,正常,轻微退化,4
HCASE-00044,C012,卸荷阀,卸荷阀故障,0.16795,正常,轻微退化,5
HCASE-00044,C004,溢流阀,溢流阀故障,0.15979,正常,轻微退化,6
HCASE-00044,C011,管路总成,管路泄漏,0.07943,正常,正常,7
HCASE-00044,C008,液压油箱,油箱故障,0.05155,正常,正常,8
HCASE-00044,C005,蓄能器,蓄能器故障,0.03234,正常,正常,9
HCASE-00044,C001,液压泵总成,液压泵故障,0.0248,正常,正常,10
HCASE-00044,C006,冷却器,冷却器故障,0.01183,正常,正常,11
HCASE-00044,C007,过滤器,过滤器堵塞,0.00902,正常,正常,12
HCASE-00045,C011,管路总成,管路泄漏,0.70083,故障,重度故障,1
HCASE-00045,C001,液压泵总成,液压泵故障,0.39061,故障,中度故障,2
HCASE-00045,C005,蓄能器,蓄能器故障,0.3548,故障,中度故障,3
HCASE-00045,C003,作动筒,作动筒故障,0.32855,正常,轻微退化,4
HCASE-00045,C010,节流阀,节流阀故障,0.07975,正常,正常,5
HCASE-00045,C012,卸荷阀,卸荷阀故障,0.0691,正常,正常,6
HCASE-00045,C007,过滤器,过滤器堵塞,0.06592,正常,正常,7
HCASE-00045,C002,方向控制阀,方向阀故障,0.04219,正常,正常,8
HCASE-00045,C008,液压油箱,油箱故障,0.03773,正常,正常,9
HCASE-00045,C006,冷却器,冷却器故障,0.02776,正常,正常,10
HCASE-00045,C009,单向阀,单向阀故障,0.02699,正常,正常,11
HCASE-00045,C004,溢流阀,溢流阀故障,0.02208,正常,正常,12
HCASE-00046,C012,卸荷阀,卸荷阀故障,0.70962,故障,重度故障,1
HCASE-00046,C004,溢流阀,溢流阀故障,0.29504,正常,轻微退化,2
HCASE-00046,C009,单向阀,单向阀故障,0.26979,正常,轻微退化,3
HCASE-00046,C001,液压泵总成,液压泵故障,0.20363,正常,轻微退化,4
HCASE-00046,C002,方向控制阀,方向阀故障,0.13269,正常,轻微退化,5
HCASE-00046,C005,蓄能器,蓄能器故障,0.10991,正常,轻微退化,6
HCASE-00046,C006,冷却器,冷却器故障,0.07369,正常,正常,7
HCASE-00046,C008,液压油箱,油箱故障,0.0518,正常,正常,8
HCASE-00046,C010,节流阀,节流阀故障,0.03229,正常,正常,9
HCASE-00046,C007,过滤器,过滤器堵塞,0.02754,正常,正常,10
HCASE-00046,C011,管路总成,管路泄漏,0.00676,正常,正常,11
HCASE-00046,C003,作动筒,作动筒故障,0.00394,正常,正常,12
HCASE-00047,C005,蓄能器,蓄能器故障,0.66856,故障,中度故障,1
HCASE-00047,C011,管路总成,管路泄漏,0.31534,正常,轻微退化,2
HCASE-00047,C002,方向控制阀,方向阀故障,0.23861,正常,轻微退化,3
HCASE-00047,C004,溢流阀,溢流阀故障,0.23534,正常,轻微退化,4
HCASE-00047,C012,卸荷阀,卸荷阀故障,0.13109,正常,轻微退化,5
HCASE-00047,C007,过滤器,过滤器堵塞,0.0942,正常,正常,6
HCASE-00047,C010,节流阀,节流阀故障,0.08814,正常,正常,7
HCASE-00047,C006,冷却器,冷却器故障,0.07761,正常,正常,8
HCASE-00047,C009,单向阀,单向阀故障,0.06515,正常,正常,9
HCASE-00047,C003,作动筒,作动筒故障,0.04713,正常,正常,10
HCASE-00047,C001,液压泵总成,液压泵故障,0.03701,正常,正常,11
HCASE-00047,C008,液压油箱,油箱故障,0.0239,正常,正常,12
HCASE-00048,C006,冷却器,冷却器故障,0.74134,故障,重度故障,1
HCASE-00048,C008,液压油箱,油箱故障,0.37567,故障,中度故障,2
HCASE-00048,C007,过滤器,过滤器堵塞,0.32793,正常,轻微退化,3
HCASE-00048,C012,卸荷阀,卸荷阀故障,0.05178,正常,正常,4
HCASE-00048,C001,液压泵总成,液压泵故障,0.04933,正常,正常,5
HCASE-00048,C002,方向控制阀,方向阀故障,0.04915,正常,正常,6
HCASE-00048,C005,蓄能器,蓄能器故障,0.04715,正常,正常,7
HCASE-00048,C011,管路总成,管路泄漏,0.0453,正常,正常,8
HCASE-00048,C003,作动筒,作动筒故障,0.02656,正常,正常,9
HCASE-00048,C004,溢流阀,溢流阀故障,0.0174,正常,正常,10
HCASE-00048,C009,单向阀,单向阀故障,0.01212,正常,正常,11
HCASE-00048,C010,节流阀,节流阀故障,0.01199,正常,正常,12
HCASE-00049,C002,方向控制阀,方向阀故障,0.67368,故障,中度故障,1
HCASE-00049,C009,单向阀,单向阀故障,0.3153,正常,轻微退化,2
HCASE-00049,C003,作动筒,作动筒故障,0.27559,正常,轻微退化,3
HCASE-00049,C010,节流阀,节流阀故障,0.25752,正常,轻微退化,4
HCASE-00049,C007,过滤器,过滤器堵塞,0.17191,正常,轻微退化,5
HCASE-00049,C011,管路总成,管路泄漏,0.12579,正常,轻微退化,6
HCASE-00049,C001,液压泵总成,液压泵故障,0.11191,正常,轻微退化,7
HCASE-00049,C006,冷却器,冷却器故障,0.06892,正常,正常,8
HCASE-00049,C005,蓄能器,蓄能器故障,0.06464,正常,正常,9
HCASE-00049,C012,卸荷阀,卸荷阀故障,0.0516,正常,正常,10
HCASE-00049,C008,液压油箱,油箱故障,0.0334,正常,正常,11
HCASE-00049,C004,溢流阀,溢流阀故障,0.02821,正常,正常,12
HCASE-00050,C009,单向阀,单向阀故障,0.76335,故障,重度故障,1
HCASE-00050,C010,节流阀,节流阀故障,0.28977,正常,轻微退化,2
HCASE-00050,C002,方向控制阀,方向阀故障,0.19361,正常,轻微退化,3
HCASE-00050,C004,溢流阀,溢流阀故障,0.19302,正常,轻微退化,4
HCASE-00050,C008,液压油箱,油箱故障,0.17425,正常,轻微退化,5
HCASE-00050,C006,冷却器,冷却器故障,0.13686,正常,轻微退化,6
HCASE-00050,C007,过滤器,过滤器堵塞,0.11951,正常,轻微退化,7
HCASE-00050,C012,卸荷阀,卸荷阀故障,0.10924,正常,轻微退化,8
HCASE-00050,C003,作动筒,作动筒故障,0.06751,正常,正常,9
HCASE-00050,C011,管路总成,管路泄漏,0.06132,正常,正常,10
HCASE-00050,C001,液压泵总成,液压泵故障,0.01029,正常,正常,11
HCASE-00050,C005,蓄能器,蓄能器故障,0.00398,正常,正常,12
HCASE-00051,C009,单向阀,单向阀故障,0.75761,故障,重度故障,1
HCASE-00051,C010,节流阀,节流阀故障,0.32866,正常,轻微退化,2
HCASE-00051,C002,方向控制阀,方向阀故障,0.3272,正常,轻微退化,3
HCASE-00051,C004,溢流阀,溢流阀故障,0.30153,正常,轻微退化,4
HCASE-00051,C008,液压油箱,油箱故障,0.17821,正常,轻微退化,5
HCASE-00051,C011,管路总成,管路泄漏,0.1166,正常,轻微退化,6
HCASE-00051,C005,蓄能器,蓄能器故障,0.08972,正常,正常,7
HCASE-00051,C003,作动筒,作动筒故障,0.08922,正常,正常,8
HCASE-00051,C012,卸荷阀,卸荷阀故障,0.07113,正常,正常,9
HCASE-00051,C007,过滤器,过滤器堵塞,0.04928,正常,正常,10
HCASE-00051,C006,冷却器,冷却器故障,0.01343,正常,正常,11
HCASE-00051,C001,液压泵总成,液压泵故障,0.01255,正常,正常,12
HCASE-00052,C011,管路总成,管路泄漏,0.78365,故障,重度故障,1
HCASE-00052,C001,液压泵总成,液压泵故障,0.46754,故障,中度故障,2
HCASE-00052,C005,蓄能器,蓄能器故障,0.37874,故障,中度故障,3
HCASE-00052,C003,作动筒,作动筒故障,0.36987,故障,中度故障,4
HCASE-00052,C006,冷却器,冷却器故障,0.08679,正常,正常,5
HCASE-00052,C002,方向控制阀,方向阀故障,0.06688,正常,正常,6
HCASE-00052,C010,节流阀,节流阀故障,0.06079,正常,正常,7
HCASE-00052,C008,液压油箱,油箱故障,0.05695,正常,正常,8
HCASE-00052,C004,溢流阀,溢流阀故障,0.0319,正常,正常,9
HCASE-00052,C009,单向阀,单向阀故障,0.02811,正常,正常,10
HCASE-00052,C012,卸荷阀,卸荷阀故障,0.02599,正常,正常,11
HCASE-00052,C007,过滤器,过滤器堵塞,0.01236,正常,正常,12
HCASE-00053,C004,溢流阀,溢流阀故障,0.79386,故障,重度故障,1
HCASE-00053,C005,蓄能器,蓄能器故障,0.26379,正常,轻微退化,2
HCASE-00053,C012,卸荷阀,卸荷阀故障,0.2357,正常,轻微退化,3
HCASE-00053,C009,单向阀,单向阀故障,0.23128,正常,轻微退化,4
HCASE-00053,C003,作动筒,作动筒故障,0.19149,正常,轻微退化,5
HCASE-00053,C011,管路总成,管路泄漏,0.14461,正常,轻微退化,6
HCASE-00053,C008,液压油箱,油箱故障,0.1347,正常,轻微退化,7
HCASE-00053,C001,液压泵总成,液压泵故障,0.05218,正常,正常,8
HCASE-00053,C006,冷却器,冷却器故障,0.03702,正常,正常,9
HCASE-00053,C002,方向控制阀,方向阀故障,0.03427,正常,正常,10
