component_uid,component_code,component_name,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,oil_age_ratio,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,pipe_design_id,pipe_design_risk_score,design_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
HCU-00119,C009,单向阀,HDES-00442,HMAT-00313,HMAN-00592,HASM-00119,HOPR-00119,4406.9,0.4646,0.3555,0.1381,0.3094,0.2876,,0.0,0.2649,HINSP-00119,0.1928,0.2607,medium
HCU-00120,C007,过滤器,HDES-00248,HMAT-00125,HMAN-00725,HASM-00120,HOPR-00120,5705.2,0.3368,0.408,0.2543,0.2789,0.3973,,0.0,0.2454,HINSP-00120,0.1837,0.3023,medium
HCU-00121,C008,液压油箱,HDES-00584,HMAT-00023,HMAN-00684,HASM-00121,HOPR-00121,3890.9,0.2904,0.4693,0.4241,0.3604,0.26,,0.0,0.3029,HINSP-00121,0.2283,0.3443,medium
HCU-00122,C005,蓄能器,HDES-00098,HMAT-00329,HMAN-01016,HASM-00122,HOPR-00122,2356.3,0.2235,0.2318,0.1462,0.1522,0.1563,,0.0,0.27,HINSP-00122,0.1286,0.1833,low
HCU-00123,C011,管路总成,HDES-00893,HMAT-00177,HMAN-00146,HASM-00123,HOPR-00123,1968.9,0.3124,0.2043,0.2009,0.2836,0.2213,HPIP-00024,0.3623,0.2627,HINSP-00123,0.1083,0.2205,low
HCU-00124,C011,管路总成,HDES-00372,HMAT-00007,HMAN-00733,HASM-00124,HOPR-00124,2566.1,0.4351,0.2409,0.4486,0.131,0.2863,HPIP-00025,0.3775,0.29,HINSP-00124,0.1252,0.2648,medium
HCU-00125,C007,过滤器,HDES-01104,HMAT-00043,HMAN-01053,HASM-00125,HOPR-00125,3655.0,0.7201,0.442,0.6383,0.3697,0.5255,,0.0,0.2832,HINSP-00125,0.2659,0.4338,medium
HCU-00126,C003,作动筒,HDES-00357,HMAT-00075,HMAN-00612,HASM-00126,HOPR-00126,2512.4,0.4153,0.1591,0.3071,0.3412,0.2644,,0.0,0.1862,HINSP-00126,0.1728,0.2441,low
HCU-00127,C007,过滤器,HDES-00024,HMAT-00358,HMAN-00100,HASM-00127,HOPR-00127,2758.8,0.3841,0.0682,0.1745,0.2203,0.2593,,0.0,0.0192,HINSP-00127,0.075,0.1433,low
HCU-00128,C007,过滤器,HDES-00823,HMAT-00488,HMAN-00755,HASM-00128,HOPR-00128,4265.6,0.5774,0.3869,0.0921,0.3429,0.4061,,0.0,0.2779,HINSP-00128,0.1702,0.2867,medium
HCU-00129,C011,管路总成,HDES-00277,HMAT-00554,HMAN-00916,HASM-00129,HOPR-00129,3817.3,0.5912,0.1767,0.2408,0.1778,0.4444,HPIP-00026,0.3614,0.3036,HINSP-00129,0.1416,0.2609,medium
HCU-00130,C009,单向阀,HDES-01019,HMAT-00444,HMAN-00020,HASM-00130,HOPR-00130,3212.9,0.4697,0.1431,0.2471,0.177,0.3893,,0.0,0.3658,HINSP-00130,0.1334,0.2558,medium
HCU-00131,C006,冷却器,HDES-00636,HMAT-00162,HMAN-00927,HASM-00131,HOPR-00131,2786.6,0.4013,0.2355,0.4798,0.2898,0.2703,,0.0,0.1978,HINSP-00131,0.1518,0.2797,medium
HCU-00132,C005,蓄能器,HDES-00783,HMAT-00372,HMAN-00052,HASM-00132,HOPR-00132,1802.7,0.1406,0.1071,0.1602,0.2897,0.1144,,0.0,0.1398,HINSP-00132,0.1197,0.1564,low
HCU-00133,C003,作动筒,HDES-00508,HMAT-00132,HMAN-01129,HASM-00133,HOPR-00133,4897.2,0.1906,0.3566,0.2277,0.2637,0.2113,,0.0,0.262,HINSP-00133,0.1482,0.2486,low
HCU-00134,C003,作动筒,HDES-00611,HMAT-00533,HMAN-00421,HASM-00134,HOPR-00134,2030.3,0.6483,0.3731,0.4715,0.2463,0.4165,,0.0,0.2453,HINSP-00134,0.1477,0.3301,medium
HCU-00135,C009,单向阀,HDES-01036,HMAT-00516,HMAN-01062,HASM-00135,HOPR-00135,1924.4,0.3471,0.0771,0.4431,0.3061,0.2966,,0.0,0.2644,HINSP-00135,0.1752,0.2703,medium
HCU-00136,C007,过滤器,HDES-00149,HMAT-00051,HMAN-00196,HASM-00136,HOPR-00136,2619.0,0.5553,0.1681,0.2349,0.2863,0.3909,,0.0,0.281,HINSP-00136,0.1287,0.2608,medium
HCU-00137,C003,作动筒,HDES-00918,HMAT-00191,HMAN-00886,HASM-00137,HOPR-00137,2374.4,0.4731,0.3196,0.3694,0.3241,0.3688,,0.0,0.0681,HINSP-00137,0.1517,0.2754,medium
HCU-00138,C008,液压油箱,HDES-00429,HMAT-00427,HMAN-00599,HASM-00138,HOPR-00138,5179.3,0.4938,0.188,0.2484,0.2269,0.5041,,0.0,0.2369,HINSP-00138,0.1093,0.2689,medium
HCU-00139,C004,溢流阀,HDES-00805,HMAT-00097,HMAN-00534,HASM-00139,HOPR-00139,2703.1,0.682,0.4326,0.6025,0.2138,0.4928,,0.0,0.0916,HINSP-00139,0.2253,0.3538,medium
HCU-00140,C012,卸荷阀,HDES-00909,HMAT-00302,HMAN-00393,HASM-00140,HOPR-00140,2859.2,0.4001,0.0481,0.1912,0.107,0.2007,,0.0,0.1153,HINSP-00140,0.1003,0.1322,low
HCU-00141,C008,液压油箱,HDES-00741,HMAT-00486,HMAN-00500,HASM-00141,HOPR-00141,4546.0,0.7541,0.2621,0.4333,0.1422,0.5095,,0.0,0.0507,HINSP-00141,0.1639,0.2732,medium
HCU-00142,C008,液压油箱,HDES-00287,HMAT-00308,HMAN-00167,HASM-00142,HOPR-00142,2125.9,0.3564,0.2404,0.3728,0.2432,0.2691,,0.0,0.1707,HINSP-00142,0.1394,0.2468,low
HCU-00143,C011,管路总成,HDES-00961,HMAT-00498,HMAN-00596,HASM-00143,HOPR-00143,2544.3,0.468,0.2326,0.2792,0.2355,0.3046,HPIP-00027,0.1944,0.1854,HINSP-00143,0.1568,0.239,low
HCU-00144,C002,方向控制阀,HDES-01121,HMAT-00438,HMAN-01002,HASM-00144,HOPR-00144,2826.7,0.5942,0.4519,0.2363,0.2828,0.3429,,0.0,0.2503,HINSP-00144,0.1995,0.2985,medium
HCU-00145,C005,蓄能器,HDES-00806,HMAT-00142,HMAN-00845,HASM-00145,HOPR-00145,2766.3,0.3179,0.13,0.3826,0.353,0.1819,,0.0,0.2777,HINSP-00145,0.1146,0.2486,low
HCU-00146,C009,单向阀,HDES-00471,HMAT-00488,HMAN-00592,HASM-00146,HOPR-00146,3705.3,0.3239,0.3869,0.1381,0.254,0.2541,,0.0,0.3653,HINSP-00146,0.1461,0.2626,medium
HCU-00147,C006,冷却器,HDES-00962,HMAT-00184,HMAN-00921,HASM-00147,HOPR-00147,3472.3,0.2281,0.4484,0.3707,0.1528,0.2029,,0.0,0.2856,HINSP-00147,0.1869,0.277,medium
HCU-00148,C012,卸荷阀,HDES-00667,HMAT-00246,HMAN-00730,HASM-00148,HOPR-00148,2663.6,0.1606,0.3215,0.3218,0.2705,0.2099,,0.0,0.5238,HINSP-00148,0.1831,0.3118,medium
HCU-00149,C010,节流阀,HDES-00772,HMAT-00453,HMAN-00857,HASM-00149,HOPR-00149,4049.7,0.1255,0.3077,0.2278,0.3482,0.091,,0.0,0.0793,HINSP-00149,0.0907,0.1919,low
HCU-00150,C011,管路总成,HDES-00415,HMAT-00176,HMAN-00194,HASM-00150,HOPR-00150,767.3,0.3536,0.3035,0.1279,0.0954,0.1963,HPIP-00028,0.2949,0.2584,HINSP-00150,0.102,0.1848,low
HCU-00151,C010,节流阀,HDES-00200,HMAT-00147,HMAN-00239,HASM-00151,HOPR-00151,6115.7,0.4794,0.4557,0.3174,0.2569,0.4071,,0.0,0.1683,HINSP-00151,0.2037,0.3078,medium
HCU-00152,C003,作动筒,HDES-00095,HMAT-00112,HMAN-01004,HASM-00152,HOPR-00152,3058.5,0.6513,0.5117,0.335,0.0681,0.4283,,0.0,0.095,HINSP-00152,0.1438,0.2723,medium
HCU-00153,C011,管路总成,HDES-00641,HMAT-00004,HMAN-00404,HASM-00153,HOPR-00153,2372.1,0.6522,0.2336,0.4128,0.2994,0.4115,HPIP-00029,0.3293,0.234,HINSP-00153,0.1384,0.3022,medium
HCU-00154,C004,溢流阀,HDES-01069,HMAT-00551,HMAN-01119,HASM-00154,HOPR-00154,3290.7,0.3753,0.4407,0.1996,0.2758,0.25,,0.0,0.1665,HINSP-00154,0.1536,0.2502,medium
HCU-00155,C010,节流阀,HDES-00309,HMAT-00181,HMAN-01200,HASM-00155,HOPR-00155,2403.7,0.476,0.155,0.3209,0.2658,0.2788,,0.0,0.3214,HINSP-00155,0.1731,0.2604,medium
HCU-00156,C011,管路总成,HDES-01169,HMAT-00193,HMAN-00793,HASM-00156,HOPR-00156,5789.3,0.4903,0.2126,0.2578,0.1942,0.4363,HPIP-00030,0.4488,0.4344,HINSP-00156,0.1747,0.2981,medium
HCU-00157,C011,管路总成,HDES-00852,HMAT-00191,HMAN-00746,HASM-00157,HOPR-00157,3149.7,0.243,0.3196,0.1492,0.1666,0.1724,HPIP-00031,0.2229,0.2134,HINSP-00157,0.1402,0.1946,low
HCU-00158,C007,过滤器,HDES-00026,HMAT-00085,HMAN-00833,HASM-00158,HOPR-00158,4793.8,0.2661,0.35,0.1121,0.3192,0.2789,,0.0,0.2211,HINSP-00158,0.1561,0.2432,low
HCU-00159,C009,单向阀,HDES-00075,HMAT-00600,HMAN-00614,HASM-00159,HOPR-00159,5704.8,0.3753,0.2717,0.2664,0.1631,0.3579,,0.0,0.2202,HINSP-00159,0.1068,0.2421,low
HCU-00160,C011,管路总成,HDES-00163,HMAT-00389,HMAN-00420,HASM-00160,HOPR-00160,1327.7,0.6308,0.3834,0.2658,0.1032,0.3444,HPIP-00032,0.2841,0.2364,HINSP-00160,0.1775,0.2577,medium
HCU-00161,C009,单向阀,HDES-00478,HMAT-00145,HMAN-00146,HASM-00161,HOPR-00161,2767.9,0.3728,0.1171,0.2009,0.3932,0.3282,,0.0,0.1919,HINSP-00161,0.1874,0.2425,low
HCU-00162,C007,过滤器,HDES-00926,HMAT-00137,HMAN-01052,HASM-00162,HOPR-00162,1198.0,0.2289,0.152,0.4545,0.1102,0.1373,,0.0,0.2246,HINSP-00162,0.1405,0.2082,low
HCU-00163,C005,蓄能器,HDES-00122,HMAT-00457,HMAN-00502,HASM-00163,HOPR-00163,672.0,0.2764,0.433,0.4498,0.222,0.2275,,0.0,0.1301,HINSP-00163,0.1601,0.2745,medium
HCU-00164,C012,卸荷阀,HDES-00034,HMAT-00080,HMAN-00955,HASM-00164,HOPR-00164,5196.0,0.1994,0.2574,0.2838,0.3247,0.2399,,0.0,0.1405,HINSP-00164,0.1023,0.232,low
HCU-00165,C010,节流阀,HDES-01196,HMAT-00270,HMAN-00747,HASM-00165,HOPR-00165,1940.3,0.3209,0.1504,0.4382,0.2502,0.312,,0.0,0.441,HINSP-00165,0.1864,0.3078,medium
HCU-00166,C001,液压泵总成,HDES-01118,HMAT-00099,HMAN-00201,HASM-00166,HOPR-00166,4763.5,0.2944,0.2333,0.0471,0.2868,0.3236,,0.0,0.168,HINSP-00166,0.143,0.2053,low
HCU-00167,C005,蓄能器,HDES-00197,HMAT-00539,HMAN-00164,HASM-00167,HOPR-00167,5268.9,0.3196,0.3388,0.2552,0.6009,0.3034,,0.0,0.3308,HINSP-00167,0.2181,0.3465,medium
HCU-00168,C003,作动筒,HDES-01172,HMAT-00140,HMAN-00105,HASM-00168,HOPR-00168,4137.9,0.1995,0.4085,0.3119,0.1339,0.2916,,0.0,0.061,HINSP-00168,0.1538,0.2305,low
HCU-00169,C006,冷却器,HDES-00368,HMAT-00319,HMAN-00233,HASM-00169,HOPR-00169,5923.6,0.1076,0.5402,0.3395,0.1561,0.2617,,0.0,0.0,HINSP-00169,0.1567,0.2437,low
HCU-00170,C012,卸荷阀,HDES-00534,HMAT-00105,HMAN-00231,HASM-00170,HOPR-00170,4443.0,0.2491,0.3649,0.1178,0.1186,0.2927,,0.0,0.1224,HINSP-00170,0.1647,0.1984,low
HCU-00171,C011,管路总成,HDES-00843,HMAT-00091,HMAN-00586,HASM-00171,HOPR-00171,3459.7,0.6762,0.2114,0.1755,0.2002,0.4784,HPIP-00033,0.4435,0.3799,HINSP-00171,0.1849,0.2838,medium
HCU-00172,C011,管路总成,HDES-00078,HMAT-00112,HMAN-00824,HASM-00172,HOPR-00172,6371.7,0.6544,0.5117,0.1995,0.2395,0.5378,HPIP-00034,0.4311,0.4364,HINSP-00172,0.1868,0.3652,medium
HCU-00173,C003,作动筒,HDES-00906,HMAT-00282,HMAN-00600,HASM-00173,HOPR-00173,3059.8,0.3756,0.1861,0.2679,0.1555,0.3292,,0.0,0.3311,HINSP-00173,0.145,0.2458,low
HCU-00174,C006,冷却器,HDES-00014,HMAT-00306,HMAN-00938,HASM-00174,HOPR-00174,2190.3,0.3822,0.2488,0.2284,0.1743,0.2728,,0.0,0.0694,HINSP-00174,0.1436,0.1934,low
HCU-00175,C001,液压泵总成,HDES-00070,HMAT-00247,HMAN-01057,HASM-00175,HOPR-00175,3543.8,0.3839,0.429,0.4213,0.3969,0.3396,,0.0,0.0742,HINSP-00175,0.1588,0.3107,medium
HCU-00176,C007,过滤器,HDES-00026,HMAT-00278,HMAN-01087,HASM-00176,HOPR-00176,2237.5,0.1186,0.2523,0.3987,0.1695,0.1164,,0.0,0.2211,HINSP-00176,0.1302,0.2183,low
HCU-00177,C006,冷却器,HDES-00834,HMAT-00501,HMAN-00901,HASM-00177,HOPR-00177,3264.7,0.4348,0.3569,0.4631,0.2442,0.2951,,0.0,0.2262,HINSP-00177,0.2045,0.3042,medium
HCU-00178,C002,方向控制阀,HDES-00303,HMAT-00551,HMAN-00019,HASM-00178,HOPR-00178,1384.1,0.5506,0.4407,0.2464,0.2991,0.3101,,0.0,0.4543,HINSP-00178,0.2105,0.3327,medium
HCU-00179,C012,卸荷阀,HDES-00265,HMAT-00516,HMAN-00187,HASM-00179,HOPR-00179,2605.6,0.2649,0.0771,0.5432,0.0716,0.2375,,0.0,0.13,HINSP-00179,0.0979,0.204,low
HCU-00180,C012,卸荷阀,HDES-00196,HMAT-00397,HMAN-01055,HASM-00180,HOPR-00180,2055.2,0.317,0.3536,0.2664,0.0618,0.1586,,0.0,0.193,HINSP-00180,0.1173,0.1944,low
HCU-00181,C005,蓄能器,HDES-01164,HMAT-00212,HMAN-00460,HASM-00181,HOPR-00181,3652.5,0.4972,0.425,0.285,0.2559,0.3879,,0.0,0.0823,HINSP-00181,0.1805,0.2751,medium
HCU-00182,C011,管路总成,HDES-00260,HMAT-00190,HMAN-00689,HASM-00182,HOPR-00182,315.6,0.5451,0.2801,0.3674,0.2486,0.3349,HPIP-00035,0.1961,0.1275,HINSP-00182,0.1705,0.2619,medium
HCU-00183,C008,液压油箱,HDES-01191,HMAT-00003,HMAN-01023,HASM-00183,HOPR-00183,5121.8,0.2971,0.5575,0.1977,0.1785,0.2854,,0.0,0.1232,HINSP-00183,0.1779,0.254,medium
HCU-00184,C011,管路总成,HDES-00137,HMAT-00128,HMAN-00003,HASM-00184,HOPR-00184,2572.2,0.5254,0.0205,0.4907,0.3364,0.3711,HPIP-00036,0.1616,0.1598,HINSP-00184,0.1714,0.2706,medium
HCU-00185,C001,液压泵总成,HDES-00600,HMAT-00407,HMAN-01024,HASM-00185,HOPR-00185,4071.6,0.4656,0.1904,0.2882,0.2704,0.4027,,0.0,0.2011,HINSP-00185,0.1191,0.2581,medium
HCU-00186,C002,方向控制阀,HDES-00618,HMAT-00520,HMAN-01070,HASM-00186,HOPR-00186,3303.7,0.5054,0.2603,0.304,0.2898,0.4836,,0.0,0.3295,HINSP-00186,0.2181,0.3257,medium
HCU-00187,C001,液压泵总成,HDES-00578,HMAT-00107,HMAN-01060,HASM-00187,HOPR-00187,2866.2,0.152,0.3481,0.474,0.8014,0.0665,,0.0,0.2508,HINSP-00187,0.224,0.3603,medium
HCU-00188,C001,液压泵总成,HDES-00688,HMAT-00276,HMAN-00510,HASM-00188,HOPR-00188,2388.5,0.4506,0.1493,0.2577,0.2247,0.3483,,0.0,0.1406,HINSP-00188,0.167,0.2218,low
HCU-00189,C004,溢流阀,HDES-00204,HMAT-00433,HMAN-00034,HASM-00189,HOPR-00189,1084.3,0.6245,0.2248,0.2881,0.2359,0.3158,,0.0,0.0302,HINSP-00189,0.1671,0.2149,low
HCU-00190,C007,过滤器,HDES-01051,HMAT-00122,HMAN-00818,HASM-00190,HOPR-00190,5222.7,0.1517,0.2769,0.4945,0.1608,0.1954,,0.0,0.2329,HINSP-00190,0.1667,0.26,medium
HCU-00191,C010,节流阀,HDES-00056,HMAT-00049,HMAN-00565,HASM-00191,HOPR-00191,930.4,0.4525,0.4924,0.1939,0.3316,0.2325,,0.0,0.3899,HINSP-00191,0.1731,0.3058,medium
HCU-00192,C008,液压油箱,HDES-00954,HMAT-00258,HMAN-00467,HASM-00192,HOPR-00192,2951.8,0.3496,0.4171,0.3421,0.0912,0.2497,,0.0,0.3548,HINSP-00192,0.16,0.2752,medium
HCU-00193,C002,方向控制阀,HDES-01173,HMAT-00157,HMAN-00520,HASM-00193,HOPR-00193,1354.6,0.4657,0.3313,0.2174,0.1575,0.2779,,0.0,0.0119,HINSP-00193,0.1693,0.1953,low
HCU-00194,C012,卸荷阀,HDES-00877,HMAT-00550,HMAN-00784,HASM-00194,HOPR-00194,5485.4,0.6027,0.262,0.2164,0.1994,0.5483,,0.0,0.2763,HINSP-00194,0.1544,0.2911,medium
HCU-00195,C011,管路总成,HDES-00780,HMAT-00579,HMAN-01143,HASM-00195,HOPR-00195,2065.0,0.3138,0.1663,0.465,0.1536,0.189,HPIP-00037,0.1881,0.194,HINSP-00195,0.1451,0.2251,low
HCU-00196,C012,卸荷阀,HDES-01023,HMAT-00391,HMAN-00042,HASM-00196,HOPR-00196,5895.2,0.2565,0.3628,0.2191,0.2007,0.3284,,0.0,0.0,HINSP-00196,0.1725,0.2163,low
HCU-00197,C012,卸荷阀,HDES-00486,HMAT-00218,HMAN-00171,HASM-00197,HOPR-00197,9298.5,0.4884,0.1566,0.531,0.08,0.541,,0.0,0.2756,HINSP-00197,0.1756,0.3114,medium
HCU-00198,C011,管路总成,HDES-00961,HMAT-00484,HMAN-00107,HASM-00198,HOPR-00198,1972.6,0.4329,0.2349,0.3491,0.2472,0.3332,HPIP-00038,0.3764,0.3037,HINSP-00198,0.1498,0.2802,medium
HCU-00199,C007,过滤器,HDES-00017,HMAT-00145,HMAN-00941,HASM-00199,HOPR-00199,1599.3,0.2746,0.1171,0.1959,0.2438,0.2599,,0.0,0.0688,HINSP-00199,0.1376,0.1749,low
HCU-00200,C001,液压泵总成,HDES-00537,HMAT-00247,HMAN-00586,HASM-00200,HOPR-00200,6571.0,0.3138,0.429,0.1755,0.4384,0.3786,,0.0,0.1225,HINSP-00200,0.186,0.293,medium
HCU-00201,C003,作动筒,HDES-00353,HMAT-00157,HMAN-01077,HASM-00201,HOPR-00201,2977.3,0.7711,0.3313,0.1906,0.0833,0.5114,,0.0,0.1887,HINSP-00201,0.226,0.2626,medium
HCU-00202,C008,液压油箱,HDES-00376,HMAT-00266,HMAN-01048,HASM-00202,HOPR-00202,5496.5,0.2275,0.381,0.2457,0.0191,0.3393,,0.0,0.2142,HINSP-00202,0.1654,0.233,low
HCU-00203,C006,冷却器,HDES-00645,HMAT-00449,HMAN-00465,HASM-00203,HOPR-00203,2658.6,0.616,0.227,0.4097,0.1644,0.4088,,0.0,0.4187,HINSP-00203,0.1666,0.3135,medium
HCU-00204,C011,管路总成,HDES-00757,HMAT-00331,HMAN-00866,HASM-00204,HOPR-00204,2015.3,0.5102,0.2567,0.3844,0.1929,0.2771,HPIP-00039,0.3723,0.2986,HINSP-00204,0.144,0.2681,medium
HCU-00205,C010,节流阀,HDES-01163,HMAT-00316,HMAN-00378,HASM-00205,HOPR-00205,4467.4,0.644,0.2188,0.1314,0.3714,0.4672,,0.0,0.3926,HINSP-00205,0.2058,0.3085,medium
HCU-00206,C008,液压油箱,HDES-00925,HMAT-00009,HMAN-00222,HASM-00206,HOPR-00206,3375.3,0.3445,0.4226,0.34,0.2202,0.2985,,0.0,0.1688,HINSP-00206,0.1199,0.2695,medium
HCU-00207,C004,溢流阀,HDES-01116,HMAT-00039,HMAN-01163,HASM-00207,HOPR-00207,1895.4,0.4713,0.1671,0.151,0.2442,0.3424,,0.0,0.1742,HINSP-00207,0.1678,0.2137,low
HCU-00208,C005,蓄能器,HDES-00846,HMAT-00513,HMAN-00972,HASM-00208,HOPR-00208,927.0,0.3351,0.2683,0.2153,0.3583,0.2761,,0.0,0.0936,HINSP-00208,0.1832,0.2348,low
HCU-00209,C002,方向控制阀,HDES-00822,HMAT-00178,HMAN-00675,HASM-00209,HOPR-00209,5304.1,0.4464,0.2021,0.4346,0.6365,0.4474,,0.0,0.0992,HINSP-00209,0.199,0.348,medium
HCU-00210,C006,冷却器,HDES-01026,HMAT-00021,HMAN-00470,HASM-00210,HOPR-00210,3350.0,0.273,0.1403,0.224,0.3283,0.1977,,0.0,0.0504,HINSP-00210,0.1265,0.1811,low
HCU-00211,C010,节流阀,HDES-00546,HMAT-00474,HMAN-00990,HASM-00211,HOPR-00211,1625.0,0.1776,0.245,0.4712,0.1302,0.1147,,0.0,0.2389,HINSP-00211,0.1525,0.2289,low
HCU-00212,C003,作动筒,HDES-00076,HMAT-00304,HMAN-00587,HASM-00212,HOPR-00212,2342.3,0.5874,0.2015,0.1392,0.2571,0.3889,,0.0,0.1858,HINSP-00212,0.1053,0.2238,low
HCU-00213,C009,单向阀,HDES-00417,HMAT-00372,HMAN-00122,HASM-00213,HOPR-00213,3602.7,0.6011,0.1071,0.3075,0.398,0.4659,,0.0,0.311,HINSP-00213,0.1668,0.3077,medium
HCU-00214,C008,液压油箱,HDES-01167,HMAT-00372,HMAN-00809,HASM-00214,HOPR-00214,4646.5,0.2915,0.1071,0.2982,0.3427,0.3761,,0.0,0.1175,HINSP-00214,0.1793,0.2452,low
HCU-00215,C008,液压油箱,HDES-01160,HMAT-00317,HMAN-00546,HASM-00215,HOPR-00215,5995.5,0.1837,0.1876,0.2599,0.2115,0.3347,,0.0,0.226,HINSP-00215,0.1347,0.2352,low
HCU-00216,C012,卸荷阀,HDES-01174,HMAT-00549,HMAN-00199,HASM-00216,HOPR-00216,4115.2,0.3843,0.4359,0.3101,0.2089,0.2368,,0.0,0.3912,HINSP-00216,0.2108,0.302,medium
HCU-00217,C011,管路总成,HDES-00666,HMAT-00276,HMAN-01097,HASM-00217,HOPR-00217,2265.5,0.2757,0.1493,0.197,0.2947,0.2413,HPIP-00040,0.4587,0.3447,HINSP-00217,0.1534,0.2366,low
HCU-00218,C008,液压油箱,HDES-00954,HMAT-00127,HMAN-00414,HASM-00218,HOPR-00218,3393.7,0.4925,0.3311,0.383,0.036,0.313,,0.0,0.3548,HINSP-00218,0.1629,0.2724,medium
HCU-00219,C001,液压泵总成,HDES-00172,HMAT-00040,HMAN-00063,HASM-00219,HOPR-00219,4230.6,0.5526,0.3027,0.2224,0.1385,0.3174,,0.0,0.266,HINSP-00219,0.212,0.2467,low
HCU-00220,C011,管路总成,HDES-00023,HMAT-00264,HMAN-00659,HASM-00220,HOPR-00220,2527.1,0.4453,0.4471,0.3567,0.1888,0.2437,HPIP-00041,0.2333,0.193,HINSP-00220,0.1657,0.2695,medium
HCU-00221,C011,管路总成,HDES-00693,HMAT-00554,HMAN-00777,HASM-00221,HOPR-00221,6416.8,0.1429,0.1767,0.5629,0.2715,0.2498,HPIP-00042,0.5733,0.4579,HINSP-00221,0.1256,0.3219,medium
HCU-00222,C006,冷却器,HDES-00751,HMAT-00446,HMAN-00398,HASM-00222,HOPR-00222,4426.4,0.1898,0.2585,0.4571,0.3412,0.258,,0.0,0.2468,HINSP-00222,0.195,0.2991,medium
HCU-00223,C004,溢流阀,HDES-00490,HMAT-00541,HMAN-01119,HASM-00223,HOPR-00223,1268.9,0.725,0.3171,0.1996,0.3048,0.4322,,0.0,0.0143,HINSP-00223,0.2011,0.2496,low
HCU-00224,C006,冷却器,HDES-00114,HMAT-00568,HMAN-00183,HASM-00224,HOPR-00224,4221.2,0.5835,0.1781,0.3192,0.1572,0.4286,,0.0,0.1447,HINSP-00224,0.1292,0.2387,low
HCU-00225,C009,单向阀,HDES-01123,HMAT-00275,HMAN-01060,HASM-00225,HOPR-00225,1118.2,0.292,0.4696,0.474,0.1519,0.1738,,0.0,0.1768,HINSP-00225,0.123,0.2664,medium
HCU-00226,C004,溢流阀,HDES-00923,HMAT-00253,HMAN-00765,HASM-00226,HOPR-00226,2584.7,0.4076,0.1844,0.1931,0.5878,0.2509,,0.0,0.3373,HINSP-00226,0.1853,0.2955,medium
HCU-00227,C006,冷却器,HDES-01153,HMAT-00196,HMAN-01050,HASM-00227,HOPR-00227,1233.2,0.4219,0.2889,0.261,0.1791,0.2235,,0.0,0.4782,HINSP-00227,0.1701,0.2731,medium
HCU-00228,C003,作动筒,HDES-00317,HMAT-00035,HMAN-00117,HASM-00228,HOPR-00228,3529.0,0.4313,0.3781,0.2729,0.1918,0.3407,,0.0,0.1328,HINSP-00228,0.1487,0.2506,medium
HCU-00229,C011,管路总成,HDES-00671,HMAT-00347,HMAN-00647,HASM-00229,HOPR-00229,4206.3,0.6285,0.2728,0.2567,0.1824,0.5302,HPIP-00043,0.3025,0.2471,HINSP-00229,0.1361,0.2864,medium
HCU-00230,C011,管路总成,HDES-00456,HMAT-00098,HMAN-01097,HASM-00230,HOPR-00230,1189.3,0.2105,0.3927,0.197,0.284,0.127,HPIP-00044,0.3076,0.2158,HINSP-00230,0.1444,0.2267,low
HCU-00231,C011,管路总成,HDES-01185,HMAT-00059,HMAN-00998,HASM-00231,HOPR-00231,2924.6,0.3869,0.1599,0.2557,0.1441,0.2405,HPIP-00045,0.3883,0.3452,HINSP-00231,0.1369,0.2214,low
HCU-00232,C011,管路总成,HDES-00780,HMAT-00096,HMAN-00863,HASM-00232,HOPR-00232,2642.0,0.0763,0.2888,0.2615,0.1184,0.184,HPIP-00046,0.2163,0.2123,HINSP-00232,0.1237,0.202,low
HCU-00233,C007,过滤器,HDES-00024,HMAT-00385,HMAN-00441,HASM-00233,HOPR-00233,4921.0,0.3104,0.0503,0.2261,0.107,0.2938,,0.0,0.0192,HINSP-00233,0.1211,0.1425,low
HCU-00234,C003,作动筒,HDES-00819,HMAT-00064,HMAN-01169,HASM-00234,HOPR-00234,4505.0,0.4132,0.1869,0.6036,0.1627,0.3605,,0.0,0.1516,HINSP-00234,0.1357,0.2805,medium
HCU-00235,C011,管路总成,HDES-00784,HMAT-00401,HMAN-00517,HASM-00235,HOPR-00235,4228.7,0.3134,0.3757,0.1446,0.1892,0.344,HPIP-00047,0.4464,0.3798,HINSP-00235,0.1175,0.2684,medium
HCU-00236,C011,管路总成,HDES-00004,HMAT-00381,HMAN-00539,HASM-00236,HOPR-00236,3804.1,0.3154,0.086,0.1032,0.258,0.3017,HPIP-00048,0.2588,0.2337,HINSP-00236,0.168,0.1971,low
HCU-00237,C011,管路总成,HDES-00472,HMAT-00229,HMAN-00395,HASM-00237,HOPR-00237,5995.0,0.4588,0.2013,0.4459,0.3872,0.4193,HPIP-00049,0.3503,0.3389,HINSP-00237,0.1758,0.3425,medium
HCU-00238,C007,过滤器,HDES-01093,HMAT-00226,HMAN-01142,HASM-00238,HOPR-00238,2855.8,0.2532,0.3749,0.2845,0.3072,0.1812,,0.0,0.0527,HINSP-00238,0.1115,0.2214,low
