assembly_id,assembly_torque,seal_preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
HASM-00338,51.26,0.886,0.0392,OP-H-152,ST-H-10,0.2128,low
HASM-00339,48.182,1.367,0.0099,OP-H-139,ST-H-17,0.2474,low
HASM-00340,40.449,0.431,0.0634,OP-H-127,ST-H-10,0.368,medium
HASM-00341,32.933,0.916,0.0269,OP-H-100,ST-H-14,0.2793,medium
HASM-00342,35.721,0.619,0.0152,OP-H-044,ST-H-33,0.3134,medium
HASM-00343,38.622,1.069,0.0449,OP-H-116,ST-H-22,0.1546,low
HASM-00344,31.352,0.738,0.0285,OP-H-117,ST-H-19,0.2934,medium
HASM-00345,65.428,1.476,0.0563,OP-H-161,ST-H-29,0.4636,medium
HASM-00346,48.122,0.935,0.0132,OP-H-152,ST-H-02,0.0651,low
HASM-00347,37.665,0.625,0.0186,OP-H-122,ST-H-39,0.1843,low
HASM-00348,51.331,0.889,0.0411,OP-H-156,ST-H-39,0.1312,low
HASM-00349,36.705,0.943,0.0719,OP-H-024,ST-H-15,0.1537,low
HASM-00350,37.824,1.096,0.0395,OP-H-152,ST-H-29,0.1054,low
HASM-00351,35.091,0.417,0.0438,OP-H-005,ST-H-34,0.391,medium
HASM-00352,23.67,1.078,0.1085,OP-H-019,ST-H-39,0.3377,medium
HASM-00353,37.198,0.823,0.12,OP-H-115,ST-H-33,0.2452,low
HASM-00354,26.876,0.698,0.1245,OP-H-110,ST-H-08,0.4287,medium
HASM-00355,45.607,0.84,0.0257,OP-H-029,ST-H-31,0.2022,low
HASM-00356,44.274,1.219,0.08,OP-H-022,ST-H-35,0.252,medium
HASM-00357,43.821,0.939,0.0161,OP-H-099,ST-H-25,0.0702,low
HASM-00358,34.615,0.904,0.0355,OP-H-058,ST-H-10,0.1308,low
HASM-00359,44.329,0.77,0.1607,OP-H-035,ST-H-23,0.3645,medium
HASM-00360,39.437,1.116,0.107,OP-H-020,ST-H-38,0.2821,medium
HASM-00361,33.717,1.182,0.0254,OP-H-045,ST-H-01,0.2523,medium
HASM-00362,48.556,1.052,0.0611,OP-H-081,ST-H-13,0.1789,low
HASM-00363,31.991,1.216,0.1366,OP-H-147,ST-H-30,0.286,medium
HASM-00364,39.921,0.993,0.0437,OP-H-082,ST-H-17,0.0797,low
HASM-00365,50.533,0.973,0.0335,OP-H-016,ST-H-15,0.1213,low
HASM-00366,37.485,0.794,0.1088,OP-H-117,ST-H-39,0.3015,medium
HASM-00367,34.58,0.837,0.0202,OP-H-076,ST-H-31,0.0908,low
HASM-00368,33.319,1.155,0.0725,OP-H-051,ST-H-20,0.2625,medium
HASM-00369,38.669,0.945,0.0684,OP-H-141,ST-H-09,0.063,low
HASM-00370,36.431,1.299,0.0493,OP-H-138,ST-H-30,0.1954,low
HASM-00371,43.245,1.008,0.0838,OP-H-024,ST-H-21,0.161,low
HASM-00372,46.907,0.867,0.0731,OP-H-059,ST-H-26,0.1733,low
HASM-00373,25.052,1.517,0.1281,OP-H-096,ST-H-26,0.5466,high
HASM-00374,50.367,0.643,0.0258,OP-H-176,ST-H-30,0.244,low
HASM-00375,38.555,1.305,0.0591,OP-H-148,ST-H-02,0.216,low
HASM-00376,36.094,1.246,0.0073,OP-H-063,ST-H-29,0.2535,medium
HASM-00377,33.503,0.789,0.1823,OP-H-163,ST-H-19,0.4054,medium
HASM-00378,36.515,0.593,0.0197,OP-H-063,ST-H-17,0.2186,low
HASM-00379,35.077,1.006,0.0612,OP-H-015,ST-H-07,0.183,low
HASM-00380,56.261,1.068,0.0849,OP-H-010,ST-H-39,0.2559,medium
HASM-00381,48.63,0.832,0.1091,OP-H-042,ST-H-30,0.2963,medium
HASM-00382,44.523,0.956,0.0607,OP-H-169,ST-H-09,0.1008,low
HASM-00383,43.632,0.998,0.0976,OP-H-086,ST-H-34,0.1838,low
HASM-00384,47.24,1.079,0.0986,OP-H-136,ST-H-14,0.2286,low
HASM-00385,52.261,1.279,0.1357,OP-H-009,ST-H-05,0.4063,medium
HASM-00386,51.198,1.102,0.0474,OP-H-170,ST-H-31,0.2427,low
HASM-00387,36.648,1.288,0.2402,OP-H-008,ST-H-39,0.4788,medium
HASM-00388,31.618,0.746,0.0505,OP-H-094,ST-H-10,0.2724,medium
HASM-00389,47.046,1.043,0.0228,OP-H-087,ST-H-09,0.0727,low
HASM-00390,45.031,1.203,0.0571,OP-H-156,ST-H-26,0.1629,low
HASM-00391,42.67,0.708,0.1239,OP-H-025,ST-H-05,0.182,low
HASM-00392,39.475,0.756,0.0128,OP-H-063,ST-H-11,0.1535,low
HASM-00393,36.679,0.717,0.0066,OP-H-077,ST-H-09,0.1962,low
HASM-00394,33.482,0.913,0.0693,OP-H-173,ST-H-12,0.2037,low
HASM-00395,28.486,0.68,0.1774,OP-H-008,ST-H-03,0.4933,medium
HASM-00396,42.31,0.986,0.0407,OP-H-133,ST-H-20,0.0,low
HASM-00397,49.23,0.683,0.101,OP-H-100,ST-H-28,0.3502,medium
HASM-00398,33.642,0.765,0.0238,OP-H-120,ST-H-08,0.2273,low
HASM-00399,49.123,1.303,0.0277,OP-H-131,ST-H-04,0.227,low
HASM-00400,47.474,0.828,0.0862,OP-H-099,ST-H-24,0.2003,low
HASM-00401,37.439,0.827,0.0817,OP-H-132,ST-H-05,0.2172,low
HASM-00402,44.343,1.19,0.1611,OP-H-134,ST-H-11,0.2417,low
HASM-00403,31.295,1.263,0.0969,OP-H-052,ST-H-11,0.3416,medium
HASM-00404,37.96,1.17,0.0827,OP-H-092,ST-H-38,0.2277,low
HASM-00405,43.592,1.748,0.032,OP-H-109,ST-H-05,0.2868,medium
HASM-00406,65.375,1.198,0.075,OP-H-060,ST-H-34,0.3994,medium
HASM-00407,22.808,1.044,0.0217,OP-H-030,ST-H-29,0.2958,medium
HASM-00408,40.767,1.367,0.0521,OP-H-092,ST-H-36,0.1692,low
HASM-00409,48.544,1.001,0.037,OP-H-070,ST-H-31,0.1356,low
HASM-00410,49.717,1.538,0.1129,OP-H-006,ST-H-04,0.4239,medium
HASM-00411,40.268,1.509,0.0351,OP-H-083,ST-H-38,0.2604,medium
HASM-00412,29.311,0.906,0.1965,OP-H-070,ST-H-40,0.4051,medium
HASM-00413,38.29,0.727,0.0647,OP-H-012,ST-H-03,0.2544,medium
HASM-00414,47.632,0.789,0.0313,OP-H-038,ST-H-12,0.2115,low
HASM-00415,44.594,0.416,0.025,OP-H-178,ST-H-10,0.3056,medium
HASM-00416,46.719,1.06,0.0613,OP-H-096,ST-H-14,0.1295,low
HASM-00417,45.836,1.122,0.0688,OP-H-136,ST-H-13,0.1717,low
HASM-00418,48.098,1.356,0.0626,OP-H-117,ST-H-11,0.2624,medium
HASM-00419,39.731,0.529,0.0729,OP-H-087,ST-H-32,0.3252,medium
HASM-00420,44.576,0.631,0.0253,OP-H-160,ST-H-34,0.1818,low
HASM-00421,55.25,1.014,0.0404,OP-H-026,ST-H-08,0.2274,low
HASM-00422,29.232,1.305,0.1147,OP-H-122,ST-H-23,0.4472,medium
HASM-00423,43.996,1.363,0.0876,OP-H-136,ST-H-26,0.2435,low
HASM-00424,49.283,0.978,0.2077,OP-H-017,ST-H-40,0.3493,medium
HASM-00425,38.486,0.748,0.0161,OP-H-032,ST-H-01,0.1407,low
HASM-00426,34.329,1.288,0.0214,OP-H-174,ST-H-17,0.2135,low
HASM-00427,51.817,1.065,0.0911,OP-H-018,ST-H-36,0.2217,low
HASM-00428,39.524,0.838,0.0784,OP-H-120,ST-H-28,0.1512,low
HASM-00429,52.359,1.074,0.0329,OP-H-146,ST-H-16,0.1796,low
HASM-00430,27.767,1.07,0.0718,OP-H-051,ST-H-08,0.1462,low
HASM-00431,59.574,0.818,0.028,OP-H-071,ST-H-24,0.2684,medium
HASM-00432,46.239,0.912,0.1426,OP-H-174,ST-H-23,0.2908,medium
HASM-00433,37.055,0.936,0.0263,OP-H-054,ST-H-34,0.0217,low
HASM-00434,38.583,0.701,0.0279,OP-H-051,ST-H-22,0.2,low
HASM-00435,31.207,1.252,0.0588,OP-H-075,ST-H-26,0.2733,medium
HASM-00436,54.774,0.964,0.0226,OP-H-064,ST-H-07,0.194,low
HASM-00437,49.578,0.949,0.1252,OP-H-155,ST-H-40,0.2282,low
HASM-00438,27.069,1.305,0.1343,OP-H-015,ST-H-16,0.4159,medium
HASM-00439,36.392,1.187,0.0704,OP-H-120,ST-H-11,0.2244,low
HASM-00440,45.763,0.851,0.15,OP-H-030,ST-H-20,0.2315,low
HASM-00441,42.019,1.083,0.1025,OP-H-070,ST-H-14,0.164,low
HASM-00442,49.464,1.188,0.074,OP-H-007,ST-H-25,0.2749,medium
HASM-00443,22.443,0.963,0.0674,OP-H-078,ST-H-32,0.346,medium
HASM-00444,26.467,0.957,0.0398,OP-H-138,ST-H-38,0.2183,low
HASM-00445,33.113,1.23,0.0329,OP-H-095,ST-H-04,0.2221,low
HASM-00446,46.476,1.14,0.1177,OP-H-070,ST-H-32,0.2903,medium
HASM-00447,41.462,0.735,0.0271,OP-H-008,ST-H-15,0.1512,low
HASM-00448,31.903,1.151,0.0687,OP-H-174,ST-H-29,0.2321,low
HASM-00449,23.409,0.866,0.0729,OP-H-084,ST-H-30,0.2838,medium
HASM-00450,47.559,1.713,0.0209,OP-H-071,ST-H-33,0.3381,medium
HASM-00451,29.819,1.093,0.1362,OP-H-163,ST-H-20,0.3542,medium
HASM-00452,27.058,1.285,0.1025,OP-H-170,ST-H-27,0.4119,medium
HASM-00453,29.849,0.694,0.0274,OP-H-179,ST-H-28,0.3236,medium
HASM-00454,35.897,0.74,0.0714,OP-H-091,ST-H-12,0.26,medium
HASM-00455,51.731,1.144,0.1242,OP-H-156,ST-H-32,0.2367,low
HASM-00456,54.129,1.041,0.0387,OP-H-162,ST-H-09,0.1502,low
HASM-00457,45.763,0.96,0.0409,OP-H-061,ST-H-02,0.0201,low
HASM-00458,59.749,1.174,0.0887,OP-H-130,ST-H-09,0.3283,medium
HASM-00459,27.585,1.561,0.0605,OP-H-144,ST-H-06,0.4682,medium
HASM-00460,48.142,1.224,0.1143,OP-H-160,ST-H-23,0.3471,medium
HASM-00461,43.429,1.396,0.0825,OP-H-124,ST-H-10,0.3281,medium
HASM-00462,35.714,0.51,0.0339,OP-H-021,ST-H-33,0.2801,medium
HASM-00463,27.571,0.527,0.185,OP-H-094,ST-H-17,0.5814,high
HASM-00464,47.034,0.682,0.0266,OP-H-061,ST-H-02,0.2396,low
HASM-00465,39.614,0.876,0.0441,OP-H-169,ST-H-07,0.1793,low
HASM-00466,48.468,0.968,0.0754,OP-H-032,ST-H-34,0.0733,low
HASM-00467,37.66,0.861,0.0763,OP-H-163,ST-H-30,0.1373,low
HASM-00468,28.357,1.307,0.0117,OP-H-085,ST-H-27,0.3333,medium
HASM-00469,35.025,1.451,0.0539,OP-H-112,ST-H-04,0.3313,medium
HASM-00470,27.19,1.292,0.0436,OP-H-112,ST-H-19,0.296,medium
HASM-00471,39.993,0.642,0.0305,OP-H-177,ST-H-29,0.1975,low
HASM-00472,34.692,1.446,0.0077,OP-H-178,ST-H-15,0.2428,low
HASM-00473,31.208,1.471,0.0464,OP-H-116,ST-H-14,0.4439,medium
HASM-00474,46.584,1.407,0.0199,OP-H-141,ST-H-06,0.2805,medium
HASM-00475,39.196,1.045,0.0157,OP-H-012,ST-H-21,0.0587,low
HASM-00476,42.847,0.51,0.1038,OP-H-162,ST-H-01,0.3499,medium
HASM-00477,49.938,0.866,0.1729,OP-H-097,ST-H-28,0.3136,medium
HASM-00478,31.989,1.014,0.0658,OP-H-054,ST-H-01,0.1856,low
HASM-00479,38.511,0.8,0.1203,OP-H-006,ST-H-10,0.2798,medium
HASM-00480,37.319,1.467,0.0636,OP-H-044,ST-H-37,0.3733,medium
HASM-00481,49.583,0.884,0.0912,OP-H-015,ST-H-20,0.2724,medium
HASM-00482,26.821,0.899,0.0284,OP-H-050,ST-H-40,0.2218,low
HASM-00483,51.956,0.921,0.1185,OP-H-153,ST-H-06,0.3387,medium
HASM-00484,40.466,0.85,0.0453,OP-H-090,ST-H-26,0.1231,low
HASM-00485,39.422,1.251,0.0684,OP-H-141,ST-H-12,0.2349,low
HASM-00486,26.543,0.815,0.0808,OP-H-073,ST-H-40,0.2935,medium
HASM-00487,46.066,0.937,0.1695,OP-H-085,ST-H-34,0.3456,medium
HASM-00488,42.619,1.008,0.0287,OP-H-040,ST-H-18,0.0581,low
HASM-00489,47.671,1.239,0.1104,OP-H-174,ST-H-18,0.2764,medium
HASM-00490,29.846,1.273,0.1729,OP-H-156,ST-H-40,0.4583,medium
HASM-00491,32.834,1.345,0.0269,OP-H-037,ST-H-05,0.2942,medium
HASM-00492,35.581,1.302,0.0707,OP-H-072,ST-H-11,0.261,medium
HASM-00493,27.86,1.01,0.1082,OP-H-068,ST-H-15,0.2321,low
HASM-00494,20.198,1.149,0.0585,OP-H-134,ST-H-24,0.2751,medium
HASM-00495,36.827,1.08,0.0907,OP-H-143,ST-H-20,0.2202,low
HASM-00496,46.707,0.799,0.0918,OP-H-045,ST-H-39,0.2152,low
HASM-00497,36.78,1.487,0.0877,OP-H-087,ST-H-12,0.3727,medium
HASM-00498,48.934,1.382,0.0935,OP-H-009,ST-H-15,0.3309,medium
HASM-00499,44.625,1.307,0.0665,OP-H-180,ST-H-29,0.1696,low
HASM-00500,32.527,1.037,0.0183,OP-H-144,ST-H-26,0.1819,low
HASM-00501,44.842,0.507,0.1704,OP-H-140,ST-H-28,0.4288,medium
HASM-00502,36.359,1.365,0.0239,OP-H-177,ST-H-20,0.2638,medium
HASM-00503,39.668,1.195,0.0361,OP-H-122,ST-H-27,0.1727,low
HASM-00504,20.347,0.669,0.0718,OP-H-104,ST-H-12,0.4251,medium
HASM-00505,48.457,1.154,0.0094,OP-H-164,ST-H-21,0.1438,low
HASM-00506,45.866,0.755,0.0311,OP-H-128,ST-H-10,0.2079,low
HASM-00507,32.72,0.329,0.0349,OP-H-098,ST-H-31,0.3805,medium
HASM-00508,36.818,1.151,0.1193,OP-H-036,ST-H-17,0.3288,medium
HASM-00509,49.808,1.263,0.0617,OP-H-006,ST-H-24,0.2827,medium
HASM-00510,28.666,0.604,0.0378,OP-H-151,ST-H-09,0.3888,medium
HASM-00511,48.43,0.856,0.0489,OP-H-070,ST-H-10,0.2222,low
HASM-00512,28.153,0.782,0.069,OP-H-148,ST-H-38,0.3015,medium
HASM-00513,45.739,1.698,0.0503,OP-H-113,ST-H-20,0.421,medium
HASM-00514,39.439,0.912,0.0738,OP-H-129,ST-H-31,0.1666,low
HASM-00515,55.383,0.652,0.0143,OP-H-008,ST-H-05,0.2969,medium
HASM-00516,32.395,1.004,0.0499,OP-H-141,ST-H-38,0.1665,low
HASM-00517,34.369,1.02,0.0228,OP-H-165,ST-H-35,0.0791,low
HASM-00518,26.502,0.562,0.0204,OP-H-136,ST-H-05,0.2955,medium
HASM-00519,49.936,0.941,0.0521,OP-H-135,ST-H-21,0.2409,low
HASM-00520,34.988,0.829,0.1082,OP-H-077,ST-H-37,0.2692,medium
HASM-00521,44.855,1.317,0.0163,OP-H-003,ST-H-38,0.2234,low
HASM-00522,50.184,1.058,0.0464,OP-H-015,ST-H-36,0.1405,low
HASM-00523,60.098,1.057,0.0416,OP-H-136,ST-H-24,0.2776,medium
HASM-00524,36.412,1.159,0.048,OP-H-133,ST-H-14,0.1673,low
HASM-00525,50.901,1.9,0.0433,OP-H-115,ST-H-13,0.4886,medium
HASM-00526,31.093,0.832,0.1539,OP-H-087,ST-H-26,0.3206,medium
HASM-00527,27.716,1.343,0.0336,OP-H-079,ST-H-26,0.2823,medium
HASM-00528,50.442,0.98,0.0758,OP-H-165,ST-H-25,0.1098,low
HASM-00529,42.302,1.054,0.1163,OP-H-146,ST-H-12,0.1731,low
HASM-00530,46.966,1.013,0.0744,OP-H-110,ST-H-10,0.1536,low
HASM-00531,31.814,0.364,0.1697,OP-H-074,ST-H-04,0.5518,high
HASM-00532,48.664,0.601,0.085,OP-H-119,ST-H-14,0.2734,medium
HASM-00533,29.98,1.152,0.053,OP-H-111,ST-H-30,0.2602,medium
HASM-00534,36.415,0.778,0.0678,OP-H-118,ST-H-35,0.2117,low
HASM-00535,68.508,1.619,0.0559,OP-H-010,ST-H-20,0.539,high
HASM-00536,40.025,0.564,0.0063,OP-H-013,ST-H-21,0.1903,low
HASM-00537,57.206,0.701,0.28,OP-H-017,ST-H-17,0.6145,high
HASM-00538,32.922,0.745,0.1327,OP-H-171,ST-H-36,0.3938,medium
HASM-00539,22.671,0.745,0.1557,OP-H-171,ST-H-18,0.4151,medium
HASM-00540,51.553,1.077,0.28,OP-H-180,ST-H-25,0.5479,high
HASM-00541,46.448,1.169,0.047,OP-H-045,ST-H-07,0.1994,low
HASM-00542,42.748,0.894,0.0471,OP-H-163,ST-H-33,0.1014,low
HASM-00543,46.477,0.708,0.0915,OP-H-100,ST-H-09,0.3358,medium
HASM-00544,41.807,0.797,0.0975,OP-H-110,ST-H-07,0.2638,medium
HASM-00545,41.638,0.865,0.0509,OP-H-100,ST-H-15,0.1487,low
HASM-00546,28.79,0.999,0.0191,OP-H-113,ST-H-15,0.1079,low
HASM-00547,50.631,0.836,0.0218,OP-H-128,ST-H-01,0.2168,low
HASM-00548,32.051,1.046,0.0379,OP-H-082,ST-H-22,0.1446,low
HASM-00549,35.871,0.846,0.0249,OP-H-074,ST-H-09,0.142,low
HASM-00550,50.825,1.042,0.0365,OP-H-155,ST-H-40,0.1518,low
HASM-00551,51.858,1.12,0.1212,OP-H-108,ST-H-10,0.3429,medium
HASM-00552,37.918,1.064,0.0321,OP-H-017,ST-H-09,0.1086,low
HASM-00553,46.128,1.167,0.0502,OP-H-050,ST-H-26,0.2345,low
HASM-00554,37.233,0.809,0.0703,OP-H-026,ST-H-09,0.1247,low
HASM-00555,51.377,0.986,0.0349,OP-H-058,ST-H-18,0.0921,low
HASM-00556,43.99,0.903,0.1303,OP-H-132,ST-H-05,0.236,low
HASM-00557,35.941,1.056,0.0371,OP-H-137,ST-H-33,0.1733,low
HASM-00558,34.312,0.708,0.0816,OP-H-014,ST-H-18,0.2733,medium
HASM-00559,42.576,0.94,0.1222,OP-H-087,ST-H-14,0.1391,low
HASM-00560,57.771,1.097,0.1015,OP-H-138,ST-H-34,0.3232,medium
HASM-00561,33.383,0.726,0.0296,OP-H-066,ST-H-23,0.2044,low
HASM-00562,28.364,1.118,0.0331,OP-H-161,ST-H-15,0.2551,medium
HASM-00563,55.575,0.301,0.1204,OP-H-001,ST-H-39,0.5168,high
HASM-00564,30.806,0.916,0.037,OP-H-009,ST-H-16,0.1889,low
HASM-00565,44.925,1.145,0.0239,OP-H-048,ST-H-05,0.0917,low
HASM-00566,57.855,0.959,0.114,OP-H-037,ST-H-28,0.2951,medium
HASM-00567,61.573,1.522,0.0395,OP-H-074,ST-H-24,0.4918,medium
HASM-00568,41.321,0.75,0.028,OP-H-161,ST-H-15,0.138,low
HASM-00569,43.689,1.392,0.1262,OP-H-088,ST-H-19,0.3106,medium
HASM-00570,50.737,1.029,0.089,OP-H-166,ST-H-10,0.1806,low
HASM-00571,44.73,0.971,0.0652,OP-H-022,ST-H-07,0.1286,low
HASM-00572,43.988,0.88,0.0221,OP-H-124,ST-H-35,0.178,low
HASM-00573,42.449,1.446,0.0202,OP-H-152,ST-H-27,0.2309,low
HASM-00574,34.331,0.846,0.0652,OP-H-118,ST-H-18,0.2515,medium
HASM-00575,45.398,1.048,0.0528,OP-H-150,ST-H-32,0.1261,low
HASM-00576,43.525,0.99,0.0385,OP-H-003,ST-H-32,0.0019,low
HASM-00577,41.621,0.816,0.1228,OP-H-110,ST-H-07,0.2415,low
HASM-00578,47.722,0.929,0.0177,OP-H-180,ST-H-22,0.0382,low
HASM-00579,36.174,0.854,0.0952,OP-H-087,ST-H-03,0.1826,low
HASM-00580,34.192,1.06,0.0393,OP-H-109,ST-H-24,0.1452,low
HASM-00581,45.414,1.209,0.214,OP-H-022,ST-H-15,0.4677,medium
HASM-00582,36.775,1.556,0.0419,OP-H-114,ST-H-01,0.3456,medium
HASM-00583,26.63,0.965,0.0696,OP-H-100,ST-H-04,0.2926,medium
HASM-00584,37.564,1.148,0.0207,OP-H-121,ST-H-08,0.1406,low
HASM-00585,53.21,1.51,0.0806,OP-H-055,ST-H-23,0.3831,medium
HASM-00586,47.982,0.781,0.0352,OP-H-175,ST-H-35,0.1399,low
HASM-00587,30.124,1.583,0.045,OP-H-127,ST-H-25,0.3958,medium
HASM-00588,38.75,0.895,0.057,OP-H-155,ST-H-10,0.1781,low
HASM-00589,32.821,1.254,0.0426,OP-H-028,ST-H-09,0.2949,medium
HASM-00590,49.607,1.369,0.0537,OP-H-012,ST-H-04,0.2876,medium
HASM-00591,49.091,0.987,0.0268,OP-H-090,ST-H-32,0.104,low
HASM-00592,44.495,0.772,0.036,OP-H-012,ST-H-27,0.1791,low
HASM-00593,49.183,1.133,0.0577,OP-H-022,ST-H-06,0.1676,low
HASM-00594,52.146,0.876,0.0065,OP-H-162,ST-H-20,0.1365,low
HASM-00595,58.326,0.877,0.2083,OP-H-084,ST-H-15,0.5204,high
HASM-00596,51.698,0.917,0.0735,OP-H-168,ST-H-27,0.2192,low
HASM-00597,37.713,1.169,0.0768,OP-H-056,ST-H-02,0.1893,low
HASM-00598,41.241,0.943,0.0295,OP-H-133,ST-H-09,0.0887,low
HASM-00599,40.749,1.132,0.0387,OP-H-024,ST-H-35,0.1371,low
HASM-00600,30.599,0.825,0.1547,OP-H-065,ST-H-01,0.3695,medium
HASM-00601,53.411,0.945,0.0687,OP-H-075,ST-H-10,0.2035,low
HASM-00602,47.472,0.922,0.0224,OP-H-074,ST-H-13,0.152,low
HASM-00603,30.537,0.783,0.0583,OP-H-034,ST-H-01,0.3114,medium
HASM-00604,34.999,1.252,0.0592,OP-H-078,ST-H-26,0.2874,medium
HASM-00605,45.835,0.625,0.055,OP-H-119,ST-H-39,0.1926,low
HASM-00606,23.327,1.214,0.0148,OP-H-003,ST-H-28,0.2588,medium
HASM-00607,50.232,0.569,0.0507,OP-H-066,ST-H-24,0.3422,medium
HASM-00608,57.748,1.28,0.0614,OP-H-047,ST-H-29,0.3548,medium
HASM-00609,36.418,0.879,0.0745,OP-H-012,ST-H-15,0.2435,low
HASM-00610,38.812,0.929,0.1889,OP-H-054,ST-H-29,0.3273,medium
HASM-00611,55.021,1.573,0.0489,OP-H-163,ST-H-25,0.3741,medium
HASM-00612,37.007,0.76,0.1244,OP-H-145,ST-H-22,0.3334,medium
HASM-00613,46.112,1.094,0.1472,OP-H-127,ST-H-34,0.2258,low
HASM-00614,34.865,0.849,0.1206,OP-H-180,ST-H-10,0.2826,medium
HASM-00615,43.169,0.595,0.0211,OP-H-045,ST-H-23,0.215,low
HASM-00616,38.359,0.931,0.018,OP-H-045,ST-H-39,0.0643,low
HASM-00617,20.159,1.06,0.0271,OP-H-137,ST-H-07,0.2646,medium
HASM-00618,48.308,1.15,0.0038,OP-H-028,ST-H-34,0.1067,low
HASM-00619,58.199,0.888,0.0272,OP-H-026,ST-H-22,0.1787,low
HASM-00620,28.459,1.345,0.0813,OP-H-121,ST-H-26,0.4111,medium
HASM-00621,48.231,0.7,0.087,OP-H-031,ST-H-08,0.3807,medium
HASM-00622,33.83,1.04,0.0274,OP-H-170,ST-H-01,0.1094,low
HASM-00623,29.371,0.836,0.0502,OP-H-039,ST-H-29,0.2256,low
HASM-00624,38.88,0.944,0.0466,OP-H-006,ST-H-27,0.1094,low
HASM-00625,39.646,1.201,0.1208,OP-H-083,ST-H-32,0.2179,low
HASM-00626,44.534,1.041,0.0618,OP-H-143,ST-H-12,0.1402,low
HASM-00627,38.666,0.785,0.0649,OP-H-063,ST-H-18,0.2563,medium
HASM-00628,31.509,0.662,0.0312,OP-H-076,ST-H-06,0.3503,medium
HASM-00629,44.158,1.112,0.1856,OP-H-068,ST-H-39,0.3314,medium
HASM-00630,26.358,0.68,0.1662,OP-H-150,ST-H-03,0.5199,high
HASM-00631,28.883,1.048,0.0237,OP-H-139,ST-H-19,0.1852,low
HASM-00632,40.808,1.034,0.187,OP-H-048,ST-H-03,0.2946,medium
HASM-00633,44.595,1.004,0.0566,OP-H-022,ST-H-05,0.0767,low
HASM-00634,35.585,0.896,0.0878,OP-H-168,ST-H-08,0.2344,low
HASM-00635,50.956,0.839,0.0697,OP-H-016,ST-H-29,0.2702,medium
HASM-00636,48.655,1.329,0.0407,OP-H-155,ST-H-15,0.2385,low
HASM-00637,45.765,0.989,0.1196,OP-H-060,ST-H-10,0.1977,low
HASM-00638,39.707,0.793,0.0429,OP-H-030,ST-H-15,0.2074,low
HASM-00639,30.38,0.896,0.0594,OP-H-072,ST-H-14,0.2235,low
HASM-00640,39.679,0.743,0.071,OP-H-014,ST-H-07,0.2403,low
HASM-00641,42.355,0.913,0.0194,OP-H-100,ST-H-16,0.0078,low
HASM-00642,43.358,1.652,0.084,OP-H-134,ST-H-09,0.3524,medium
HASM-00643,38.156,1.624,0.0471,OP-H-069,ST-H-07,0.3121,medium
HASM-00644,39.824,1.07,0.2146,OP-H-176,ST-H-28,0.4323,medium
HASM-00645,51.435,1.036,0.0283,OP-H-052,ST-H-20,0.1026,low
HASM-00646,48.708,1.347,0.0069,OP-H-155,ST-H-39,0.2109,low
HASM-00647,42.718,1.165,0.1203,OP-H-177,ST-H-13,0.275,medium
HASM-00648,37.524,0.253,0.1335,OP-H-017,ST-H-29,0.4953,medium
HASM-00649,39.417,1.275,0.0355,OP-H-119,ST-H-38,0.1746,low
HASM-00650,31.338,1.045,0.0407,OP-H-172,ST-H-23,0.1314,low
HASM-00651,26.476,0.952,0.0201,OP-H-172,ST-H-25,0.1404,low
HASM-00652,25.018,1.009,0.1217,OP-H-129,ST-H-26,0.3207,medium
HASM-00653,32.706,1.237,0.0173,OP-H-119,ST-H-17,0.2482,low
HASM-00654,34.323,1.377,0.037,OP-H-142,ST-H-25,0.2917,medium
HASM-00655,30.152,0.516,0.104,OP-H-168,ST-H-22,0.3843,medium
HASM-00656,39.659,1.026,0.0529,OP-H-046,ST-H-39,0.0814,low
HASM-00657,29.69,0.668,0.1066,OP-H-029,ST-H-27,0.3115,medium
HASM-00658,40.69,0.674,0.0144,OP-H-075,ST-H-17,0.1519,low
HASM-00659,50.806,1.498,0.0175,OP-H-094,ST-H-07,0.3133,medium
HASM-00660,49.333,1.116,0.1516,OP-H-069,ST-H-25,0.3246,medium
HASM-00661,40.19,1.299,0.0778,OP-H-061,ST-H-26,0.2302,low
HASM-00662,40.052,0.782,0.111,OP-H-116,ST-H-01,0.2557,medium
HASM-00663,57.918,1.325,0.1279,OP-H-160,ST-H-11,0.4246,medium
HASM-00664,47.35,1.475,0.28,OP-H-089,ST-H-15,0.6226,high
HASM-00665,37.025,1.164,0.0519,OP-H-118,ST-H-02,0.2468,low
HASM-00666,55.358,1.179,0.0432,OP-H-100,ST-H-40,0.2575,medium
HASM-00667,58.519,1.116,0.0289,OP-H-090,ST-H-39,0.2683,medium
HASM-00668,54.804,0.822,0.0155,OP-H-106,ST-H-21,0.1894,low
HASM-00669,35.902,0.811,0.092,OP-H-049,ST-H-09,0.2587,medium
HASM-00670,28.589,1.13,0.1105,OP-H-174,ST-H-38,0.3884,medium
HASM-00671,38.32,0.535,0.0937,OP-H-030,ST-H-33,0.3223,medium
HASM-00672,45.951,1.189,0.0378,OP-H-065,ST-H-26,0.1725,low
HASM-00673,51.71,0.867,0.0734,OP-H-059,ST-H-15,0.2729,medium
HASM-00674,50.396,1.364,0.0404,OP-H-029,ST-H-14,0.2911,medium
HASM-00675,34.029,1.314,0.1535,OP-H-148,ST-H-28,0.3986,medium
