h,r,t,relation,head_type,tail_type,weight
52,3,7552,assembled_in,Bearing,AssemblyRecord,1.0
52,4,12552,inspected_by,Bearing,InspectionRecord,1.0
52,5,24556,maintained_by,Bearing,MaintenanceRecord,1.0
52,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
52,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
53,0,5256,designed_by,Bearing,BearingDesignSpec,1.0
53,1,6194,uses_material_batch,Bearing,MaterialBatch,1.0
53,2,6914,manufactured_in,Bearing,ManufacturingBatch,1.0
53,3,7553,assembled_in,Bearing,AssemblyRecord,1.0
53,4,12553,inspected_by,Bearing,InspectionRecord,1.0
53,5,24557,maintained_by,Bearing,MaintenanceRecord,1.0
53,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
53,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
54,0,5543,designed_by,Bearing,BearingDesignSpec,1.0
54,1,6167,uses_material_batch,Bearing,MaterialBatch,1.0
54,2,7403,manufactured_in,Bearing,ManufacturingBatch,1.0
54,3,7554,assembled_in,Bearing,AssemblyRecord,1.0
54,4,12554,inspected_by,Bearing,InspectionRecord,1.0
54,5,24558,maintained_by,Bearing,MaintenanceRecord,1.0
54,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
54,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
55,0,5562,designed_by,Bearing,BearingDesignSpec,1.0
55,1,5998,uses_material_batch,Bearing,MaterialBatch,1.0
55,2,6770,manufactured_in,Bearing,ManufacturingBatch,1.0
55,3,7555,assembled_in,Bearing,AssemblyRecord,1.0
55,4,12555,inspected_by,Bearing,InspectionRecord,1.0
55,5,24559,maintained_by,Bearing,MaintenanceRecord,1.0
55,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
55,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
56,0,5209,designed_by,Bearing,BearingDesignSpec,1.0
56,1,5851,uses_material_batch,Bearing,MaterialBatch,1.0
56,2,7035,manufactured_in,Bearing,ManufacturingBatch,1.0
56,3,7556,assembled_in,Bearing,AssemblyRecord,1.0
56,4,12556,inspected_by,Bearing,InspectionRecord,1.0
56,5,24560,maintained_by,Bearing,MaintenanceRecord,1.0
56,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
56,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
57,0,5058,designed_by,Bearing,BearingDesignSpec,1.0
57,1,6245,uses_material_batch,Bearing,MaterialBatch,1.0
57,2,6542,manufactured_in,Bearing,ManufacturingBatch,1.0
57,3,7557,assembled_in,Bearing,AssemblyRecord,1.0
57,4,12557,inspected_by,Bearing,InspectionRecord,1.0
57,5,24561,maintained_by,Bearing,MaintenanceRecord,1.0
57,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
57,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
58,0,5384,designed_by,Bearing,BearingDesignSpec,1.0
58,1,5940,uses_material_batch,Bearing,MaterialBatch,1.0
58,2,6670,manufactured_in,Bearing,ManufacturingBatch,1.0
58,3,7558,assembled_in,Bearing,AssemblyRecord,1.0
58,4,12558,inspected_by,Bearing,InspectionRecord,1.0
58,5,24562,maintained_by,Bearing,MaintenanceRecord,1.0
58,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
58,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
59,0,5290,designed_by,Bearing,BearingDesignSpec,1.0
59,1,6100,uses_material_batch,Bearing,MaterialBatch,1.0
59,2,6740,manufactured_in,Bearing,ManufacturingBatch,1.0
59,3,7559,assembled_in,Bearing,AssemblyRecord,1.0
59,4,12559,inspected_by,Bearing,InspectionRecord,1.0
59,5,24563,maintained_by,Bearing,MaintenanceRecord,1.0
59,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
59,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
60,0,5199,designed_by,Bearing,BearingDesignSpec,1.0
60,1,5958,uses_material_batch,Bearing,MaterialBatch,1.0
60,2,7025,manufactured_in,Bearing,ManufacturingBatch,1.0
60,3,7560,assembled_in,Bearing,AssemblyRecord,1.0
60,4,12560,inspected_by,Bearing,InspectionRecord,1.0
60,5,24564,maintained_by,Bearing,MaintenanceRecord,1.0
60,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
60,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
61,0,5407,designed_by,Bearing,BearingDesignSpec,1.0
61,1,5880,uses_material_batch,Bearing,MaterialBatch,1.0
61,2,7089,manufactured_in,Bearing,ManufacturingBatch,1.0
61,3,7561,assembled_in,Bearing,AssemblyRecord,1.0
61,4,12561,inspected_by,Bearing,InspectionRecord,1.0
61,5,24565,maintained_by,Bearing,MaintenanceRecord,1.0
61,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
61,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
62,0,5000,designed_by,Bearing,BearingDesignSpec,1.0
62,1,5961,uses_material_batch,Bearing,MaterialBatch,1.0
62,2,6756,manufactured_in,Bearing,ManufacturingBatch,1.0
62,3,7562,assembled_in,Bearing,AssemblyRecord,1.0
62,4,12562,inspected_by,Bearing,InspectionRecord,1.0
62,5,24566,maintained_by,Bearing,MaintenanceRecord,1.0
62,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
62,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
63,0,5080,designed_by,Bearing,BearingDesignSpec,1.0
63,1,6074,uses_material_batch,Bearing,MaterialBatch,1.0
63,2,6582,manufactured_in,Bearing,ManufacturingBatch,1.0
63,3,7563,assembled_in,Bearing,AssemblyRecord,1.0
63,4,12563,inspected_by,Bearing,InspectionRecord,1.0
63,5,24567,maintained_by,Bearing,MaintenanceRecord,1.0
63,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
63,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
64,0,5379,designed_by,Bearing,BearingDesignSpec,1.0
64,1,5950,uses_material_batch,Bearing,MaterialBatch,1.0
64,2,6519,manufactured_in,Bearing,ManufacturingBatch,1.0
64,3,7564,assembled_in,Bearing,AssemblyRecord,1.0
64,4,12564,inspected_by,Bearing,InspectionRecord,1.0
64,5,24568,maintained_by,Bearing,MaintenanceRecord,1.0
64,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
64,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
65,0,5623,designed_by,Bearing,BearingDesignSpec,1.0
65,1,5869,uses_material_batch,Bearing,MaterialBatch,1.0
65,2,6818,manufactured_in,Bearing,ManufacturingBatch,1.0
65,3,7565,assembled_in,Bearing,AssemblyRecord,1.0
65,4,12565,inspected_by,Bearing,InspectionRecord,1.0
65,5,24569,maintained_by,Bearing,MaintenanceRecord,1.0
65,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
65,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
66,0,5753,designed_by,Bearing,BearingDesignSpec,1.0
66,1,5836,uses_material_batch,Bearing,MaterialBatch,1.0
66,2,6946,manufactured_in,Bearing,ManufacturingBatch,1.0
66,3,7566,assembled_in,Bearing,AssemblyRecord,1.0
66,4,12566,inspected_by,Bearing,InspectionRecord,1.0
66,5,24570,maintained_by,Bearing,MaintenanceRecord,1.0
66,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
66,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
67,0,5519,designed_by,Bearing,BearingDesignSpec,1.0
67,1,6038,uses_material_batch,Bearing,MaterialBatch,1.0
67,2,7294,manufactured_in,Bearing,ManufacturingBatch,1.0
67,3,7567,assembled_in,Bearing,AssemblyRecord,1.0
67,4,12567,inspected_by,Bearing,InspectionRecord,1.0
67,5,24571,maintained_by,Bearing,MaintenanceRecord,1.0
67,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
67,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
68,0,5354,designed_by,Bearing,BearingDesignSpec,1.0
68,1,6282,uses_material_batch,Bearing,MaterialBatch,1.0
68,2,7164,manufactured_in,Bearing,ManufacturingBatch,1.0
68,3,7568,assembled_in,Bearing,AssemblyRecord,1.0
68,4,12568,inspected_by,Bearing,InspectionRecord,1.0
68,5,24572,maintained_by,Bearing,MaintenanceRecord,1.0
68,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
68,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
69,0,5540,designed_by,Bearing,BearingDesignSpec,1.0
69,1,5887,uses_material_batch,Bearing,MaterialBatch,1.0
69,2,7255,manufactured_in,Bearing,ManufacturingBatch,1.0
69,3,7569,assembled_in,Bearing,AssemblyRecord,1.0
69,4,12569,inspected_by,Bearing,InspectionRecord,1.0
69,5,24573,maintained_by,Bearing,MaintenanceRecord,1.0
69,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
69,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
70,0,5484,designed_by,Bearing,BearingDesignSpec,1.0
70,1,6202,uses_material_batch,Bearing,MaterialBatch,1.0
70,2,6976,manufactured_in,Bearing,ManufacturingBatch,1.0
70,3,7570,assembled_in,Bearing,AssemblyRecord,1.0
70,4,12570,inspected_by,Bearing,InspectionRecord,1.0
70,5,24574,maintained_by,Bearing,MaintenanceRecord,1.0
70,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
70,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
71,0,5535,designed_by,Bearing,BearingDesignSpec,1.0
71,1,5814,uses_material_batch,Bearing,MaterialBatch,1.0
71,2,7250,manufactured_in,Bearing,ManufacturingBatch,1.0
71,3,7571,assembled_in,Bearing,AssemblyRecord,1.0
71,4,12571,inspected_by,Bearing,InspectionRecord,1.0
71,5,24575,maintained_by,Bearing,MaintenanceRecord,1.0
71,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
71,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
72,0,5259,designed_by,Bearing,BearingDesignSpec,1.0
72,1,6268,uses_material_batch,Bearing,MaterialBatch,1.0
72,2,7320,manufactured_in,Bearing,ManufacturingBatch,1.0
72,3,7572,assembled_in,Bearing,AssemblyRecord,1.0
72,4,12572,inspected_by,Bearing,InspectionRecord,1.0
72,5,24576,maintained_by,Bearing,MaintenanceRecord,1.0
72,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
72,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
73,0,5530,designed_by,Bearing,BearingDesignSpec,1.0
73,1,6012,uses_material_batch,Bearing,MaterialBatch,1.0
73,2,6619,manufactured_in,Bearing,ManufacturingBatch,1.0
73,3,7573,assembled_in,Bearing,AssemblyRecord,1.0
73,4,12573,inspected_by,Bearing,InspectionRecord,1.0
73,5,24577,maintained_by,Bearing,MaintenanceRecord,1.0
73,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
73,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
74,0,5036,designed_by,Bearing,BearingDesignSpec,1.0
74,1,5845,uses_material_batch,Bearing,MaterialBatch,1.0
74,2,6693,manufactured_in,Bearing,ManufacturingBatch,1.0
74,3,7574,assembled_in,Bearing,AssemblyRecord,1.0
74,4,12574,inspected_by,Bearing,InspectionRecord,1.0
74,5,24578,maintained_by,Bearing,MaintenanceRecord,1.0
74,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
74,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
75,0,5452,designed_by,Bearing,BearingDesignSpec,1.0
75,1,6077,uses_material_batch,Bearing,MaterialBatch,1.0
75,2,6849,manufactured_in,Bearing,ManufacturingBatch,1.0
75,3,7575,assembled_in,Bearing,AssemblyRecord,1.0
75,4,12575,inspected_by,Bearing,InspectionRecord,1.0
75,5,24579,maintained_by,Bearing,MaintenanceRecord,1.0
75,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
75,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
76,0,5518,designed_by,Bearing,BearingDesignSpec,1.0
76,1,6009,uses_material_batch,Bearing,MaterialBatch,1.0
76,2,6977,manufactured_in,Bearing,ManufacturingBatch,1.0
76,3,7576,assembled_in,Bearing,AssemblyRecord,1.0
76,4,12576,inspected_by,Bearing,InspectionRecord,1.0
76,5,24580,maintained_by,Bearing,MaintenanceRecord,1.0
76,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
76,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
77,0,5629,designed_by,Bearing,BearingDesignSpec,1.0
77,1,5803,uses_material_batch,Bearing,MaterialBatch,1.0
77,2,6362,manufactured_in,Bearing,ManufacturingBatch,1.0
77,3,7577,assembled_in,Bearing,AssemblyRecord,1.0
77,4,12577,inspected_by,Bearing,InspectionRecord,1.0
77,5,24581,maintained_by,Bearing,MaintenanceRecord,1.0
77,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
77,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
78,0,5418,designed_by,Bearing,BearingDesignSpec,1.0
78,1,6014,uses_material_batch,Bearing,MaterialBatch,1.0
78,2,7432,manufactured_in,Bearing,ManufacturingBatch,1.0
78,3,7578,assembled_in,Bearing,AssemblyRecord,1.0
78,4,12578,inspected_by,Bearing,InspectionRecord,1.0
78,5,24582,maintained_by,Bearing,MaintenanceRecord,1.0
78,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
78,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
79,0,5377,designed_by,Bearing,BearingDesignSpec,1.0
79,1,5857,uses_material_batch,Bearing,MaterialBatch,1.0
79,2,7379,manufactured_in,Bearing,ManufacturingBatch,1.0
79,3,7579,assembled_in,Bearing,AssemblyRecord,1.0
79,4,12579,inspected_by,Bearing,InspectionRecord,1.0
79,5,24583,maintained_by,Bearing,MaintenanceRecord,1.0
79,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
79,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
80,0,5251,designed_by,Bearing,BearingDesignSpec,1.0
80,1,5881,uses_material_batch,Bearing,MaterialBatch,1.0
80,2,7483,manufactured_in,Bearing,ManufacturingBatch,1.0
80,3,7580,assembled_in,Bearing,AssemblyRecord,1.0
80,4,12580,inspected_by,Bearing,InspectionRecord,1.0
80,5,24584,maintained_by,Bearing,MaintenanceRecord,1.0
80,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
80,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
81,0,5216,designed_by,Bearing,BearingDesignSpec,1.0
81,1,6031,uses_material_batch,Bearing,MaterialBatch,1.0
81,2,6569,manufactured_in,Bearing,ManufacturingBatch,1.0
81,3,7581,assembled_in,Bearing,AssemblyRecord,1.0
81,4,12581,inspected_by,Bearing,InspectionRecord,1.0
81,5,24585,maintained_by,Bearing,MaintenanceRecord,1.0
81,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
81,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
82,0,5271,designed_by,Bearing,BearingDesignSpec,1.0
82,1,6278,uses_material_batch,Bearing,MaterialBatch,1.0
82,2,6871,manufactured_in,Bearing,ManufacturingBatch,1.0
82,3,7582,assembled_in,Bearing,AssemblyRecord,1.0
82,4,12582,inspected_by,Bearing,InspectionRecord,1.0
82,5,24586,maintained_by,Bearing,MaintenanceRecord,1.0
82,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
82,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
83,0,5139,designed_by,Bearing,BearingDesignSpec,1.0
83,1,5833,uses_material_batch,Bearing,MaterialBatch,1.0
83,2,6592,manufactured_in,Bearing,ManufacturingBatch,1.0
83,3,7583,assembled_in,Bearing,AssemblyRecord,1.0
83,4,12583,inspected_by,Bearing,InspectionRecord,1.0
83,5,24587,maintained_by,Bearing,MaintenanceRecord,1.0
83,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
83,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
84,0,5636,designed_by,Bearing,BearingDesignSpec,1.0
84,1,5980,uses_material_batch,Bearing,MaterialBatch,1.0
84,2,6850,manufactured_in,Bearing,ManufacturingBatch,1.0
84,3,7584,assembled_in,Bearing,AssemblyRecord,1.0
84,4,12584,inspected_by,Bearing,InspectionRecord,1.0
84,5,24588,maintained_by,Bearing,MaintenanceRecord,1.0
84,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
84,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
85,0,5133,designed_by,Bearing,BearingDesignSpec,1.0
85,1,6264,uses_material_batch,Bearing,MaterialBatch,1.0
85,2,7211,manufactured_in,Bearing,ManufacturingBatch,1.0
85,3,7585,assembled_in,Bearing,AssemblyRecord,1.0
85,4,12585,inspected_by,Bearing,InspectionRecord,1.0
85,5,24589,maintained_by,Bearing,MaintenanceRecord,1.0
85,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
85,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
86,0,5189,designed_by,Bearing,BearingDesignSpec,1.0
86,1,5889,uses_material_batch,Bearing,MaterialBatch,1.0
86,2,6909,manufactured_in,Bearing,ManufacturingBatch,1.0
86,3,7586,assembled_in,Bearing,AssemblyRecord,1.0
86,4,12586,inspected_by,Bearing,InspectionRecord,1.0
86,5,24590,maintained_by,Bearing,MaintenanceRecord,1.0
86,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
86,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
87,0,5175,designed_by,Bearing,BearingDesignSpec,1.0
87,1,6131,uses_material_batch,Bearing,MaterialBatch,1.0
87,2,6671,manufactured_in,Bearing,ManufacturingBatch,1.0
87,3,7587,assembled_in,Bearing,AssemblyRecord,1.0
87,4,12587,inspected_by,Bearing,InspectionRecord,1.0
87,5,24591,maintained_by,Bearing,MaintenanceRecord,1.0
87,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
87,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
88,0,5557,designed_by,Bearing,BearingDesignSpec,1.0
88,1,6103,uses_material_batch,Bearing,MaterialBatch,1.0
88,2,7083,manufactured_in,Bearing,ManufacturingBatch,1.0
88,3,7588,assembled_in,Bearing,AssemblyRecord,1.0
88,4,12588,inspected_by,Bearing,InspectionRecord,1.0
88,5,24592,maintained_by,Bearing,MaintenanceRecord,1.0
88,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
88,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
89,0,5032,designed_by,Bearing,BearingDesignSpec,1.0
89,1,6084,uses_material_batch,Bearing,MaterialBatch,1.0
89,2,7254,manufactured_in,Bearing,ManufacturingBatch,1.0
89,3,7589,assembled_in,Bearing,AssemblyRecord,1.0
89,4,12589,inspected_by,Bearing,InspectionRecord,1.0
89,5,24593,maintained_by,Bearing,MaintenanceRecord,1.0
89,6,24504,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
89,7,24505,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
90,0,5084,designed_by,Bearing,BearingDesignSpec,1.0
90,1,6060,uses_material_batch,Bearing,MaterialBatch,1.0
90,2,6878,manufactured_in,Bearing,ManufacturingBatch,1.0
90,3,7590,assembled_in,Bearing,AssemblyRecord,1.0
90,4,12590,inspected_by,Bearing,InspectionRecord,1.0
90,5,24594,maintained_by,Bearing,MaintenanceRecord,1.0
90,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
90,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
91,0,5501,designed_by,Bearing,BearingDesignSpec,1.0
91,1,5950,uses_material_batch,Bearing,MaterialBatch,1.0
91,2,7048,manufactured_in,Bearing,ManufacturingBatch,1.0
91,3,7591,assembled_in,Bearing,AssemblyRecord,1.0
91,4,12591,inspected_by,Bearing,InspectionRecord,1.0
91,5,24595,maintained_by,Bearing,MaintenanceRecord,1.0
91,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
91,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
92,0,5496,designed_by,Bearing,BearingDesignSpec,1.0
92,1,5921,uses_material_batch,Bearing,MaterialBatch,1.0
92,2,6801,manufactured_in,Bearing,ManufacturingBatch,1.0
92,3,7592,assembled_in,Bearing,AssemblyRecord,1.0
92,4,12592,inspected_by,Bearing,InspectionRecord,1.0
92,5,24596,maintained_by,Bearing,MaintenanceRecord,1.0
92,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
92,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
93,0,5297,designed_by,Bearing,BearingDesignSpec,1.0
93,1,5880,uses_material_batch,Bearing,MaterialBatch,1.0
93,2,6804,manufactured_in,Bearing,ManufacturingBatch,1.0
93,3,7593,assembled_in,Bearing,AssemblyRecord,1.0
93,4,12593,inspected_by,Bearing,InspectionRecord,1.0
93,5,24597,maintained_by,Bearing,MaintenanceRecord,1.0
93,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
93,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
94,0,5591,designed_by,Bearing,BearingDesignSpec,1.0
94,1,6038,uses_material_batch,Bearing,MaterialBatch,1.0
94,2,7200,manufactured_in,Bearing,ManufacturingBatch,1.0
94,3,7594,assembled_in,Bearing,AssemblyRecord,1.0
94,4,12594,inspected_by,Bearing,InspectionRecord,1.0
94,5,24598,maintained_by,Bearing,MaintenanceRecord,1.0
94,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
94,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
95,0,5254,designed_by,Bearing,BearingDesignSpec,1.0
95,1,6181,uses_material_batch,Bearing,MaterialBatch,1.0
95,2,7243,manufactured_in,Bearing,ManufacturingBatch,1.0
95,3,7595,assembled_in,Bearing,AssemblyRecord,1.0
95,4,12595,inspected_by,Bearing,InspectionRecord,1.0
95,5,24599,maintained_by,Bearing,MaintenanceRecord,1.0
95,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
95,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
96,0,5311,designed_by,Bearing,BearingDesignSpec,1.0
96,1,5846,uses_material_batch,Bearing,MaterialBatch,1.0
96,2,6550,manufactured_in,Bearing,ManufacturingBatch,1.0
96,3,7596,assembled_in,Bearing,AssemblyRecord,1.0
96,4,12596,inspected_by,Bearing,InspectionRecord,1.0
96,5,24600,maintained_by,Bearing,MaintenanceRecord,1.0
96,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
96,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
97,0,5221,designed_by,Bearing,BearingDesignSpec,1.0
97,1,6104,uses_material_batch,Bearing,MaterialBatch,1.0
97,2,6910,manufactured_in,Bearing,ManufacturingBatch,1.0
97,3,7597,assembled_in,Bearing,AssemblyRecord,1.0
97,4,12597,inspected_by,Bearing,InspectionRecord,1.0
97,5,24601,maintained_by,Bearing,MaintenanceRecord,1.0
97,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
97,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
98,0,5255,designed_by,Bearing,BearingDesignSpec,1.0
98,1,6041,uses_material_batch,Bearing,MaterialBatch,1.0
98,2,6337,manufactured_in,Bearing,ManufacturingBatch,1.0
98,3,7598,assembled_in,Bearing,AssemblyRecord,1.0
98,4,12598,inspected_by,Bearing,InspectionRecord,1.0
98,5,24602,maintained_by,Bearing,MaintenanceRecord,1.0
98,6,24501,has_overall_lifecycle_risk_level,Bearing,RiskLevel,0.5
98,7,24502,has_overall_lifecycle_risk_score,Bearing,RiskScore,0.5
